,tmdb_id,imdb_id,film,year,budget,revenue,oscar_cat,oscar_win,oscar_nominations,oscar_win_count,total_wins,total_nominations,cast_popularity,crew_popularity,tmdb_vote_average,tmdb_vote_count,imdb_rating,imdb_votes,rotten_tomatoes,metascore,director,genre_id_0,genre_id_1,cast_0,cast_1,cast_2,cast_3,producer_0,producer_1,screenplay_0
27,39219,tt0053810,The Facts of Life,1960,15385526.386440678,97660240.8,Best Original Screenplay,False,5,1,19,11,25.047,13.723,52,18,65,1328,61.0,79.88306451612904,Melvin Frank,35,18,Bob Hope,Lucille Ball,Ruth Hussey,Don DeFore,Norman Panama,,Melvin Frank
28,43039,tt0054198,Never on Sunday,1960,151000.0,8000000.0,Best Original Screenplay,False,5,1,2,8,21.128000000000007,4.6,71,41,74,5333,67.0,79.88306451612904,Jules Dassin,18,35,Melina Mercouri,Jules Dassin,George Foundas,Titos Vandis,,,
29,84050,tt0054866,Fanny,1961,17323630.07,91033070.26,Best Actor,False,5,0,2,11,16.936,14.773999999999996,69,21,69,1983,68.0,76.89494163424125,Joshua Logan,18,10749,Leslie Caron,Maurice Chevalier,Charles Boyer,Horst Buchholz,Joshua Logan,,Julius J. Epstein
30,990,tt0054997,The Hustler,1961,2000000.0,7600000.0,Best Actor,False,9,2,11,20,31.41500000000001,10.451999999999998,78,621,80,75408,98.0,90.0,Robert Rossen,18,,Paul Newman,Jackie Gleason,Piper Laurie,George C. Scott,Robert Rossen,,Robert Rossen
31,821,tt0055031,Judgment at Nuremberg,1961,3000000.0,10000000.0,Best Actor,True,11,2,14,25,79.389,19.904000000000003,80,466,82,70388,91.0,60.0,Stanley Kramer,18,36,Spencer Tracy,Burt Lancaster,Richard Widmark,Marlene Dietrich,Stanley Kramer,Philip Langner,Abby Mann
32,821,tt0055031,Judgment at Nuremberg,1961,3000000.0,10000000.0,Best Actor,False,11,2,14,25,79.389,19.904000000000003,80,466,82,70388,91.0,60.0,Stanley Kramer,18,36,Spencer Tracy,Burt Lancaster,Richard Widmark,Marlene Dietrich,Stanley Kramer,Philip Langner,Abby Mann
33,153652,tt0055146,The Mark,1961,17323630.07,91033070.26,Best Actor,False,1,0,14,25,16.654,10.387999999999998,62,10,73,749,79.0,76.89494163424125,Guy Green,18,,Maria Schell,Stuart Whitman,Rod Steiger,Brenda De Banzie,Raymond Stross,,Sidney Buchman
34,164,tt0054698,Breakfast at Tiffany's,1961,2500000.0,9500000.0,Best Actress,False,5,2,8,13,44.30200000000001,23.914,77,3152,76,168004,89.0,76.0,Blake Edwards,35,18,Audrey Hepburn,George Peppard,Patricia Neal,Buddy Ebsen,Martin Jurow,Richard Shepherd,George Axelrod
35,990,tt0054997,The Hustler,1961,2000000.0,7600000.0,Best Actress,False,9,2,11,20,31.41500000000001,10.451999999999998,78,621,80,75408,98.0,90.0,Robert Rossen,18,,Paul Newman,Jackie Gleason,Piper Laurie,George C. Scott,Robert Rossen,,Robert Rossen
36,24167,tt0054749,Two Women,1961,11092163.186666667,65290865.15,Best Actress,True,1,1,10,3,24.789,12.260999999999996,79,342,78,9694,88.0,75.06008583690988,Vittorio De Sica,18,10752,Sophia Loren,Jean-Paul Belmondo,Raf Vallone,Eleonora Brown,Carlo Ponti,,Vittorio De Sica
37,94917,tt0055489,Summer and Smoke,1961,11092163.186666667,65290865.15,Best Actress,False,4,0,4,6,27.738000000000003,12.812999999999995,67,15,69,1751,56.0,75.06008583690988,Peter Glenville,18,10749,Laurence Harvey,Geraldine Page,Rita Moreno,John McIntire,Hal B. Wallis,,James Poe
38,28569,tt0055471,Splendor in the Grass,1961,11092163.186666667,65290865.15,Best Actress,False,2,1,2,7,24.352999999999994,15.604,76,151,78,17997,82.0,74.0,Elia Kazan,18,10749,Natalie Wood,Warren Beatty,Pat Hingle,Audrey Christie,Elia Kazan,Charles H. Maguire,
39,10911,tt0054953,The Guns of Navarone,1961,6000000.0,28900000.0,Best Director,False,7,1,3,12,47.284000000000006,32.721000000000025,74,473,75,45759,92.0,81.62773722627738,J. Lee Thompson,10752,28,Gregory Peck,David Niven,Anthony Quinn,Stanley Baker,Carl Foreman,,Carl Foreman
40,990,tt0054997,The Hustler,1961,2000000.0,7600000.0,Best Director,False,9,2,11,20,31.41500000000001,10.451999999999998,78,621,80,75408,98.0,90.0,Robert Rossen,18,,Paul Newman,Jackie Gleason,Piper Laurie,George C. Scott,Robert Rossen,,Robert Rossen
41,821,tt0055031,Judgment at Nuremberg,1961,3000000.0,10000000.0,Best Director,False,11,2,14,25,79.389,19.904000000000003,80,466,82,70388,91.0,60.0,Stanley Kramer,18,36,Spencer Tracy,Burt Lancaster,Richard Widmark,Marlene Dietrich,Stanley Kramer,Philip Langner,Abby Mann
42,439,tt0053779,La Dolce Vita,1961,21492389.0,19647000.0,Best Director,False,4,1,10,12,159.68799999999953,52.48800000000002,82,1195,80,67256,96.0,95.0,Federico Fellini,35,18,Marcello Mastroianni,Anita Ekberg,Anouk Aimée,Yvonne Furneaux,Giuseppe Amato,Angelo Rizzoli,Federico Fellini
43,1725,tt0055614,West Side Story,1961,6000000.0,43656822.0,Best Director,True,11,10,18,10,43.14800000000003,43.649000000000036,73,1231,75,97760,92.0,86.0,Jerome Robbins,80,18,Natalie Wood,Richard Beymer,Russ Tamblyn,Rita Moreno,Robert Wise,,Ernest Lehman
44,84050,tt0054866,Fanny,1961,26532620.19825073,168352727.30612245,Best Picture,False,5,0,18,11,16.936,14.773999999999996,69,21,69,1983,68.0,79.534375,Joshua Logan,18,10749,Leslie Caron,Maurice Chevalier,Charles Boyer,Horst Buchholz,Joshua Logan,,Julius J. Epstein
45,10911,tt0054953,The Guns of Navarone,1961,6000000.0,28900000.0,Best Picture,False,7,1,3,12,47.284000000000006,32.721000000000025,74,473,75,45759,92.0,79.534375,J. Lee Thompson,10752,28,Gregory Peck,David Niven,Anthony Quinn,Stanley Baker,Carl Foreman,,Carl Foreman
46,990,tt0054997,The Hustler,1961,2000000.0,7600000.0,Best Picture,False,9,2,11,20,31.41500000000001,10.451999999999998,78,621,80,75408,98.0,90.0,Robert Rossen,18,,Paul Newman,Jackie Gleason,Piper Laurie,George C. Scott,Robert Rossen,,Robert Rossen
47,821,tt0055031,Judgment at Nuremberg,1961,3000000.0,10000000.0,Best Picture,False,11,2,14,25,79.389,19.904000000000003,80,466,82,70388,91.0,60.0,Stanley Kramer,18,36,Spencer Tracy,Burt Lancaster,Richard Widmark,Marlene Dietrich,Stanley Kramer,Philip Langner,Abby Mann
48,1725,tt0055614,West Side Story,1961,6000000.0,43656822.0,Best Picture,True,11,10,18,10,43.14800000000003,43.649000000000036,73,1231,75,97760,92.0,86.0,Jerome Robbins,80,18,Natalie Wood,Richard Beymer,Russ Tamblyn,Rita Moreno,Robert Wise,,Ernest Lehman
49,164,tt0054698,Breakfast at Tiffany's,1961,2500000.0,9500000.0,Best Adapted Screenplay,False,5,2,8,13,44.30200000000001,23.914,77,3152,76,168004,89.0,76.0,Blake Edwards,35,18,Audrey Hepburn,George Peppard,Patricia Neal,Buddy Ebsen,Martin Jurow,Richard Shepherd,George Axelrod
50,10911,tt0054953,The Guns of Navarone,1961,6000000.0,28900000.0,Best Adapted Screenplay,False,7,1,3,12,47.284000000000006,32.721000000000025,74,473,75,45759,92.0,79.88306451612904,J. Lee Thompson,10752,28,Gregory Peck,David Niven,Anthony Quinn,Stanley Baker,Carl Foreman,,Carl Foreman
51,990,tt0054997,The Hustler,1961,2000000.0,7600000.0,Best Adapted Screenplay,False,9,2,11,20,31.41500000000001,10.451999999999998,78,621,80,75408,98.0,90.0,Robert Rossen,18,,Paul Newman,Jackie Gleason,Piper Laurie,George C. Scott,Robert Rossen,,Robert Rossen
52,821,tt0055031,Judgment at Nuremberg,1961,3000000.0,10000000.0,Best Adapted Screenplay,True,11,2,14,25,79.389,19.904000000000003,80,466,82,70388,91.0,60.0,Stanley Kramer,18,36,Spencer Tracy,Burt Lancaster,Richard Widmark,Marlene Dietrich,Stanley Kramer,Philip Langner,Abby Mann
