,tmdb_id,imdb_id,year_film,year_ceremony,film,oscar_category,nominee,oscar_win,no_oscar_wins,no_oscar_nominations,staring_casts,casts_popularity,director,producers,screenplay,crew_popularity,budget,revenue,runtime,tmdb_vote_average,tmdb_vote_count,imdb_rating,imdb_votes,rotten_tomatoes_rating,metascore,total_wins,total_nominations,Action,Adventure,Animation,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western
432,240,tt0071562,1974,1975,The Godfather Part II,Best Picture,"Francis Ford Coppola, Producer;  Gray Frederickson and Fred Roos, Co-Producers",True,6.0,11,"['Al Pacino', 'Robert De Niro', 'Robert Duvall', 'Diane Keaton']",182.76499999999987,Francis Ford Coppola,"['Francis Ford Coppola', 'Gray Frederickson', 'Fred Roos', 'Mona Skager']",['Francis Ford Coppola'],75.46199999999995,13000000.0,102600000.0,202,86,8450,90,1146672,98.0,90.0,11,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
433,27094,tt0071746,1974,1975,Lenny,Best Picture,"Marvin Worth, Producer",False,0.0,6,"['Dustin Hoffman', 'Valerie Perrine', 'Jan Miner', 'Stanley Beck']",38.071000000000026,Bob Fosse,"['Robert Greenhut', 'Marvin Worth']",['Julian Barry'],23.54900000000001,26550112.909620993,168721338.12536442,111,73,152,76,14851,88.0,61.0,7,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
434,5919,tt0072308,1974,1975,The Towering Inferno,Best Picture,"Irwin Allen, Producer",False,3.0,8,"['Steve McQueen', 'Paul Newman', 'William Holden', 'Faye Dunaway']",93.79399999999997,John Guillermin,['Irwin Allen'],['Stirling Silliphant'],43.40300000000004,14000000.0,116000000.0,165,71,587,70,39818,69.0,69.0,9,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
435,16153,tt0071115,1974,1975,Alice Doesn't Live Here Anymore,Best Original Screenplay,Robert Getchell,False,1.0,3,"['Ellen Burstyn', 'Kris Kristofferson', 'Alfred Lutter', 'Harvey Keitel']",63.36900000000002,Martin Scorsese,"['David Susskind', 'Audrey Maas']",[],21.409000000000006,15388238.250847457,97660251.58644068,112,69,277,73,21667,88.0,78.0,5,11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
436,829,tt0071315,1974,1975,Chinatown,Best Original Screenplay,Robert Towne,True,1.0,11,"['Jack Nicholson', 'Faye Dunaway', 'John Huston', 'Perry Lopez']",90.39799999999994,Roman Polanski,"['C.O. Erickson', 'Robert Evans']",['Robert Towne'],22.000999999999998,6000000.0,30000000.0,130,79,2578,81,298568,99.0,92.0,20,24,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
437,592,tt0071360,1974,1975,The Conversation,Best Original Screenplay,Francis Ford Coppola,False,0.0,3,"['Gene Hackman', 'John Cazale', 'Allen Garfield', 'Frederic Forrest']",62.75900000000001,Francis Ford Coppola,['Francis Ford Coppola'],['Francis Ford Coppola'],49.71800000000002,1600000.0,4420000.0,113,76,1068,78,100018,96.0,85.0,14,13,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
438,1675,tt0070460,1974,1975,Day for Night,Best Original Screenplay,"Francois Truffaut, Jean-Louis Richard, Suzanne Schiffman",False,1.0,4,"['Jacqueline Bisset', 'Jean-Pierre Léaud', 'Jean-Pierre Aumont', 'Valentina Cortese']",46.63700000000001,François Truffaut,['Marcel Berbert'],['François Truffaut'],20.154000000000007,700000.0,850000.0,116,79,377,80,20768,10.0,79.88306451612904,12,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
439,42448,tt0071598,1974,1975,Harry and Tonto,Best Original Screenplay,"Paul Mazursky, Josh Greenfeld",False,1.0,2,"['Art Carney', 'Herbert Berghof', 'Ellen Burstyn', 'Geraldine Fitzgerald']",40.946999999999996,Paul Mazursky,['Paul Mazursky'],[],16.729,15388238.250847457,97660251.58644068,115,72,53,74,5202,83.0,72.0,3,3,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
440,42451,tt0071155,1974,1975,The Apprenticeship of Duddy Kravitz,Best Adapted Screenplay,Screenplay by Mordecai Richler;  Adaptation by Lionel Chetwynd,False,0.0,1,"['Richard Dreyfuss', 'Henry Ramer', 'Alan Rosenthal', 'Susan Friedman']",52.06700000000002,Ted Kotcheff,['John Kemeny'],['Mordecai Richler'],14.267999999999995,17214711.416666668,90331608.31333333,120,61,14,68,1850,93.0,79.88306451612904,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
441,240,tt0071562,1974,1975,The Godfather Part II,Best Adapted Screenplay,"Francis Ford Coppola, Mario Puzo",True,6.0,11,"['Al Pacino', 'Robert De Niro', 'Robert Duvall', 'Diane Keaton']",182.76499999999987,Francis Ford Coppola,"['Francis Ford Coppola', 'Gray Frederickson', 'Fred Roos', 'Mona Skager']",['Francis Ford Coppola'],75.46199999999995,13000000.0,102600000.0,202,86,8450,90,1146672,98.0,90.0,11,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
442,27094,tt0071746,1974,1975,Lenny,Best Adapted Screenplay,Julian Barry,False,0.0,6,"['Dustin Hoffman', 'Valerie Perrine', 'Jan Miner', 'Stanley Beck']",38.071000000000026,Bob Fosse,"['Robert Greenhut', 'Marvin Worth']",['Julian Barry'],23.54900000000001,17214711.416666668,90331608.31333333,111,73,152,76,14851,88.0,61.0,7,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
443,4176,tt0071877,1974,1975,Murder on the Orient Express,Best Adapted Screenplay,Paul Dehn,False,1.0,6,"['Albert Finney', 'Lauren Bacall', 'Martin Balsam', 'Ingrid Bergman']",73.09899999999998,Sidney Lumet,"['John Brabourne', 'Richard B. Goodwin']",['Paul Dehn'],24.00100000000001,17214711.416666668,27634716.0,128,72,882,73,56696,90.0,63.0,8,16,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
444,3034,tt0072431,1974,1975,Young Frankenstein,Best Adapted Screenplay,"Gene Wilder, Mel Brooks",False,0.0,2,"['Gene Wilder', 'Teri Garr', 'Marty Feldman', 'Peter Boyle']",80.24000000000002,Mel Brooks,['Michael Gruskoff'],"['Gene Wilder', 'Mel Brooks']",59.499000000000045,2800000.0,86273333.0,106,79,2285,80,144789,94.0,80.0,11,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
445,16561,tt0073766,1975,1976,The Sunshine Boys,Best Actor,Walter Matthau,False,1.0,4,"['Walter Matthau', 'George Burns', 'Richard Benjamin', 'Lee Meredith']",34.082,Herbert Ross,['Ray Stark'],[],24.80800000000001,17310296.73666667,91562476.49333334,111,67,62,71,5671,71.0,77.06614785992218,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
446,510,tt0073486,1975,1976,One Flew over the Cuckoo's Nest,Best Actor,Jack Nicholson,True,5.0,9,"['Jack Nicholson', 'Louise Fletcher', 'Danny DeVito', 'William Redfield']",92.83199999999997,Miloš Forman,"['Saul Zaentz', 'Michael Douglas']","['Bo Goldman', 'Lawrence Hauben']",42.99400000000003,3000000.0,108981275.0,133,84,7676,87,926066,94.0,83.0,32,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
447,968,tt0072890,1975,1976,Dog Day Afternoon,Best Actor,Al Pacino,False,1.0,6,"['Al Pacino', 'John Cazale', 'Charles Durning', 'Chris Sarandon']",78.56799999999993,Sidney Lumet,"['Martin Bregman', 'Robert Greenhut', 'Martin Elfand']",['Frank Pierson'],24.989000000000008,1800000.0,46665856.0,125,78,1935,80,238150,96.0,86.0,13,21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
448,48364,tt0073345,1975,1976,The Man in the Glass Booth,Best Actor,Maximilian Schell,False,0.0,1,"['Maximilian Schell', 'Lois Nettleton', 'Lawrence Pressman', 'Luther Adler']",30.01300000000001,Arthur Hiller,['Ely A. Landau'],['Edward Anhalt'],13.423999999999998,17310296.73666667,91562476.49333334,117,65,14,71,1113,74.0,77.06614785992218,13,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
449,174713,tt0073053,1975,1976,"Give 'em Hell, Harry!",Best Actor,James Whitmore,False,0.0,1,['James Whitmore'],4.706,Steve Binder,[],[],0.626,17310296.73666667,91562476.49333334,104,50,3,72,443,10.0,77.06614785992218,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,1829,tt0073114,1975,1976,The Story of Adele H.,Best Actress,Isabelle Adjani,False,0.0,1,"['Isabelle Adjani', 'Bruce Robinson', 'Sylvia Marriott', 'Joseph Blatchley']",17.345,François Truffaut,['Marcel Berbert'],"['François Truffaut', 'Suzanne Schiffman', 'Jean Gruault']",15.836999999999998,11162705.538461538,763000.0,96,69,114,73,7480,91.0,75.34913793103448,11,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
451,11326,tt0073812,1975,1976,Tommy,Best Actress,Ann-Margret,False,0.0,2,"['Roger Daltrey', 'Oliver Reed', 'Ann-Margret Olsson', 'Elton John']",44.661000000000016,Ken Russell,"['Robert Stigwood', 'Ken Russell']",['Ken Russell'],18.66,5000000.0,34251525.0,111,65,189,66,19467,70.0,66.0,2,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
452,510,tt0073486,1975,1976,One Flew over the Cuckoo's Nest,Best Actress,Louise Fletcher,True,5.0,9,"['Jack Nicholson', 'Louise Fletcher', 'Danny DeVito', 'William Redfield']",92.83199999999997,Miloš Forman,"['Saul Zaentz', 'Michael Douglas']","['Bo Goldman', 'Lawrence Hauben']",42.99400000000003,3000000.0,108981275.0,133,84,7676,87,926066,94.0,83.0,32,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
453,42256,tt0073098,1975,1976,Hedda,Best Actress,Glenda Jackson,False,0.0,1,"['Patrick Stewart', 'Glenda Jackson']",13.3,Trevor Nunn,[],[],1.38,11162705.538461538,65400906.97658863,102,73,6,66,268,33.0,75.34913793103448,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,42257,tt0073107,1975,1976,Hester Street,Best Actress,Carol Kane,False,0.0,1,"['Carol Kane', 'Steven Keats', 'Doris Roberts', 'Joanna Merlin']",21.340999999999998,Joan Micklin Silver,['Raphael D. Silver'],['Joan Micklin Silver'],4.388,11162705.538461538,65400906.97658863,90,68,14,69,1255,71.0,75.34913793103448,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
455,7857,tt0071129,1975,1976,Amarcord,Best Director,Federico Fellini,False,1.0,3,"['Bruno Zanin', 'Armando Brancia', 'Pupella Maggio', 'Giuseppe Ianigro']",33.32800000000001,Federico Fellini,['Franco Cristaldi'],"['Federico Fellini', 'Tonino Guerra']",22.503,21584336.78929766,137372592.5050167,123,80,697,79,40441,87.0,82.05860805860806,19,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
456,3175,tt0072684,1975,1976,Barry Lyndon,Best Director,Stanley Kubrick,False,4.0,7,"[""Ryan O'Neal"", 'Marisa Berenson', 'Patrick Magee', 'Hardy Krüger']",66.80900000000001,Stanley Kubrick,['Stanley Kubrick'],['Stanley Kubrick'],33.164000000000016,11000000.0,20000000.0,185,80,1846,81,152505,91.0,89.0,15,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
457,968,tt0072890,1975,1976,Dog Day Afternoon,Best Director,Sidney Lumet,False,1.0,6,"['Al Pacino', 'John Cazale', 'Charles Durning', 'Chris Sarandon']",78.56799999999993,Sidney Lumet,"['Martin Bregman', 'Robert Greenhut', 'Martin Elfand']",['Frank Pierson'],24.989000000000008,1800000.0,46665856.0,125,78,1935,80,238150,96.0,86.0,13,21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
458,3121,tt0073440,1975,1976,Nashville,Best Director,Robert Altman,False,1.0,5,"['David Arkin', 'Barbara Baxley', 'Ned Beatty', 'Karen Black']",87.95299999999996,Robert Altman,"['Robert Altman', 'Scott Bushnell', 'Robert Eggenweiler']",['Joan Tewkesbury'],40.56900000000002,2200000.0,10.0,160,73,224,77,24022,91.0,96.0,23,26,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
459,510,tt0073486,1975,1976,One Flew over the Cuckoo's Nest,Best Director,Milos Forman,True,5.0,9,"['Jack Nicholson', 'Louise Fletcher', 'Danny DeVito', 'William Redfield']",92.83199999999997,Miloš Forman,"['Saul Zaentz', 'Michael Douglas']","['Bo Goldman', 'Lawrence Hauben']",42.99400000000003,3000000.0,108981275.0,133,84,7676,87,926066,94.0,83.0,32,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
460,3175,tt0072684,1975,1976,Barry Lyndon,Best Picture,"Stanley Kubrick, Producer",False,4.0,7,"[""Ryan O'Neal"", 'Marisa Berenson', 'Patrick Magee', 'Hardy Krüger']",66.80900000000001,Stanley Kubrick,['Stanley Kubrick'],['Stanley Kubrick'],33.164000000000016,11000000.0,20000000.0,185,80,1846,81,152505,91.0,89.0,15,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
461,968,tt0072890,1975,1976,Dog Day Afternoon,Best Picture,"Martin Bregman and Martin Elfand, Producers",False,1.0,6,"['Al Pacino', 'John Cazale', 'Charles Durning', 'Chris Sarandon']",78.56799999999993,Sidney Lumet,"['Martin Bregman', 'Robert Greenhut', 'Martin Elfand']",['Frank Pierson'],24.989000000000008,1800000.0,46665856.0,125,78,1935,80,238150,96.0,86.0,13,21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
462,578,tt0073195,1975,1976,Jaws,Best Picture,"Richard D. Zanuck and David Brown, Producers",False,3.0,4,"['Roy Scheider', 'Richard Dreyfuss', 'Robert Shaw', 'Lorraine Gary']",65.03000000000002,Steven Spielberg,"['Richard D. Zanuck', 'David Brown']","['Peter Benchley', 'Carl Gottlieb']",40.780000000000015,7000000.0,470653000.0,124,76,7311,80,547736,98.0,87.0,12,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
463,3121,tt0073440,1975,1976,Nashville,Best Picture,"Robert Altman, Producer",False,1.0,5,"['David Arkin', 'Barbara Baxley', 'Ned Beatty', 'Karen Black']",87.95299999999996,Robert Altman,"['Robert Altman', 'Scott Bushnell', 'Robert Eggenweiler']",['Joan Tewkesbury'],40.56900000000002,2200000.0,10.0,160,73,224,77,24022,91.0,96.0,23,26,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
464,510,tt0073486,1975,1976,One Flew over the Cuckoo's Nest,Best Picture,"Saul Zaentz and Michael Douglas, Producers",True,5.0,9,"['Jack Nicholson', 'Louise Fletcher', 'Danny DeVito', 'William Redfield']",92.83199999999997,Miloš Forman,"['Saul Zaentz', 'Michael Douglas']","['Bo Goldman', 'Lawrence Hauben']",42.99400000000003,3000000.0,108981275.0,133,84,7676,87,926066,94.0,83.0,32,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
465,7857,tt0071129,1975,1976,Amarcord,Best Original Screenplay,"Federico Fellini, Tonino Guerra",False,1.0,3,"['Bruno Zanin', 'Armando Brancia', 'Pupella Maggio', 'Giuseppe Ianigro']",33.32800000000001,Federico Fellini,['Franco Cristaldi'],"['Federico Fellini', 'Tonino Guerra']",22.503,15388238.250847457,97660251.58644068,123,80,697,79,40441,87.0,79.88306451612904,19,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
466,139851,tt0072307,1975,1976,And Now My Love,Best Original Screenplay,"Claude Lelouch, Pierre Uytterhoeven",False,0.0,1,"['Marthe Keller', 'André Dussollier', 'Charles Denner', 'Carla Gravina']",21.892000000000003,Claude Lelouch,[],"['Claude Lelouch', 'Pierre Uytterhoeven']",15.207,15388238.250847457,97660251.58644068,150,57,12,72,648,71.0,79.88306451612904,19,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
467,968,tt0072890,1975,1976,Dog Day Afternoon,Best Original Screenplay,Frank Pierson,True,1.0,6,"['Al Pacino', 'John Cazale', 'Charles Durning', 'Chris Sarandon']",78.56799999999993,Sidney Lumet,"['Martin Bregman', 'Robert Greenhut', 'Martin Elfand']",['Frank Pierson'],24.989000000000008,1800000.0,46665856.0,125,78,1935,80,238150,96.0,86.0,13,21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
468,92285,tt0073293,1975,1976,Lies My Father Told Me,Best Original Screenplay,Ted Allan,False,0.0,1,"['Yossi Yadin', 'Len Birman', 'Marilyn Lightstone', 'Jeff Lynas']",11.134999999999998,Ján Kadár,[],[],3.716,15388238.250847457,97660251.58644068,102,60,2,68,446,83.0,79.88306451612904,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
469,31121,tt0073692,1975,1976,Shampoo,Best Original Screenplay,"Robert Towne, Warren Beatty",False,1.0,4,"['Warren Beatty', 'Julie Christie', 'Goldie Hawn', 'Lee Grant']",79.72899999999998,Hal Ashby,['Warren Beatty'],[],32.1,15388238.250847457,97660251.58644068,109,61,126,64,11342,61.0,65.0,2,11,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
470,3175,tt0072684,1975,1976,Barry Lyndon,Best Adapted Screenplay,Stanley Kubrick,False,4.0,7,"[""Ryan O'Neal"", 'Marisa Berenson', 'Patrick Magee', 'Hardy Krüger']",66.80900000000001,Stanley Kubrick,['Stanley Kubrick'],['Stanley Kubrick'],33.164000000000016,11000000.0,20000000.0,185,80,1846,81,152505,91.0,89.0,15,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
471,983,tt0073341,1975,1976,The Man Who Would Be King,Best Adapted Screenplay,"John Huston, Gladys Hill",False,0.0,4,"['Sean Connery', 'Michael Caine', 'Christopher Plummer', 'Saeed Jaffrey']",33.515,John Huston,"['William Hill', 'John Foreman']","['John Huston', 'Gladys Hill']",23.559000000000008,8000000.0,12678.0,129,75,379,78,45580,97.0,91.0,15,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
472,510,tt0073486,1975,1976,One Flew over the Cuckoo's Nest,Best Adapted Screenplay,"Lawrence Hauben, Bo Goldman",True,5.0,9,"['Jack Nicholson', 'Louise Fletcher', 'Danny DeVito', 'William Redfield']",92.83199999999997,Miloš Forman,"['Saul Zaentz', 'Michael Douglas']","['Bo Goldman', 'Lawrence Hauben']",42.99400000000003,3000000.0,108981275.0,133,84,7676,87,926066,94.0,83.0,32,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
473,47848,tt0072037,1975,1976,Scent of a Woman,Best Adapted Screenplay,"Ruggero Maccari, Dino Risi",False,1.0,6,"['Vittorio Gassman', 'Alessandro Momo', 'Agostina Belli', 'Moira Orfei']",20.589000000000002,Dino Risi,[],[],4.503,17214711.416666668,90331608.31333333,103,77,138,76,3977,83.0,79.88306451612904,9,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
474,16561,tt0073766,1975,1976,The Sunshine Boys,Best Adapted Screenplay,Neil Simon,False,1.0,4,"['Walter Matthau', 'George Burns', 'Richard Benjamin', 'Lee Meredith']",34.082,Herbert Ross,['Ray Stark'],[],24.80800000000001,17214711.416666668,90331608.31333333,111,67,62,71,5671,71.0,79.88306451612904,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
475,103,tt0075314,1976,1977,Taxi Driver,Best Actor,Robert De Niro,False,0.0,4,"['Robert De Niro', 'Jodie Foster', 'Albert Brooks', 'Harvey Keitel']",99.85799999999996,Martin Scorsese,"['Julia Phillips', 'Michael Phillips']",[],52.314000000000036,1300000.0,28262574.0,114,82,8055,82,736561,96.0,94.0,22,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
476,10774,tt0074958,1976,1977,Network,Best Actor,Peter Finch,True,4.0,10,"['Faye Dunaway', 'William Holden', 'Peter Finch', 'Robert Duvall']",85.41799999999999,Sidney Lumet,"['Fred C. Caruso', 'Howard Gottfried']",['Paddy Chayefsky'],17.056999999999995,3800000.0,23689877.0,122,79,1106,81,146686,91.0,83.0,16,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
477,37550,tt0075040,1976,1977,Seven Beauties,Best Actor,Giancarlo Giannini,False,0.0,4,"['Giancarlo Giannini', 'Fernando Rey', 'Shirley Stoler', 'Elena Fiore']",15.456999999999995,Lina Wertmüller,"['Giancarlo Giannini', 'Arrigo Colombo', 'Lina Wertmüller']",[],11.937999999999995,17310296.73666667,91562476.49333334,116,78,77,78,5248,72.0,77.06614785992218,4,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
478,10774,tt0074958,1976,1977,Network,Best Actor,William Holden,False,4.0,10,"['Faye Dunaway', 'William Holden', 'Peter Finch', 'Robert Duvall']",85.41799999999999,Sidney Lumet,"['Fred C. Caruso', 'Howard Gottfried']",['Paddy Chayefsky'],17.056999999999995,3800000.0,23689877.0,122,79,1106,81,146686,91.0,83.0,16,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
479,1366,tt0075148,1976,1977,Rocky,Best Actor,Sylvester Stallone,False,3.0,10,"['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers']",94.71599999999997,John G. Avildsen,"['Irwin Winkler', 'Robert Chartoff']",['Sylvester Stallone'],64.79700000000001,1000000.0,117235147.0,120,78,5355,81,523365,94.0,70.0,17,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
480,5618,tt0072826,1976,1977,"Cousin, Cousine",Best Actress,Marie-Christine Barrault,False,0.0,3,"['Marie-Christine Barrault', 'Victor Lanoux', 'Marie-France Pisier', 'Guy Marchand']",27.905000000000022,Jean-Charles Tacchella,['Daniel Toscan du Plantier'],"['Danièle Thompson', 'Jean-Charles Tacchella']",9.904999999999998,11162705.538461538,65400906.97658863,95,65,21,68,1449,10.0,75.34913793103448,5,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
481,10774,tt0074958,1976,1977,Network,Best Actress,Faye Dunaway,True,4.0,10,"['Faye Dunaway', 'William Holden', 'Peter Finch', 'Robert Duvall']",85.41799999999999,Sidney Lumet,"['Fred C. Caruso', 'Howard Gottfried']",['Paddy Chayefsky'],17.056999999999995,3800000.0,23689877.0,122,79,1106,81,146686,91.0,83.0,16,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
482,1366,tt0075148,1976,1977,Rocky,Best Actress,Talia Shire,False,3.0,10,"['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers']",94.71599999999997,John G. Avildsen,"['Irwin Winkler', 'Robert Chartoff']",['Sylvester Stallone'],64.79700000000001,1000000.0,117235147.0,120,78,5355,81,523365,94.0,70.0,17,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
483,7340,tt0074285,1976,1977,Carrie,Best Actress,Sissy Spacek,False,0.0,2,"['Sissy Spacek', 'Piper Laurie', 'Amy Irving', 'William Katt']",65.893,Brian De Palma,['Paul Monash'],['Lawrence D. Cohen'],42.34600000000003,1800000.0,33800000.0,98,72,2563,74,169351,93.0,85.0,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
484,891,tt0074119,1976,1977,All the President's Men,Best Director,Alan J. Pakula,False,4.0,8,"['Robert Redford', 'Dustin Hoffman', 'Jack Warden', 'Martin Balsam']",129.87899999999996,Alan J. Pakula,['Walter Coblenz'],['William Goldman'],39.335000000000036,8500000.0,70600000.0,138,77,1183,79,104716,94.0,84.0,13,21,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
485,10774,tt0074958,1976,1977,Network,Best Director,Sidney Lumet,False,4.0,10,"['Faye Dunaway', 'William Holden', 'Peter Finch', 'Robert Duvall']",85.41799999999999,Sidney Lumet,"['Fred C. Caruso', 'Howard Gottfried']",['Paddy Chayefsky'],17.056999999999995,3800000.0,23689877.0,122,79,1106,81,146686,91.0,83.0,16,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
486,1366,tt0075148,1976,1977,Rocky,Best Director,John G. Avildsen,True,3.0,10,"['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers']",94.71599999999997,John G. Avildsen,"['Irwin Winkler', 'Robert Chartoff']",['Sylvester Stallone'],64.79700000000001,1000000.0,117235147.0,120,78,5355,81,523365,94.0,70.0,17,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
487,37550,tt0075040,1976,1977,Seven Beauties,Best Director,Lina Wertmüller,False,0.0,4,"['Giancarlo Giannini', 'Fernando Rey', 'Shirley Stoler', 'Elena Fiore']",15.456999999999995,Lina Wertmüller,"['Giancarlo Giannini', 'Arrigo Colombo', 'Lina Wertmüller']",[],11.937999999999995,21584336.78929766,137372592.5050167,116,78,77,78,5248,72.0,82.05860805860806,4,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
488,891,tt0074119,1976,1977,All the President's Men,Best Picture,"Walter Coblenz, Producer",False,4.0,8,"['Robert Redford', 'Dustin Hoffman', 'Jack Warden', 'Martin Balsam']",129.87899999999996,Alan J. Pakula,['Walter Coblenz'],['William Goldman'],39.335000000000036,8500000.0,70600000.0,138,77,1183,79,104716,94.0,84.0,13,21,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
489,42232,tt0074235,1976,1977,Bound for Glory,Best Picture,"Robert F. Blumofe and Harold Leventhal, Producers",False,2.0,6,"['David Carradine', 'Ronny Cox', 'Melinda Dillon', 'Gail Strickland']",107.26399999999992,Hal Ashby,"['Harold Leventhal', 'Robert F. Blumofe']",['Robert Getchell'],22.18800000000001,26550112.909620993,168721338.12536442,147,70,41,73,4686,86.0,70.0,4,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
490,10774,tt0074958,1976,1977,Network,Best Picture,"Howard Gottfried, Producer",False,4.0,10,"['Faye Dunaway', 'William Holden', 'Peter Finch', 'Robert Duvall']",85.41799999999999,Sidney Lumet,"['Fred C. Caruso', 'Howard Gottfried']",['Paddy Chayefsky'],17.056999999999995,3800000.0,23689877.0,122,79,1106,81,146686,91.0,83.0,16,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
491,1366,tt0075148,1976,1977,Rocky,Best Picture,"Irwin Winkler and Robert Chartoff, Producers",True,3.0,10,"['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers']",94.71599999999997,John G. Avildsen,"['Irwin Winkler', 'Robert Chartoff']",['Sylvester Stallone'],64.79700000000001,1000000.0,117235147.0,120,78,5355,81,523365,94.0,70.0,17,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
492,103,tt0075314,1976,1977,Taxi Driver,Best Picture,"Michael Phillips and Julia Phillips, Producers",False,0.0,4,"['Robert De Niro', 'Jodie Foster', 'Albert Brooks', 'Harvey Keitel']",99.85799999999996,Martin Scorsese,"['Julia Phillips', 'Michael Phillips']",[],52.314000000000036,1300000.0,28262574.0,114,82,8055,82,736561,96.0,94.0,22,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
493,891,tt0074119,1976,1977,All the President's Men,Best Adapted Screenplay,William Goldman,True,4.0,8,"['Robert Redford', 'Dustin Hoffman', 'Jack Warden', 'Martin Balsam']",129.87899999999996,Alan J. Pakula,['Walter Coblenz'],['William Goldman'],39.335000000000036,8500000.0,70600000.0,138,77,1183,79,104716,94.0,84.0,13,21,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
