,year_film,nominee,oscar_category,index,oscar_win,film,movie_id,genre_id,vote_average,budget,revenue,release_date,runtime
399,1999,Hilary Swank,Best Actress,7911,True,Boys Don't Cry,226,"[80, 18]",7.5,2000000.0,11540607.0,1999-09-02,118.0
400,1999,Toni Collette,Best Supporting Actress,7912,False,The Sixth Sense,745,"[9648, 53, 18]",7.9,40000000.0,672806292.0,1999-08-06,107.0
401,1999,Angelina Jolie,Best Supporting Actress,7913,True,"Girl, Interrupted",3558,[18],7.6,40000000.0,48350205.0,1999-03-24,127.0
402,1999,Catherine Keener,Best Supporting Actress,7914,False,Being John Malkovich,492,"[35, 18, 14]",7.4,13000000.0,22863596.0,1999-10-29,113.0
403,1999,Samantha Morton,Best Supporting Actress,7915,False,Sweet and Lowdown,9684,"[35, 18, 10402]",6.9,0.0,0.0,1999-12-03,95.0
404,1999,Chloë Sevigny,Best Supporting Actress,7916,False,Boys Don't Cry,226,"[80, 18]",7.5,2000000.0,11540607.0,1999-09-02,118.0
405,1999,Conrad L. Hall,Best Cinematography,7922,True,American Beauty,14,[18],8.0,15000000.0,356296601.0,1999-09-15,122.0
406,1999,Roger Pratt,Best Cinematography,7923,False,The End of the Affair,20024,[18],6.7,23000000.0,10827816.0,1999-12-03,102.0
407,1999,Dante Spinotti,Best Cinematography,7924,False,The Insider,9008,"[18, 53, 36]",7.5,90000000.0,60289912.0,1999-03-10,157.0
408,1999,Emmanuel Lubezki,Best Cinematography,7925,False,Sleepy Hollow,2668,"[18, 14, 53, 9648, 27]",7.1,100000000.0,206071502.0,1999-11-18,105.0
409,1999,Robert Richardson,Best Cinematography,7926,False,Snow Falling on Cedars,10219,"[18, 10749]",6.2,35000000.0,0.0,1999-12-22,127.0
410,1999,Sam Mendes,Best Director,7932,True,American Beauty,14,[18],8.0,15000000.0,356296601.0,1999-09-15,122.0
411,1999,Spike Jonze,Best Director,7933,False,Being John Malkovich,492,"[35, 18, 14]",7.4,13000000.0,22863596.0,1999-10-29,113.0
412,1999,Lasse Hallström,Best Director,7934,False,The Cider House Rules,1715,[18],7.0,24000000.0,88545092.0,1999-12-17,126.0
413,1999,Michael Mann,Best Director,7935,False,The Insider,9008,"[18, 53, 36]",7.5,90000000.0,60289912.0,1999-03-10,157.0
414,1999,M. Night Shyamalan,Best Director,7936,False,The Sixth Sense,745,"[9648, 53, 18]",7.9,40000000.0,672806292.0,1999-08-06,107.0
415,1999,"Tariq Anwar, Christopher Greenbury",Best Film Editing,7945,False,American Beauty,14,[18],8.0,15000000.0,356296601.0,1999-09-15,122.0
416,1999,Lisa Zeno Churgin,Best Film Editing,7946,False,The Cider House Rules,1715,[18],7.0,24000000.0,88545092.0,1999-12-17,126.0
417,1999,"William Goldenberg, Paul Rubell, David Rosenbloom",Best Film Editing,7947,False,The Insider,9008,"[18, 53, 36]",7.5,90000000.0,60289912.0,1999-03-10,157.0
418,1999,Zach Staenberg,Best Film Editing,7948,True,The Matrix,603,"[28, 878]",8.1,63000000.0,463517383.0,1999-03-30,136.0
419,1999,Andrew Mondshein,Best Film Editing,7949,False,The Sixth Sense,745,"[9648, 53, 18]",7.9,40000000.0,672806292.0,1999-08-06,107.0
420,1999,Thomas Newman,Best Original Score,7959,False,American Beauty,14,[18],8.0,15000000.0,356296601.0,1999-09-15,122.0
421,1999,John Williams,Best Original Score,7960,False,Angela's Ashes,10397,[18],7.2,50000000.0,13042112.0,1999-12-25,145.0
422,1999,Rachel Portman,Best Original Score,7961,False,The Cider House Rules,1715,[18],7.0,24000000.0,88545092.0,1999-12-17,126.0
423,1999,John Corigliano,Best Original Score,7962,True,The Red Violin,14283,"[18, 53, 9648, 10402, 10749]",7.5,18000000.0,9495408.0,1998-09-10,131.0
424,1999,Gabriel Yared,Best Original Score,7963,False,The Talented Mr. Ripley,1213,"[53, 80, 18]",7.2,40000000.0,128798265.0,1999-12-25,139.0
425,1999,"Bruce Cohen and Dan Jinks, Producers",Best Pictre,7969,True,American Beauty,14,[18],8.0,15000000.0,356296601.0,1999-09-15,122.0
426,1999,"Richard N. Gladstein, Producer",Best Pictre,7970,False,The Cider House Rules,1715,[18],7.0,24000000.0,88545092.0,1999-12-17,126.0
427,1999,"David Valdes and Frank Darabont, Producers",Best Pictre,7971,False,The Green Mile,497,"[14, 18, 80]",8.5,60000000.0,286801374.0,1999-12-10,189.0
428,1999,"Michael Mann and Pieter Jan Brugge, Producers",Best Pictre,7972,False,The Insider,9008,"[18, 53, 36]",7.5,90000000.0,60289912.0,1999-03-10,157.0
429,1999,"Frank Marshall, Kathleen Kennedy and Barry Mendel, Producers",Best Pictre,7973,False,The Sixth Sense,745,"[9648, 53, 18]",7.9,40000000.0,672806292.0,1999-08-06,107.0
430,2000,Javier Bardem,Best Actor,8007,False,Before Night Falls,5001,[18],6.7,0.0,8524534.0,2000-09-03,134.0
431,2000,Russell Crowe,Best Actor,8008,True,Gladiator,98,"[28, 18, 12]",8.2,103000000.0,465361176.0,2000-05-01,155.0
432,2000,Tom Hanks,Best Actor,8009,False,Cast Away,8358,"[12, 18]",7.6,90000000.0,429632142.0,2000-12-22,143.0
433,2000,Ed Harris,Best Actor,8010,False,Pollock,12509,"[18, 10749]",6.7,6.0,8.0,2000-09-06,122.0
434,2000,Geoffrey Rush,Best Actor,8011,False,Quills,10876,[18],7.2,13500000.0,7060876.0,2000-11-22,124.0
435,2000,Jeff Bridges,Best Supporting Actor,8012,False,The Contender,6521,"[18, 53]",6.7,20000000.0,22428990.0,2000-10-13,126.0
436,2000,Willem Dafoe,Best Supporting Actor,8013,False,Shadow of the Vampire,10873,"[18, 27]",6.7,8000000.0,8279017.0,2000-05-15,92.0
437,2000,Benicio Del Toro,Best Supporting Actor,8014,True,Traffic,1900,"[53, 18, 80]",7.1,48000000.0,207515725.0,2000-03-23,147.0
438,2000,Albert Finney,Best Supporting Actor,8015,False,Erin Brockovich,462,[18],7.4,52000000.0,256271286.0,2000-03-17,131.0
439,2000,Joaquin Phoenix,Best Supporting Actor,8016,False,Gladiator,98,"[28, 18, 12]",8.2,103000000.0,465361176.0,2000-05-01,155.0
440,2000,Joan Allen,Best Actress,8017,False,The Contender,6521,"[18, 53]",6.7,20000000.0,22428990.0,2000-10-13,126.0
441,2000,Juliette Binoche,Best Actress,8018,False,Chocolat,392,"[35, 18, 10749]",6.9,25000000.0,152500343.0,2000-03-02,121.0
442,2000,Ellen Burstyn,Best Actress,8019,False,Requiem for a Dream,641,"[80, 18, 53]",8.0,4500000.0,7390108.0,2000-10-06,102.0
443,2000,Laura Linney,Best Actress,8020,False,You Can Count on Me,14295,"[18, 10751]",6.9,0.0,0.0,2000-11-17,111.0
444,2000,Julia Roberts,Best Actress,8021,True,Erin Brockovich,462,[18],7.4,52000000.0,256271286.0,2000-03-17,131.0
445,2000,Judi Dench,Best Supporting Actress,8022,False,Chocolat,392,"[35, 18, 10749]",6.9,25000000.0,152500343.0,2000-03-02,121.0
446,2000,Marcia Gay Harden,Best Supporting Actress,8023,True,Pollock,12509,"[18, 10749]",6.7,6.0,8.0,2000-09-06,122.0
447,2000,Kate Hudson,Best Supporting Actress,8024,False,Almost Famous,786,"[18, 10402]",7.5,60000000.0,47383689.0,2000-09-15,122.0
448,2000,Frances McDormand,Best Supporting Actress,8025,False,Almost Famous,786,"[18, 10402]",7.5,60000000.0,47383689.0,2000-09-15,122.0
449,2000,Julie Walters,Best Supporting Actress,8026,False,Billy Elliot,71,"[18, 35, 10402]",7.6,5000000.0,109280263.0,2000-05-18,110.0
450,2000,Peter Pau,Best Cinematography,8032,True,"Crouching Tiger, Hidden Dragon",146,"[12, 18, 28, 10749]",7.4,17000000.0,213525736.0,2000-07-06,120.0
451,2000,John Mathieson,Best Cinematography,8033,False,Gladiator,98,"[28, 18, 12]",8.2,103000000.0,465361176.0,2000-05-01,155.0
452,2000,Lajos Koltai,Best Cinematography,8034,False,Malèna,10867,[18],7.3,0.0,14493284.0,2000-03-16,109.0
453,2000,Roger Deakins,Best Cinematography,8035,False,"O Brother, Where Art Thou?",134,"[12, 35, 80]",7.3,26000000.0,71868327.0,2000-08-30,107.0
454,2000,Caleb Deschanel,Best Cinematography,8036,False,The Patriot,2024,"[18, 36, 10752, 28]",7.1,110000000.0,215294342.0,2000-06-28,165.0
455,2000,Stephen Daldry,Best Director,8042,False,Billy Elliot,71,"[18, 35, 10402]",7.6,5000000.0,109280263.0,2000-05-18,110.0
456,2000,Ang Lee,Best Director,8043,False,"Crouching Tiger, Hidden Dragon",146,"[12, 18, 28, 10749]",7.4,17000000.0,213525736.0,2000-07-06,120.0
457,2000,Steven Soderbergh,Best Director,8044,False,Erin Brockovich,462,[18],7.4,52000000.0,256271286.0,2000-03-17,131.0
458,2000,Ridley Scott,Best Director,8045,False,Gladiator,98,"[28, 18, 12]",8.2,103000000.0,465361176.0,2000-05-01,155.0
459,2000,Steven Soderbergh,Best Director,8046,True,Traffic,1900,"[53, 18, 80]",7.1,48000000.0,207515725.0,2000-03-23,147.0
460,2000,"Joe Hutshing, Saar Klein",Best Film Editing,8057,False,Almost Famous,786,"[18, 10402]",7.5,60000000.0,47383689.0,2000-09-15,122.0
461,2000,Tim Squyres,Best Film Editing,8058,False,"Crouching Tiger, Hidden Dragon",146,"[12, 18, 28, 10749]",7.4,17000000.0,213525736.0,2000-07-06,120.0
462,2000,Pietro Scalia,Best Film Editing,8059,False,Gladiator,98,"[28, 18, 12]",8.2,103000000.0,465361176.0,2000-05-01,155.0
463,2000,Stephen Mirrione,Best Film Editing,8060,True,Traffic,1900,"[53, 18, 80]",7.1,48000000.0,207515725.0,2000-03-23,147.0
464,2000,Dede Allen,Best Film Editing,8061,False,Wonder Boys,11004,"[35, 18]",6.9,35000000.0,0.0,2000-02-22,111.0
465,2000,Rachel Portman,Best Original Score,8070,False,Chocolat,392,"[35, 18, 10749]",6.9,25000000.0,152500343.0,2000-03-02,121.0
466,2000,Tan Dun,Best Original Score,8071,True,"Crouching Tiger, Hidden Dragon",146,"[12, 18, 28, 10749]",7.4,17000000.0,213525736.0,2000-07-06,120.0
467,2000,Hans Zimmer,Best Original Score,8072,False,Gladiator,98,"[28, 18, 12]",8.2,103000000.0,465361176.0,2000-05-01,155.0
468,2000,Ennio Morricone,Best Original Score,8073,False,Malèna,10867,[18],7.3,0.0,14493284.0,2000-03-16,109.0
469,2000,John Williams,Best Original Score,8074,False,The Patriot,2024,"[18, 36, 10752, 28]",7.1,110000000.0,215294342.0,2000-06-28,165.0
470,2000,"David Brown, Kit Golden and Leslie Holleran, Producers",Best Pictre,8080,False,Chocolat,392,"[35, 18, 10749]",6.9,25000000.0,152500343.0,2000-03-02,121.0
471,2000,"Bill Kong, Hsu Li Kong and Ang Lee, Producers",Best Pictre,8081,False,"Crouching Tiger, Hidden Dragon",146,"[12, 18, 28, 10749]",7.4,17000000.0,213525736.0,2000-07-06,120.0
472,2000,"Danny DeVito, Michael Shamberg and Stacey Sher, Producers",Best Pictre,8082,False,Erin Brockovich,462,[18],7.4,52000000.0,256271286.0,2000-03-17,131.0
473,2000,"Douglas Wick, David Franzoni and Branko Lustig, Producers",Best Pictre,8083,True,Gladiator,98,"[28, 18, 12]",8.2,103000000.0,465361176.0,2000-05-01,155.0
474,2000,"Edward Zwick, Marshall Herskovitz and Laura Bickford, Producers",Best Pictre,8084,False,Traffic,1900,"[53, 18, 80]",7.1,48000000.0,207515725.0,2000-03-23,147.0
475,2001,Russell Crowe,Best Actor,8116,False,A Beautiful Mind,453,"[18, 10749]",7.8,60000000.0,313542341.0,2001-12-11,135.0
476,2001,Sean Penn,Best Actor,8117,False,I Am Sam,10950,[18],7.5,22000000.0,92542418.0,2001-12-28,132.0
477,2001,Will Smith,Best Actor,8118,False,Ali,8489,[18],6.8,107000000.0,87713825.0,2001-12-10,157.0
478,2001,Denzel Washington,Best Actor,8119,True,Training Day,2034,"[28, 80, 18, 53]",7.4,45000000.0,104876233.0,2001-10-05,122.0
479,2001,Tom Wilkinson,Best Actor,8120,False,In the Bedroom,1999,"[18, 53]",6.9,1700000.0,0.0,2001-11-23,130.0
480,2001,Jim Broadbent,Best Supporting Actor,8121,True,Iris,11889,"[18, 10749]",6.4,0.0,0.0,2001-12-14,91.0
481,2001,Ethan Hawke,Best Supporting Actor,8122,False,Training Day,2034,"[28, 80, 18, 53]",7.4,45000000.0,104876233.0,2001-10-05,122.0
482,2001,Ben Kingsley,Best Supporting Actor,8123,False,Sexy Beast,11826,"[80, 18, 53]",6.9,5000000.0,0.0,2001-01-12,89.0
483,2001,Ian McKellen,Best Supporting Actor,8124,False,The Lord of the Rings: The Fellowship of the Ring,120,"[12, 14, 28]",8.3,93000000.0,871368364.0,2001-12-18,179.0
484,2001,Jon Voight,Best Supporting Actor,8125,False,Ali,8489,[18],6.8,107000000.0,87713825.0,2001-12-10,157.0
485,2001,Halle Berry,Best Actress,8126,True,Monster's Ball,1365,"[18, 10749]",6.7,4000000.0,44909486.0,2001-06-07,113.0
486,2001,Judi Dench,Best Actress,8127,False,Iris,11889,"[18, 10749]",6.4,0.0,0.0,2001-12-14,91.0
487,2001,Nicole Kidman,Best Actress,8128,False,Moulin Rouge,824,"[18, 10749, 10402]",7.6,52500000.0,179213434.0,2001-05-24,127.0
488,2001,Sissy Spacek,Best Actress,8129,False,In the Bedroom,1999,"[18, 53]",6.9,1700000.0,0.0,2001-11-23,130.0
489,2001,Renée Zellweger,Best Actress,8130,False,Bridget Jones's Diary,634,"[35, 10749, 18]",6.7,25000000.0,281929795.0,2001-04-13,97.0
490,2001,Jennifer Connelly,Best Supporting Actress,8131,True,A Beautiful Mind,453,"[18, 10749]",7.8,60000000.0,313542341.0,2001-12-11,135.0
491,2001,Helen Mirren,Best Supporting Actress,8132,False,Gosford Park,5279,"[18, 9648, 53]",6.9,19800000.0,87754044.0,2001-11-07,131.0
492,2001,Maggie Smith,Best Supporting Actress,8133,False,Gosford Park,5279,"[18, 9648, 53]",6.9,19800000.0,87754044.0,2001-11-07,131.0
493,2001,Marisa Tomei,Best Supporting Actress,8134,False,In the Bedroom,1999,"[18, 53]",6.9,1700000.0,0.0,2001-11-23,130.0
494,2001,Kate Winslet,Best Supporting Actress,8135,False,Iris,11889,"[18, 10749]",6.4,0.0,0.0,2001-12-14,91.0
495,2001,Bruno Delbonnel,Best Cinematography,8144,False,Amélie,194,"[35, 10749]",7.9,10000000.0,173921954.0,2001-04-25,122.0
496,2001,Slawomir Idziak,Best Cinematography,8145,False,Black Hawk Down,855,"[28, 36, 10752]",7.3,92000000.0,172989651.0,2001-12-28,145.0
497,2001,Andrew Lesnie,Best Cinematography,8146,True,The Lord of the Rings: The Fellowship of the Ring,120,"[12, 14, 28]",8.3,93000000.0,871368364.0,2001-12-18,179.0
498,2001,Roger Deakins,Best Cinematography,8147,False,The Man Who Wasn't There,10778,"[80, 53]",7.6,20000000.0,0.0,2001-10-26,116.0
499,2001,Donald M. McAlpine,Best Cinematography,8148,False,Moulin Rouge,824,"[18, 10749, 10402]",7.6,52500000.0,179213434.0,2001-05-24,127.0
500,2001,Ron Howard,Best Director,8154,True,A Beautiful Mind,453,"[18, 10749]",7.8,60000000.0,313542341.0,2001-12-11,135.0
501,2001,Ridley Scott,Best Director,8155,False,Black Hawk Down,855,"[28, 36, 10752]",7.3,92000000.0,172989651.0,2001-12-28,145.0
502,2001,Robert Altman,Best Director,8156,False,Gosford Park,5279,"[18, 9648, 53]",6.9,19800000.0,87754044.0,2001-11-07,131.0
503,2001,Peter Jackson,Best Director,8157,False,The Lord of the Rings: The Fellowship of the Ring,120,"[12, 14, 28]",8.3,93000000.0,871368364.0,2001-12-18,179.0
504,2001,David Lynch,Best Director,8158,False,Mulholland Drive,1018,"[53, 18, 9648]",7.8,15000000.0,20117339.0,2001-06-06,147.0
505,2001,"Mike Hill, Dan Hanley",Best Film Editing,8167,False,A Beautiful Mind,453,"[18, 10749]",7.8,60000000.0,313542341.0,2001-12-11,135.0
506,2001,Pietro Scalia,Best Film Editing,8168,True,Black Hawk Down,855,"[28, 36, 10752]",7.3,92000000.0,172989651.0,2001-12-28,145.0
507,2001,John Gilbert,Best Film Editing,8169,False,The Lord of the Rings: The Fellowship of the Ring,120,"[12, 14, 28]",8.3,93000000.0,871368364.0,2001-12-18,179.0
508,2001,Dody Dorn,Best Film Editing,8170,False,Memento,77,"[9648, 53]",8.2,9000000.0,39723096.0,2000-10-11,113.0
509,2001,Jill Bilcock,Best Film Editing,8171,False,Moulin Rouge,824,"[18, 10749, 10402]",7.6,52500000.0,179213434.0,2001-05-24,127.0
510,2001,John Williams,Best Original Score,8180,False,A.I. Artificial Intelligence,644,"[18, 878, 12]",7.0,100000000.0,235926552.0,2001-06-29,146.0
511,2001,James Horner,Best Original Score,8181,False,A Beautiful Mind,453,"[18, 10749]",7.8,60000000.0,313542341.0,2001-12-11,135.0
512,2001,John Williams,Best Original Score,8182,False,Harry Potter and the Sorcerer's Stone,671,"[12, 14]",7.9,125000000.0,976475550.0,2001-11-16,152.0
513,2001,Howard Shore,Best Original Score,8183,True,The Lord of the Rings: The Fellowship of the Ring,120,"[12, 14, 28]",8.3,93000000.0,871368364.0,2001-12-18,179.0
514,2001,Randy Newman,Best Original Score,8184,False,"Monsters, Inc.",585,"[16, 35, 10751]",7.8,115000000.0,562816256.0,2001-11-01,92.0
515,2001,"Brian Grazer and Ron Howard, Producers",Best Pictre,8190,True,A Beautiful Mind,453,"[18, 10749]",7.8,60000000.0,313542341.0,2001-12-11,135.0
516,2001,"Robert Altman, Bob Balaban and David Levy, Producers",Best Pictre,8191,False,Gosford Park,5279,"[18, 9648, 53]",6.9,19800000.0,87754044.0,2001-11-07,131.0
517,2001,"Graham Leader, Ross Katz and Todd Field, Producers",Best Pictre,8192,False,In the Bedroom,1999,"[18, 53]",6.9,1700000.0,0.0,2001-11-23,130.0
518,2001,"Peter Jackson, Fran Walsh and Barrie M. Osborne, Producers",Best Pictre,8193,False,The Lord of the Rings: The Fellowship of the Ring,120,"[12, 14, 28]",8.3,93000000.0,871368364.0,2001-12-18,179.0
519,2001,"Martin Brown, Baz Luhrmann and Fred Baron, Producers",Best Pictre,8194,False,Moulin Rouge,824,"[18, 10749, 10402]",7.6,52500000.0,179213434.0,2001-05-24,127.0
520,2002,Adrien Brody,Best Actor,8228,True,The Pianist,423,"[18, 10752]",8.4,35000000.0,120072577.0,2002-09-17,150.0
521,2002,Nicolas Cage,Best Actor,8229,False,Adaptation,2757,"[35, 80, 18]",7.4,19000000.0,32801173.0,2002-12-06,115.0
522,2002,Michael Caine,Best Actor,8230,False,The Quiet American,8198,"[10749, 53, 18]",6.6,30000000.0,27674124.0,2002-11-22,101.0
523,2002,Daniel Day-Lewis,Best Actor,8231,False,Gangs of New York,3131,"[18, 36, 80]",7.3,100000000.0,193772504.0,2002-12-14,167.0
524,2002,Jack Nicholson,Best Actor,8232,False,About Schmidt,2755,"[18, 35]",6.8,30000000.0,105834556.0,2002-05-22,125.0
525,2002,Chris Cooper,Best Supporting Actor,8233,True,Adaptation,2757,"[35, 80, 18]",7.4,19000000.0,32801173.0,2002-12-06,115.0
526,2002,Ed Harris,Best Supporting Actor,8234,False,The Hours,590,[18],7.3,25000000.0,41597830.0,2002-12-27,114.0
527,2002,Paul Newman,Best Supporting Actor,8235,False,Road to Perdition,4147,"[80, 18, 53]",7.4,80000000.0,181001478.0,2002-07-12,117.0
528,2002,John C. Reilly,Best Supporting Actor,8236,False,Chicago,1574,"[35, 80, 18]",7.2,45000000.0,306776732.0,2002-12-26,113.0
529,2002,Christopher Walken,Best Supporting Actor,8237,False,Catch Me If You Can,640,"[18, 80]",7.9,52000000.0,352114312.0,2002-12-25,141.0
530,2002,Salma Hayek,Best Actress,8238,False,Frida,1360,"[18, 10749]",7.5,12000000.0,56298474.0,2002-08-29,123.0
531,2002,Nicole Kidman,Best Actress,8239,True,The Hours,590,[18],7.3,25000000.0,41597830.0,2002-12-27,114.0
532,2002,Diane Lane,Best Actress,8240,False,Unfaithful,2251,"[53, 18]",6.5,50000000.0,119137784.0,2002-05-10,124.0
533,2002,Julianne Moore,Best Actress,8241,False,Far from Heaven,10712,"[18, 10749]",7.1,13500000.0,29027914.0,2002-09-02,107.0
534,2002,Renée Zellweger,Best Actress,8242,False,Chicago,1574,"[35, 80, 18]",7.2,45000000.0,306776732.0,2002-12-26,113.0
535,2002,Kathy Bates,Best Supporting Actress,8243,False,About Schmidt,2755,"[18, 35]",6.8,30000000.0,105834556.0,2002-05-22,125.0
536,2002,Julianne Moore,Best Supporting Actress,8244,False,The Hours,590,[18],7.3,25000000.0,41597830.0,2002-12-27,114.0
537,2002,Queen Latifah,Best Supporting Actress,8245,False,Chicago,1574,"[35, 80, 18]",7.2,45000000.0,306776732.0,2002-12-26,113.0
538,2002,Meryl Streep,Best Supporting Actress,8246,False,Adaptation,2757,"[35, 80, 18]",7.4,19000000.0,32801173.0,2002-12-06,115.0
539,2002,Catherine Zeta-Jones,Best Supporting Actress,8247,True,Chicago,1574,"[35, 80, 18]",7.2,45000000.0,306776732.0,2002-12-26,113.0
540,2002,Dion Beebe,Best Cinematography,8258,False,Chicago,1574,"[35, 80, 18]",7.2,45000000.0,306776732.0,2002-12-26,113.0
541,2002,Edward Lachman,Best Cinematography,8259,False,Far from Heaven,10712,"[18, 10749]",7.1,13500000.0,29027914.0,2002-09-02,107.0
542,2002,Michael Ballhaus,Best Cinematography,8260,False,Gangs of New York,3131,"[18, 36, 80]",7.3,100000000.0,193772504.0,2002-12-14,167.0
543,2002,Pawel Edelman,Best Cinematography,8261,False,The Pianist,423,"[18, 10752]",8.4,35000000.0,120072577.0,2002-09-17,150.0
544,2002,Conrad L. Hall,Best Cinematography,8262,True,Road to Perdition,4147,"[80, 18, 53]",7.4,80000000.0,181001478.0,2002-07-12,117.0
545,2002,Rob Marshall,Best Director,8268,False,Chicago,1574,"[35, 80, 18]",7.2,45000000.0,306776732.0,2002-12-26,113.0
546,2002,Martin Scorsese,Best Director,8269,False,Gangs of New York,3131,"[18, 36, 80]",7.3,100000000.0,193772504.0,2002-12-14,167.0
547,2002,Stephen Daldry,Best Director,8270,False,The Hours,590,[18],7.3,25000000.0,41597830.0,2002-12-27,114.0
548,2002,Roman Polanski,Best Director,8271,True,The Pianist,423,"[18, 10752]",8.4,35000000.0,120072577.0,2002-09-17,150.0
549,2002,Pedro Almodóvar,Best Director,8272,False,Talk to Her,64,"[18, 10749]",7.6,0.0,51001550.0,2002-03-14,112.0
550,2002,Martin Walsh,Best Film Editing,8282,True,Chicago,1574,"[35, 80, 18]",7.2,45000000.0,306776732.0,2002-12-26,113.0
551,2002,Thelma Schoonmaker,Best Film Editing,8283,False,Gangs of New York,3131,"[18, 36, 80]",7.3,100000000.0,193772504.0,2002-12-14,167.0
552,2002,Peter Boyle,Best Film Editing,8284,False,The Hours,590,[18],7.3,25000000.0,41597830.0,2002-12-27,114.0
553,2002,Michael Horton,Best Film Editing,8285,False,The Lord of the Rings: The Two Towers,121,"[12, 14, 28]",8.3,79000000.0,926287400.0,2002-12-18,179.0
554,2002,Hervé de Luze,Best Film Editing,8286,False,The Pianist,423,"[18, 10752]",8.4,35000000.0,120072577.0,2002-09-17,150.0
555,2002,John Williams,Best Original Score,8294,False,Catch Me If You Can,640,"[18, 80]",7.9,52000000.0,352114312.0,2002-12-25,141.0
556,2002,Elmer Bernstein,Best Original Score,8295,False,Far from Heaven,10712,"[18, 10749]",7.1,13500000.0,29027914.0,2002-09-02,107.0
557,2002,Elliot Goldenthal,Best Original Score,8296,True,Frida,1360,"[18, 10749]",7.5,12000000.0,56298474.0,2002-08-29,123.0
558,2002,Philip Glass,Best Original Score,8297,False,The Hours,590,[18],7.3,25000000.0,41597830.0,2002-12-27,114.0
559,2002,Thomas Newman,Best Original Score,8298,False,Road to Perdition,4147,"[80, 18, 53]",7.4,80000000.0,181001478.0,2002-07-12,117.0
560,2002,"Martin Richards, Producer",Best Pictre,8304,True,Chicago,1574,"[35, 80, 18]",7.2,45000000.0,306776732.0,2002-12-26,113.0
561,2002,"Alberto Grimaldi and Harvey Weinstein, Producers",Best Pictre,8305,False,Gangs of New York,3131,"[18, 36, 80]",7.3,100000000.0,193772504.0,2002-12-14,167.0
562,2002,"Scott Rudin and Robert Fox, Producers",Best Pictre,8306,False,The Hours,590,[18],7.3,25000000.0,41597830.0,2002-12-27,114.0
563,2002,"Barrie M. Osborne, Fran Walsh and Peter Jackson, Producers",Best Pictre,8307,False,The Lord of the Rings: The Two Towers,121,"[12, 14, 28]",8.3,79000000.0,926287400.0,2002-12-18,179.0
564,2002,"Roman Polanski, Robert Benmussa and Alain Sarde, Producers",Best Pictre,8308,False,The Pianist,423,"[18, 10752]",8.4,35000000.0,120072577.0,2002-09-17,150.0
565,2002,Screenplay by Peter Hedges and Chris Weitz & Paul Weitz,Best Adapted Screenplay,8330,False,About a Boy,245,"[18, 35, 10749]",6.6,27000000.0,129000000.0,2002-04-26,101.0
566,2002,Screenplay by Charlie Kaufman and Donald Kaufman,Best Adapted Screenplay,8331,False,Adaptation,2757,"[35, 80, 18]",7.4,19000000.0,32801173.0,2002-12-06,115.0
567,2002,Screenplay by Bill Condon,Best Adapted Screenplay,8332,False,Chicago,1574,"[35, 80, 18]",7.2,45000000.0,306776732.0,2002-12-26,113.0
568,2002,Screenplay by David Hare,Best Adapted Screenplay,8333,False,The Hours,590,[18],7.3,25000000.0,41597830.0,2002-12-27,114.0
569,2002,Screenplay by Ronald Harwood,Best Adapted Screenplay,8334,True,The Pianist,423,"[18, 10752]",8.4,35000000.0,120072577.0,2002-09-17,150.0
570,2002,Written by Todd Haynes,Best Original Screenplay,8335,False,Far from Heaven,10712,"[18, 10749]",7.1,13500000.0,29027914.0,2002-09-02,107.0
571,2002,Screenplay by Jay Cocks and Steve Zaillian and Kenneth Lonergan; Story by Jay Cocks,Best Original Screenplay,8336,False,Gangs of New York,3131,"[18, 36, 80]",7.3,100000000.0,193772504.0,2002-12-14,167.0
572,2002,Written by Nia Vardalos,Best Original Screenplay,8337,False,My Big Fat Greek Wedding,8346,"[35, 18, 10749]",6.5,5000000.0,368744044.0,2002-02-22,95.0
573,2002,Written by Pedro Almodóvar,Best Original Screenplay,8338,True,Talk to Her,64,"[18, 10749]",7.6,0.0,51001550.0,2002-03-14,112.0
574,2002,Written by Carlos Cuarón and Alfonso Cuarón,Best Original Screenplay,8339,False,Y Tu Mamá También,1391,"[18, 10749]",7.4,5000000.0,33616692.0,2001-06-08,106.0
575,2003,Johnny Depp,Best Actor,8341,False,Pirates of the Caribbean: The Curse of the Black Pearl,22,"[12, 14, 28]",7.7,140000000.0,655011224.0,2003-07-09,143.0
576,2003,Ben Kingsley,Best Actor,8342,False,House of Sand and Fog,11093,[18],7.1,16500000.0,16942795.0,2003-12-19,126.0
577,2003,Jude Law,Best Actor,8343,False,Cold Mountain,2289,"[12, 18, 36, 10749]",6.9,79000000.0,173013509.0,2003-12-24,154.0
578,2003,Bill Murray,Best Actor,8344,False,Lost in Translation,153,"[18, 10749, 35]",7.4,4000000.0,119723856.0,2003-09-18,102.0
579,2003,Sean Penn,Best Actor,8345,True,Mystic River,322,"[53, 80, 18, 9648]",7.7,25000000.0,156822020.0,2003-01-01,138.0
580,2003,Alec Baldwin,Best Supporting Actor,8346,False,The Cooler,10744,"[18, 10749]",6.8,32000000.0,0.0,2003-11-26,101.0
581,2003,Benicio Del Toro,Best Supporting Actor,8347,False,21 Grams,470,"[18, 80, 53]",7.3,20000000.0,60427839.0,2003-03-05,124.0
582,2003,Djimon Hounsou,Best Supporting Actor,8348,False,In America,10511,[18],7.2,0.0,0.0,2003-10-31,105.0
