,tmdb_id,imdb_id,film,year,nomination_count,oscar_cat,oscar_win,casts_popularity,crew_popularity,tmdb_vote_average,tmdb_vote_count,director,genre_id_0,genre_id_1,starring_0,starring_1,starring_2,starring_3,producer_0,producer_1,screenplay_0
833,2039,tt0093565,Moonstruck,1987,6,Best Original Screenplay,True,84.78799999999994,41.41900000000003,6.8,541,Norman Jewison,35,18,Cher,Nicolas Cage,Vincent Gardenia,Olympia Dukakis,Norman Jewison,Patrick J. Palmer,John Patrick Shanley
834,30890,tt0093818,Radio Days,1987,2,Best Original Screenplay,False,126.96999999999977,74.19899999999998,7.1,352,Woody Allen,35,18,Danny Aiello,Jeff Daniels,Mia Farrow,Seth Green,Robert Greenhut,,
835,1632,tt0095647,Mississippi Burning,1988,7,Best Actor,False,99.61099999999985,27.607000000000014,7.7,1048,Alan Parker,53,80,Gene Hackman,Willem Dafoe,Frances McDormand,Brad Dourif,Robert F. Colesberry,Frederick Zollo,Chris Gerolmo
836,2280,tt0094737,Big,1988,2,Best Actor,False,97.4919999999999,28.06300000000001,7.1,2554,Penny Marshall,14,18,Tom Hanks,Elizabeth Perkins,Robert Loggia,John Heard,James L. Brooks,Robert Greenhut,Gary Ross
837,380,tt0095953,Rain Man,1988,8,Best Actor,True,85.88799999999998,55.78300000000003,7.8,4429,Barry Levinson,18,,Dustin Hoffman,Tom Cruise,Valeria Golino,Gerald R. Molen,Mark Johnson,,Barry Morrow
838,29154,tt0094027,Stand and Deliver,1988,1,Best Actor,False,37.52900000000001,3.99,7.5,186,Ramón Menéndez,18,,Edward James Olmos,Lou Diamond Phillips,Rosanna DeSoto,Andy García,,,
839,11174,tt0093713,Pelle the Conqueror,1988,2,Best Actor,False,45.25700000000005,13.753999999999998,7.2,95,Bille August,18,,Pelle Hvenegaard,Max von Sydow,Erik Paaske,Björn Granath,Per Holst,,Bille August
840,859,tt0094947,Dangerous Liaisons,1988,7,Best Actress,False,74.28099999999995,42.32000000000005,7.3,766,Stephen Frears,18,10749,Glenn Close,John Malkovich,Michelle Pfeiffer,Swoosie Kurtz,Norma Heyman,Hank Moonjean,Choderlos de Laclos
841,10868,tt0094608,The Accused,1988,1,Best Actress,True,73.18200000000002,22.97400000000001,7.1,343,Jonathan Kaplan,18,,Kelly McGillis,Jodie Foster,Bernie Coulson,Leo Rossi,Stanley R. Jaffe,Sherry Lansing,Tom Topor
842,3525,tt0096463,Working Girl,1988,6,Best Actress,False,82.91199999999998,34.30800000000001,6.6,618,Mike Nichols,35,10749,Melanie Griffith,Harrison Ford,Sigourney Weaver,Alec Baldwin,Douglas Wick,,Kevin Wade
843,35119,tt0094924,A Cry in the Dark,1988,1,Best Actress,False,92.51199999999987,15.371999999999995,6.7,132,Fred Schepisi,18,,Meryl Streep,Sam Neill,Dale Reeves,David Hoflin,Verity Lambert,,Fred Schepisi
844,10130,tt0095243,Gorillas in the Mist,1988,5,Best Actress,False,25.56000000000001,16.215999999999998,7.0,391,Michael Apted,18,36,Sigourney Weaver,Bryan Brown,Julie Harris,John Omirah Miluwi,Arne Glimcher,Terence A. Clegg,Anna Hamilton Phelan
845,623,tt0095159,A Fish Called Wanda,1988,3,Best Director,False,46.649999999999984,29.80500000000001,7.2,1445,Charles Crichton,35,80,John Cleese,Jamie Lee Curtis,Kevin Kline,Michael Palin,Michael Shamberg,,
846,11051,tt0095497,The Last Temptation of Christ,1988,1,Best Director,False,78.414,67.09899999999999,7.2,660,Martin Scorsese,18,,Willem Dafoe,Harvey Keitel,Barbara Hershey,Harry Dean Stanton,Barbara De Fina,,Martin Scorsese
847,1632,tt0095647,Mississippi Burning,1988,7,Best Director,False,99.61099999999985,27.607000000000014,7.7,1048,Alan Parker,53,80,Gene Hackman,Willem Dafoe,Frances McDormand,Brad Dourif,Robert F. Colesberry,Frederick Zollo,Chris Gerolmo
848,380,tt0095953,Rain Man,1988,8,Best Director,True,85.88799999999998,55.78300000000003,7.8,4429,Barry Levinson,18,,Dustin Hoffman,Tom Cruise,Valeria Golino,Gerald R. Molen,Mark Johnson,,Barry Morrow
849,3525,tt0096463,Working Girl,1988,6,Best Director,False,82.91199999999998,34.30800000000001,6.6,618,Mike Nichols,35,10749,Melanie Griffith,Harrison Ford,Sigourney Weaver,Alec Baldwin,Douglas Wick,,Kevin Wade
850,31052,tt0094606,The Accidental Tourist,1988,4,Best Picture,False,46.16600000000001,26.305,6.2,143,Lawrence Kasdan,18,10749,William Hurt,Kathleen Turner,Geena Davis,Amy Wright,Lawrence Kasdan,Charles Okun,Lawrence Kasdan
851,859,tt0094947,Dangerous Liaisons,1988,7,Best Picture,False,74.28099999999995,42.32000000000005,7.3,766,Stephen Frears,18,10749,Glenn Close,John Malkovich,Michelle Pfeiffer,Swoosie Kurtz,Norma Heyman,Hank Moonjean,Choderlos de Laclos
852,1632,tt0095647,Mississippi Burning,1988,7,Best Picture,False,99.61099999999985,27.607000000000014,7.7,1048,Alan Parker,53,80,Gene Hackman,Willem Dafoe,Frances McDormand,Brad Dourif,Robert F. Colesberry,Frederick Zollo,Chris Gerolmo
853,380,tt0095953,Rain Man,1988,8,Best Picture,True,85.88799999999998,55.78300000000003,7.8,4429,Barry Levinson,18,,Dustin Hoffman,Tom Cruise,Valeria Golino,Gerald R. Molen,Mark Johnson,,Barry Morrow
854,3525,tt0096463,Working Girl,1988,6,Best Picture,False,82.91199999999998,34.30800000000001,6.6,618,Mike Nichols,35,10749,Melanie Griffith,Harrison Ford,Sigourney Weaver,Alec Baldwin,Douglas Wick,,Kevin Wade
855,31052,tt0094606,The Accidental Tourist,1988,4,Best Adapted Screenplay,False,46.16600000000001,26.305,6.2,143,Lawrence Kasdan,18,10749,William Hurt,Kathleen Turner,Geena Davis,Amy Wright,Lawrence Kasdan,Charles Okun,Lawrence Kasdan
856,859,tt0094947,Dangerous Liaisons,1988,7,Best Adapted Screenplay,True,74.28099999999995,42.32000000000005,7.3,766,Stephen Frears,18,10749,Glenn Close,John Malkovich,Michelle Pfeiffer,Swoosie Kurtz,Norma Heyman,Hank Moonjean,Choderlos de Laclos
857,10130,tt0095243,Gorillas in the Mist,1988,5,Best Adapted Screenplay,False,25.56000000000001,16.215999999999998,7.0,391,Michael Apted,18,36,Sigourney Weaver,Bryan Brown,Julie Harris,John Omirah Miluwi,Arne Glimcher,Terence A. Clegg,Anna Hamilton Phelan
858,47282,tt0095530,Little Dorrit,1988,2,Best Adapted Screenplay,False,45.288000000000004,2.64,6.4,10,Christine Edzard,18,,Derek Jacobi,Joan Greenwood,Max Wall,Patricia Hayes,,,
859,10644,tt0096332,The Unbearable Lightness of Being,1988,2,Best Adapted Screenplay,False,36.79700000000001,16.798,7.2,277,Philip Kaufman,35,10749,Daniel Day-Lewis,Juliette Binoche,Lena Olin,Derek de Lint,Saul Zaentz,Paul Zaentz,Philip Kaufman
860,2280,tt0094737,Big,1988,2,Best Original Screenplay,False,97.4919999999999,28.06300000000001,7.1,2554,Penny Marshall,14,18,Tom Hanks,Elizabeth Perkins,Robert Loggia,John Heard,James L. Brooks,Robert Greenhut,Gary Ross
861,287,tt0094812,Bull Durham,1988,1,Best Original Screenplay,False,33.31000000000001,37.48000000000003,6.7,365,Ron Shelton,35,10749,Kevin Costner,Susan Sarandon,Tim Robbins,Trey Wilson,Mark Burg,Thom Mount,
862,623,tt0095159,A Fish Called Wanda,1988,3,Best Original Screenplay,False,46.649999999999984,29.80500000000001,7.2,1445,Charles Crichton,35,80,John Cleese,Jamie Lee Curtis,Kevin Kline,Michael Palin,Michael Shamberg,,
863,380,tt0095953,Rain Man,1988,8,Best Original Screenplay,True,85.88799999999998,55.78300000000003,7.8,4429,Barry Levinson,18,,Dustin Hoffman,Tom Cruise,Valeria Golino,Gerald R. Molen,Mark Johnson,,Barry Morrow
864,18197,tt0096018,Running on Empty,1988,2,Best Original Screenplay,False,35.290000000000006,16.965,7.7,179,Sidney Lumet,18,80,Christine Lahti,Judd Hirsch,River Phoenix,Martha Plimpton,Griffin Dunne,Amy Robinson,
865,10705,tt0097499,Henry V,1989,3,Best Actor,False,81.25800000000002,17.233999999999998,7.3,225,Kenneth Branagh,10752,18,Kenneth Branagh,Derek Jacobi,Brian Blessed,James Larkin,Bruce Sharman,,Kenneth Branagh
866,2604,tt0096969,Born on the Fourth of July,1989,8,Best Actor,False,208.24299999999985,44.72200000000002,7.0,1127,Oliver Stone,18,10752,Tom Cruise,Raymond J. Barry,Caroline Kava,Holly Marie Combs,Oliver Stone,A. Kitman Ho,Oliver Stone
867,10161,tt0097937,My Left Foot,1989,5,Best Actor,True,32.226,27.553000000000022,7.6,586,Jim Sheridan,18,,Daniel Day-Lewis,Brenda Fricker,Alison Whelan,Declan Croghan,Noel Pearson,,Shane Connaughton
868,403,tt0097239,Driving Miss Daisy,1989,9,Best Actor,False,44.93800000000002,32.07600000000002,7.3,1033,Bruce Beresford,18,,Morgan Freeman,Jessica Tandy,Dan Aykroyd,Patti LuPone,Richard D. Zanuck,Alfred Uhry,Alfred Uhry
869,207,tt0097165,Dead Poets Society,1989,4,Best Actor,False,47.84300000000001,11.509999999999998,8.3,8023,Peter Weir,18,,Robin Williams,Ethan Hawke,Robert Sean Leonard,Gale Hansen,Steven Haft,Paul Junger Witt,Tom Schulman
870,11709,tt0094828,Camille Claudel,1989,2,Best Actress,False,25.38400000000001,14.297999999999998,6.8,75,Bruno Nuytten,18,36,Isabelle Adjani,Gérard Depardieu,Laurent Grévill,Alain Cuny,Isabelle Adjani,Christian Fechner,Marilyn Goldin
871,18683,tt0098319,Shirley Valentine,1989,2,Best Actress,False,36.571000000000026,24.19600000000001,6.6,51,Lewis Gilbert,10749,35,Pauline Collins,Tom Conti,Julia McKenzie,Alison Steadman,Lewis Gilbert,,Willy Russell
872,2263,tt0100211,Music Box,1989,1,Best Actress,False,34.82100000000001,11.903999999999998,7.1,85,Costa-Gavras,80,18,Jessica Lange,Armin Mueller-Stahl,Donald Moffat,Lukas Haas,Irwin Winkler,,Joe Eszterhas
873,10875,tt0097322,The Fabulous Baker Boys,1989,4,Best Actress,False,68.00500000000001,16.974,6.6,217,Steve Kloves,35,18,Michelle Pfeiffer,Jeff Bridges,Beau Bridges,Jennifer Tilly,Paula Weinstein,Mark Rosenberg,Steve Kloves
874,403,tt0097239,Driving Miss Daisy,1989,9,Best Actress,True,44.93800000000002,32.07600000000002,7.3,1033,Bruce Beresford,18,,Morgan Freeman,Jessica Tandy,Dan Aykroyd,Patti LuPone,Richard D. Zanuck,Alfred Uhry,Alfred Uhry
875,2604,tt0096969,Born on the Fourth of July,1989,8,Best Director,True,208.24299999999985,44.72200000000002,7.0,1127,Oliver Stone,18,10752,Tom Cruise,Raymond J. Barry,Caroline Kava,Holly Marie Combs,Oliver Stone,A. Kitman Ho,Oliver Stone
876,11562,tt0097123,Crimes and Misdemeanors,1989,3,Best Director,False,94.43099999999995,36.28300000000002,7.6,590,Woody Allen,35,18,Woody Allen,Martin Landau,Anjelica Huston,Joanna Gleason,Robert Greenhut,,Woody Allen
877,207,tt0097165,Dead Poets Society,1989,4,Best Director,False,47.84300000000001,11.509999999999998,8.3,8023,Peter Weir,18,,Robin Williams,Ethan Hawke,Robert Sean Leonard,Gale Hansen,Steven Haft,Paul Junger Witt,Tom Schulman
878,10705,tt0097499,Henry V,1989,3,Best Director,False,81.25800000000002,17.233999999999998,7.3,225,Kenneth Branagh,10752,18,Kenneth Branagh,Derek Jacobi,Brian Blessed,James Larkin,Bruce Sharman,,Kenneth Branagh
879,10161,tt0097937,My Left Foot,1989,5,Best Director,False,32.226,27.553000000000022,7.6,586,Jim Sheridan,18,,Daniel Day-Lewis,Brenda Fricker,Alison Whelan,Declan Croghan,Noel Pearson,,Shane Connaughton
880,2604,tt0096969,Born on the Fourth of July,1989,8,Best Picture,False,208.24299999999985,44.72200000000002,7.0,1127,Oliver Stone,18,10752,Tom Cruise,Raymond J. Barry,Caroline Kava,Holly Marie Combs,Oliver Stone,A. Kitman Ho,Oliver Stone
881,207,tt0097165,Dead Poets Society,1989,4,Best Picture,False,47.84300000000001,11.509999999999998,8.3,8023,Peter Weir,18,,Robin Williams,Ethan Hawke,Robert Sean Leonard,Gale Hansen,Steven Haft,Paul Junger Witt,Tom Schulman
882,403,tt0097239,Driving Miss Daisy,1989,9,Best Picture,True,44.93800000000002,32.07600000000002,7.3,1033,Bruce Beresford,18,,Morgan Freeman,Jessica Tandy,Dan Aykroyd,Patti LuPone,Richard D. Zanuck,Alfred Uhry,Alfred Uhry
883,2323,tt0097351,Field of Dreams,1989,3,Best Picture,False,94.213,32.710000000000036,7.1,964,Phil Alden Robinson,18,14,Kevin Costner,Amy Madigan,Gaby Hoffmann,Ray Liotta,Lawrence Gordon,Charles Gordon,Phil Alden Robinson
884,10161,tt0097937,My Left Foot,1989,5,Best Picture,False,32.226,27.553000000000022,7.6,586,Jim Sheridan,18,,Daniel Day-Lewis,Brenda Fricker,Alison Whelan,Declan Croghan,Noel Pearson,,Shane Connaughton
885,2604,tt0096969,Born on the Fourth of July,1989,8,Best Adapted Screenplay,False,208.24299999999985,44.72200000000002,7.0,1127,Oliver Stone,18,10752,Tom Cruise,Raymond J. Barry,Caroline Kava,Holly Marie Combs,Oliver Stone,A. Kitman Ho,Oliver Stone
886,403,tt0097239,Driving Miss Daisy,1989,9,Best Adapted Screenplay,True,44.93800000000002,32.07600000000002,7.3,1033,Bruce Beresford,18,,Morgan Freeman,Jessica Tandy,Dan Aykroyd,Patti LuPone,Richard D. Zanuck,Alfred Uhry,Alfred Uhry
887,116014,tt0097276,"Enemies, A Love Story",1989,3,Best Adapted Screenplay,False,25.340999999999998,17.843000000000004,6.8,21,Paul Mazursky,35,18,Ron Silver,Anjelica Huston,Lena Olin,Malgorzata Zajaczkowska,Paul Mazursky,,Paul Mazursky
888,2323,tt0097351,Field of Dreams,1989,3,Best Adapted Screenplay,False,94.213,32.710000000000036,7.1,964,Phil Alden Robinson,18,14,Kevin Costner,Amy Madigan,Gaby Hoffmann,Ray Liotta,Lawrence Gordon,Charles Gordon,Phil Alden Robinson
889,10161,tt0097937,My Left Foot,1989,5,Best Adapted Screenplay,False,32.226,27.553000000000022,7.6,586,Jim Sheridan,18,,Daniel Day-Lewis,Brenda Fricker,Alison Whelan,Declan Croghan,Noel Pearson,,Shane Connaughton
890,11562,tt0097123,Crimes and Misdemeanors,1989,3,Best Original Screenplay,False,94.43099999999995,36.28300000000002,7.6,590,Woody Allen,35,18,Woody Allen,Martin Landau,Anjelica Huston,Joanna Gleason,Robert Greenhut,,Woody Allen
891,207,tt0097165,Dead Poets Society,1989,4,Best Original Screenplay,True,47.84300000000001,11.509999999999998,8.3,8023,Peter Weir,18,,Robin Williams,Ethan Hawke,Robert Sean Leonard,Gale Hansen,Steven Haft,Paul Junger Witt,Tom Schulman
892,925,tt0097216,Do the Right Thing,1989,2,Best Original Screenplay,False,105.38899999999992,30.672000000000004,7.8,1093,Spike Lee,18,,Danny Aiello,Ossie Davis,Ruby Dee,Richard Edson,Spike Lee,,Spike Lee
893,1412,tt0098724,"sex, lies, and videotape",1989,1,Best Original Screenplay,False,26.796999999999997,32.93800000000003,6.9,547,Steven Soderbergh,18,,Andie MacDowell,Peter Gallagher,James Spader,Laura San Giacomo,Nick Wechsler,Robert F. Newmyer,
894,639,tt0098635,When Harry Met Sally...,1989,1,Best Original Screenplay,False,61.09300000000004,27.90800000000001,7.4,2826,Rob Reiner,35,10749,Billy Crystal,Meg Ryan,Carrie Fisher,Bruno Kirby,Rob Reiner,Andrew Scheinman,Nora Ephron
895,581,tt0099348,Dances With Wolves,1990,12,Best Actor,False,70.68999999999997,65.19100000000007,7.9,2903,Kevin Costner,12,18,Kevin Costner,Mary McDonnell,Graham Greene,Rodney A. Grant,Kevin Costner,Jim Wilson,Michael Blake
896,11005,tt0099077,Awakenings,1990,3,Best Actor,False,122.66799999999992,69.98899999999999,7.8,1641,Penny Marshall,18,,Robert De Niro,Robin Williams,John Heard,Julie Kavner,Walter F. Parkes,Lawrence Lasker,Steven Zaillian
897,11673,tt0099334,Cyrano de Bergerac,1990,5,Best Actor,False,54.871000000000066,12.657999999999996,7.3,475,Jean-Paul Rappeneau,18,35,Gérard Depardieu,Anne Brochet,Vincent Perez,Jacques Weber,René Cleitman,Michel Seydoux,Jean-Claude Carrière
898,31651,tt0099566,The Field,1990,1,Best Actor,False,74.66599999999994,15.379999999999995,6.9,46,Jim Sheridan,18,,Richard Harris,John Hurt,Sean Bean,Frances Tomelty,Noel Pearson,,Jim Sheridan
899,38718,tt0100486,Reversal of Fortune,1990,3,Best Actor,True,84.92999999999992,28.29000000000001,6.7,183,Barbet Schroeder,18,,Glenn Close,Jeremy Irons,Ron Silver,Annabella Sciorra,Oliver Stone,Edward R. Pressman,Nicholas Kazan
900,1700,tt0100157,Misery,1990,1,Best Actress,True,46.56400000000001,85.51899999999988,7.7,3158,Rob Reiner,18,53,James Caan,Kathy Bates,Richard Farnsworth,Frances Sternhagen,Rob Reiner,Andrew Scheinman,William Goldman
901,18129,tt0099703,The Grifters,1990,4,Best Actress,False,91.575,21.178000000000004,6.7,237,Stephen Frears,80,18,Anjelica Huston,John Cusack,Annette Bening,Jan Munroe,Martin Scorsese,Robert A. Harris,Donald E. Westlake
902,114,tt0100405,Pretty Woman,1990,1,Best Actress,False,113.61199999999991,70.057,7.4,5629,Garry Marshall,10749,35,Richard Gere,Julia Roberts,Ralph Bellamy,Jason Alexander,Arnon Milchan,Steven Reuther,
903,22414,tt0100395,Postcards from the Edge,1990,2,Best Actress,False,80.101,25.640000000000004,6.5,164,Mike Nichols,35,18,Meryl Streep,Shirley MacLaine,Dennis Quaid,Gene Hackman,Mike Nichols,John Calley,
904,111815,tt0100200,Mr. & Mrs. Bridge,1990,1,Best Actress,False,30.95300000000001,6.206999999999999,5.7,38,James Ivory,18,,Paul Newman,Joanne Woodward,Saundra McClain,Margaret Welsh,Ismail Merchant,,Ruth Prawer Jhabvala
905,581,tt0099348,Dances With Wolves,1990,12,Best Director,True,70.68999999999997,65.19100000000007,7.9,2903,Kevin Costner,12,18,Kevin Costner,Mary McDonnell,Graham Greene,Rodney A. Grant,Kevin Costner,Jim Wilson,Michael Blake
906,242,tt0099674,"The Godfather, Part III",1990,7,Best Director,False,147.0209999999999,96.45599999999985,7.4,4243,Francis Ford Coppola,80,18,Al Pacino,Diane Keaton,Talia Shire,Andy García,Francis Ford Coppola,Gray Frederickson,Francis Ford Coppola
907,769,tt0099685,GoodFellas,1990,6,Best Director,False,204.2229999999996,77.9289999999999,8.4,8756,Martin Scorsese,18,80,Ray Liotta,Robert De Niro,Joe Pesci,Lorraine Bracco,Irwin Winkler,,Martin Scorsese
908,18129,tt0099703,The Grifters,1990,4,Best Director,False,91.575,21.178000000000004,6.7,237,Stephen Frears,80,18,Anjelica Huston,John Cusack,Annette Bening,Jan Munroe,Martin Scorsese,Robert A. Harris,Donald E. Westlake
909,38718,tt0100486,Reversal of Fortune,1990,3,Best Director,False,84.92999999999992,28.29000000000001,6.7,183,Barbet Schroeder,18,,Glenn Close,Jeremy Irons,Ron Silver,Annabella Sciorra,Oliver Stone,Edward R. Pressman,Nicholas Kazan
910,11005,tt0099077,Awakenings,1990,3,Best Picture,False,122.66799999999992,69.98899999999999,7.8,1641,Penny Marshall,18,,Robert De Niro,Robin Williams,John Heard,Julie Kavner,Walter F. Parkes,Lawrence Lasker,Steven Zaillian
911,581,tt0099348,Dances With Wolves,1990,12,Best Picture,True,70.68999999999997,65.19100000000007,7.9,2903,Kevin Costner,12,18,Kevin Costner,Mary McDonnell,Graham Greene,Rodney A. Grant,Kevin Costner,Jim Wilson,Michael Blake
912,251,tt0099653,Ghost,1990,5,Best Picture,False,75.98699999999992,61.844000000000065,7.2,4086,Jerry Zucker,14,18,Patrick Swayze,Demi Moore,Whoopi Goldberg,Tony Goldwyn,Lisa Weinstein,Howard W. Koch,
913,242,tt0099674,"The Godfather, Part III",1990,7,Best Picture,False,147.0209999999999,96.45599999999985,7.4,4243,Francis Ford Coppola,80,18,Al Pacino,Diane Keaton,Talia Shire,Andy García,Francis Ford Coppola,Gray Frederickson,Francis Ford Coppola
914,769,tt0099685,GoodFellas,1990,6,Best Picture,False,204.2229999999996,77.9289999999999,8.4,8756,Martin Scorsese,18,80,Ray Liotta,Robert De Niro,Joe Pesci,Lorraine Bracco,Irwin Winkler,,Martin Scorsese
915,11005,tt0099077,Awakenings,1990,3,Best Adapted Screenplay,False,122.66799999999992,69.98899999999999,7.8,1641,Penny Marshall,18,,Robert De Niro,Robin Williams,John Heard,Julie Kavner,Walter F. Parkes,Lawrence Lasker,Steven Zaillian
916,581,tt0099348,Dances With Wolves,1990,12,Best Adapted Screenplay,True,70.68999999999997,65.19100000000007,7.9,2903,Kevin Costner,12,18,Kevin Costner,Mary McDonnell,Graham Greene,Rodney A. Grant,Kevin Costner,Jim Wilson,Michael Blake
917,769,tt0099685,GoodFellas,1990,6,Best Adapted Screenplay,False,204.2229999999996,77.9289999999999,8.4,8756,Martin Scorsese,18,80,Ray Liotta,Robert De Niro,Joe Pesci,Lorraine Bracco,Irwin Winkler,,Martin Scorsese
918,18129,tt0099703,The Grifters,1990,4,Best Adapted Screenplay,False,91.575,21.178000000000004,6.7,237,Stephen Frears,80,18,Anjelica Huston,John Cusack,Annette Bening,Jan Munroe,Martin Scorsese,Robert A. Harris,Donald E. Westlake
919,38718,tt0100486,Reversal of Fortune,1990,3,Best Adapted Screenplay,False,84.92999999999992,28.29000000000001,6.7,183,Barbet Schroeder,18,,Glenn Close,Jeremy Irons,Ron Silver,Annabella Sciorra,Oliver Stone,Edward R. Pressman,Nicholas Kazan
920,8217,tt0099012,Alice,1990,1,Best Original Screenplay,False,68.687,14.226,6.5,200,Woody Allen,35,18,Mia Farrow,William Hurt,Joe Mantegna,Alec Baldwin,Robert Greenhut,,Woody Allen
921,2302,tt0099073,Avalon,1990,4,Best Original Screenplay,False,31.664,20.039000000000005,6.8,48,Barry Levinson,18,10751,Leo Fuchs,Eve Gordon,Lou Jacobi,Armin Mueller-Stahl,Barry Levinson,Mark Johnson,Barry Levinson
922,251,tt0099653,Ghost,1990,5,Best Original Screenplay,True,75.98699999999992,61.844000000000065,7.2,4086,Jerry Zucker,14,18,Patrick Swayze,Demi Moore,Whoopi Goldberg,Tony Goldwyn,Lisa Weinstein,Howard W. Koch,
923,12157,tt0099699,Green Card,1990,1,Best Original Screenplay,False,63.73800000000002,38.751000000000026,6.0,309,Peter Weir,35,18,Gérard Depardieu,Andie MacDowell,Bebe Neuwirth,Gregg Edelman,Peter Weir,,
924,15389,tt0100142,Metropolitan,1990,1,Best Original Screenplay,False,15.537999999999993,17.651999999999994,6.9,91,Whit Stillman,35,18,Edward Clements,Chris Eigeman,Taylor Nichols,Carolyn Farina,Whit Stillman,Jose Luis García,
925,10337,tt0101516,Bugsy,1991,10,Best Actor,False,63.01900000000001,43.786000000000016,6.4,225,Barry Levinson,80,18,Warren Beatty,Annette Bening,Harvey Keitel,Ben Kingsley,Barry Levinson,Mark Johnson,James Toback
926,1598,tt0101540,Cape Fear,1991,2,Best Actor,False,66.56400000000001,75.29399999999997,7.3,2209,Martin Scorsese,53,80,Robert De Niro,Nick Nolte,Jessica Lange,Juliette Lewis,Robert De Niro,Barbara De Fina,John D. MacDonald
927,274,tt0102926,The Silence of the Lambs,1991,7,Best Actor,True,110.78299999999996,88.48599999999985,8.3,11716,Jonathan Demme,80,18,Jodie Foster,Anthony Hopkins,Scott Glenn,Ted Levine,Ronald M. Bozman,Edward Saxon,Ted Tally
928,10333,tt0102713,The Prince of Tides,1991,7,Best Actor,False,49.78000000000005,16.025,6.6,182,Barbra Streisand,18,10749,Nick Nolte,Barbra Streisand,Blythe Danner,Kate Nelligan,Barbra Streisand,Andrew S. Karsch,Becky Johnston
929,177,tt0101889,The Fisher King,1991,5,Best Actor,False,61.291,16.404,7.3,889,Terry Gilliam,35,18,Jeff Bridges,Robin Williams,Mercedes Ruehl,Amanda Plummer,Debra Hill,Lynda Obst,
930,1541,tt0103074,Thelma & Louise,1991,6,Best Actress,False,88.35099999999996,53.73500000000006,7.5,2224,Ridley Scott,18,53,Geena Davis,Susan Sarandon,Harvey Keitel,Michael Madsen,Ridley Scott,Mimi Polk Gitlin,Callie Khouri
931,32221,tt0102753,Rambling Rose,1991,2,Best Actress,False,34.51100000000002,12.619999999999996,6.4,37,Martha Coolidge,18,,Laura Dern,Robert Duvall,Diane Ladd,Lukas Haas,Renny Harlin,,Calder Willingham
932,274,tt0102926,The Silence of the Lambs,1991,7,Best Actress,True,110.78299999999996,88.48599999999985,8.3,11716,Jonathan Demme,80,18,Jodie Foster,Anthony Hopkins,Scott Glenn,Ted Levine,Ronald M. Bozman,Edward Saxon,Ted Tally
933,25221,tt0101902,For the Boys,1991,1,Best Actress,False,25.439,12.562000000000001,6.5,45,Mark Rydell,10402,18,Bette Midler,James Caan,George Segal,Bud Yorkin,,,Marshall Brickman
934,1541,tt0103074,Thelma & Louise,1991,6,Best Actress,False,88.35099999999996,53.73500000000006,7.5,2224,Ridley Scott,18,53,Geena Davis,Susan Sarandon,Harvey Keitel,Michael Madsen,Ridley Scott,Mimi Polk Gitlin,Callie Khouri
935,650,tt0101507,Boyz N the Hood,1991,2,Best Director,False,57.09,23.428000000000004,7.5,1138,John Singleton,18,,Laurence Fishburne,Cuba Gooding Jr.,Ice Cube,Morris Chestnut,Steve Nicolaides,,
936,10337,tt0101516,Bugsy,1991,10,Best Director,False,63.01900000000001,43.786000000000016,6.4,225,Barry Levinson,80,18,Warren Beatty,Annette Bening,Harvey Keitel,Ben Kingsley,Barry Levinson,Mark Johnson,James Toback
937,820,tt0102138,JFK,1991,8,Best Director,False,200.8299999999998,131.1289999999997,7.6,1353,Oliver Stone,18,53,Kevin Costner,Tommy Lee Jones,Gary Oldman,Kevin Bacon,Oliver Stone,A. Kitman Ho,Oliver Stone
938,274,tt0102926,The Silence of the Lambs,1991,7,Best Director,True,110.78299999999996,88.48599999999985,8.3,11716,Jonathan Demme,80,18,Jodie Foster,Anthony Hopkins,Scott Glenn,Ted Levine,Ronald M. Bozman,Edward Saxon,Ted Tally
939,1541,tt0103074,Thelma & Louise,1991,6,Best Director,False,88.35099999999996,53.73500000000006,7.5,2224,Ridley Scott,18,53,Geena Davis,Susan Sarandon,Harvey Keitel,Michael Madsen,Ridley Scott,Mimi Polk Gitlin,Callie Khouri
940,10020,tt0101414,Beauty and the Beast,1991,8,Best Picture,False,92.48999999999992,169.44199999999947,7.7,7598,Kirk Wise,10749,10751,Paige O'Hara,Robby Benson,Richard White,Jerry Orbach,Don Hahn,Sarah McArthur,Linda Woolverton
941,10337,tt0101516,Bugsy,1991,10,Best Picture,False,63.01900000000001,43.786000000000016,6.4,225,Barry Levinson,80,18,Warren Beatty,Annette Bening,Harvey Keitel,Ben Kingsley,Barry Levinson,Mark Johnson,James Toback
942,820,tt0102138,JFK,1991,8,Best Picture,False,200.8299999999998,131.1289999999997,7.6,1353,Oliver Stone,18,53,Kevin Costner,Tommy Lee Jones,Gary Oldman,Kevin Bacon,Oliver Stone,A. Kitman Ho,Oliver Stone
943,10333,tt0102713,The Prince of Tides,1991,7,Best Picture,False,49.78000000000005,16.025,6.6,182,Barbra Streisand,18,10749,Nick Nolte,Barbra Streisand,Blythe Danner,Kate Nelligan,Barbra Streisand,Andrew S. Karsch,Becky Johnston
944,274,tt0102926,The Silence of the Lambs,1991,7,Best Picture,True,110.78299999999996,88.48599999999985,8.3,11716,Jonathan Demme,80,18,Jodie Foster,Anthony Hopkins,Scott Glenn,Ted Levine,Ronald M. Bozman,Edward Saxon,Ted Tally
