,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
0,False,/pcDc2WJAYGJTTvRSEIpRZwM3Ola.jpg,"[28, 12, 14, 878]",791373,en,Zack Snyder's Justice League,"Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions.",6011.914,/tnAuB8q5vv7Ax9UAEje5Xi4BXik.jpg,2021-03-18,Zack Snyder's Justice League,False,8.7,3012
1,False,/hJuDvwzS0SPlsE6MNFOpznQltDZ.jpg,"[16, 12, 14, 10751, 28]",527774,en,Raya and the Last Dragon,"Long ago, in the fantasy world of Kumandra, humans and dragons lived together in harmony. But when an evil force threatened the land, the dragons sacrificed themselves to save humanity. Now, 500 years later, that same evil has returned and it’s up to a lone warrior, Raya, to track down the legendary last dragon to restore the fractured land and its divided people.",3828.086,/lPsD10PP4rgUGiGR4CCXA6iY0QQ.jpg,2021-03-03,Raya and the Last Dragon,False,8.4,1554
2,False,/gzJnMEMkHowkUndn9gCr8ghQPzN.jpg,"[53, 28, 18]",793723,fr,Sentinelle,"Transferred home after a traumatizing combat mission, a highly trained French soldier uses her lethal skills to hunt down the man who hurt her sister.",2479.97,/fFRq98cW9lTo6di2o4lK1qUAWaN.jpg,2021-03-05,Sentinelle,False,6.0,247
3,False,/8tNX8s3j1O0eqilOQkuroRLyOZA.jpg,"[14, 28, 12]",458576,en,Monster Hunter,"A portal transports Cpt. Artemis and an elite unit of soldiers to a strange world where powerful monsters rule with deadly ferocity. Faced with relentless danger, the team encounters a mysterious hunter who may be their only hope to find a way home.",2138.307,/1UCOF11QCw8kcqvce8LKOO6pimh.jpg,2020-12-03,Monster Hunter,False,7.2,1206
4,False,/6TPZSJ06OEXeelx1U1VIAt0j9Ry.jpg,"[28, 80, 53]",587996,es,Bajocero,"When a prisoner transfer van is attacked, the cop in charge must fight those inside and outside while dealing with a silent foe: the icy temperatures.",1873.866,/dWSnsAGTfc8U27bWsy2RfwZs0Bs.jpg,2021-01-29,Below Zero,False,6.4,464
5,False,/fev8UFNFFYsD5q7AcYS8LyTzqwl.jpg,"[28, 35, 10751, 16]",587807,en,Tom & Jerry,"Tom the cat and Jerry the mouse get kicked out of their home and relocate to a fancy New York hotel, where a scrappy employee named Kayla will lose her job if she can’t evict Jerry before a high-class wedding at the hotel. Her solution? Hiring Tom to get rid of the pesky mouse.",2252.531,/6KErczPBROQty7QoIsaa6wJYXZi.jpg,2021-02-11,Tom & Jerry,False,7.5,936
6,False,/egg7KFi18TSQc1s24RMmR9i2zO6.jpg,"[14, 28, 12]",464052,en,Wonder Woman 1984,A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.,1952.73,/8UlWHLMpgZm9bx6QYh0NFoq67TZ.jpg,2020-12-16,Wonder Woman 1984,False,6.8,4398
7,False,/drulhSX7P5TQlEMQZ3JoXKSDEfz.jpg,"[18, 14, 878]",581389,ko,승리호,"When the crew of a space junk collector ship called The Victory discovers a humanoid robot named Dorothy that's known to be a weapon of mass destruction, they get involved in a risky business deal which puts their lives at stake.",1789.555,/lykPQ7lgrLJPwLlSyetVXsl2wDf.jpg,2021-02-05,Space Sweepers,False,7.2,407
8,False,/uQtqiAu2bBlokqjlURVLEha6zoi.jpg,"[80, 18]",544401,en,Cherry,"Cherry drifts from college dropout to army medic in Iraq - anchored only by his true love, Emily. But after returning from the war with PTSD, his life spirals into drugs and crime as he struggles to find his place in the world.",1740.144,/pwDvkDyaHEU9V7cApQhbcSJMG1w.jpg,2021-02-26,Cherry,False,7.9,322
9,False,/vKzbIoHhk1z9DWYi8kyFe9Gg0HF.jpg,[35],484718,en,Coming 2 America,"Prince Akeem Joffer is set to become King of Zamunda when he discovers he has a son he never knew about in America – a street savvy Queens native named Lavelle. Honoring his royal father's dying wish to groom this son as the crown prince, Akeem and Semmi set off to America once again.",1314.639,/nWBPLkqNApY5pgrJFMiI9joSI30.jpg,2021-03-05,Coming 2 America,False,6.9,976
10,False,/7KL4yJ4JsbtS1BNRilUApLvMnc5.jpg,"[18, 53]",649087,sv,Red Dot,"On a hiking trip to rekindle their marriage, a couple find themselves fleeing for their lives in the unforgiving wilderness from an unknown shooter.",1004.97,/xZ2KER2gOHbuHP2GJoODuXDSZCb.jpg,2021-02-11,Red Dot,False,6.2,361
11,False,/lOSdUkGQmbAl5JQ3QoHqBZUbZhC.jpg,"[53, 28, 878]",775996,en,Outside the Wire,"In the near future, a drone pilot is sent into a deadly militarized zone and must work with an android officer to locate a doomsday device.",1183.303,/6XYLiMxHAaCsoyrVo38LBWMw2p8.jpg,2021-01-15,Outside the Wire,False,6.5,885
12,False,/vfuzELmhBjBTswXj2Vqxnu5ge4g.jpg,"[53, 80]",602269,en,The Little Things,"Deputy Sheriff Joe ""Deke"" Deacon joins forces with Sgt. Jim Baxter to search for a serial killer who's terrorizing Los Angeles. As they track the culprit, Baxter is unaware that the investigation is dredging up echoes of Deke's past, uncovering disturbing secrets that could threaten more than his case.",985.538,/c7VlGCCgM9GZivKSzBgzuOVxQn7.jpg,2021-01-28,The Little Things,False,6.4,622
13,False,/mGJuQwMq1bEboaVTqQAK4p4zQvC.jpg,"[28, 878]",399566,en,Godzilla vs. Kong,"In a time when monsters walk the Earth, humanity’s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages.",1365.035,/pgqgaUx1cJb5oZQQ5v0tNARCeBp.jpg,2021-03-24,Godzilla vs. Kong,False,6.4,16
14,False,/u5WUCO6irZoq27qbYYrtLUrCGDV.jpg,"[27, 53]",630586,en,Wrong Turn,"Jen and a group of friends set out to hike the Appalachian Trail. Despite warnings to stick to the trail, the hikers stray off course—and cross into land inhabited by The Foundation, a hidden community of mountain dwellers who use deadly means to protect their way of life.",873.786,/4U1SBHmwHkNA0eHZ2n1CuiC1K1g.jpg,2021-01-26,Wrong Turn,False,6.3,290
15,False,/jeAQdDX9nguP6YOX6QSWKDPkbBo.jpg,"[14, 28, 878]",590706,en,Jiu Jitsu,"Every six years, an ancient order of jiu-jitsu fighters joins forces to battle a vicious race of alien invaders. But when a celebrated war hero goes down in defeat, the fate of the planet and mankind hangs in the balance.",971.465,/eLT8Cu357VOwBVTitkmlDEg32Fs.jpg,2020-11-20,Jiu Jitsu,False,5.2,336
16,False,/nz8xWrTKZzA5A7FgxaM4kfAoO1W.jpg,"[878, 28]",651571,en,Breach,"A hardened mechanic must stay awake and maintain an interstellar ark fleeing the dying planet Earth with a few thousand lucky souls on board... the last of humanity. Unfortunately, humans are not the only passengers. A shapeshifting alien creature has taken residence, its only goal is to kill as many people as possible. The crew must think quickly to stop this menace before it destroys mankind.",971.668,/13B6onhL6FzSN2KaNeQeMML05pS.jpg,2020-12-17,Breach,False,4.5,320
17,False,/yR27bZPIkNhpGEIP3jKV2EifTgo.jpg,"[16, 10751]",755812,fr,"Miraculous World: New York, United HeroeZ","During a school field trip, Ladybug and Cat Noir meet the American superheroes, whom they have to save from an akumatised super-villain. They discover that Miraculous exist in the United States too.",837.101,/kIHgjAkuzvKBnmdstpBOo4AfZah.jpg,2020-09-26,"Miraculous World: New York, United HeroeZ",False,8.3,520
18,False,/gGwA6YErMjiROavfGyxdciQnlTA.jpg,"[18, 53]",596247,es,Pacto de fuga,"During the last years of Pinochet's military regime,  a group of militants from the ""Manuel Rodríguez Patriotic Front"" plan a prison break of political prisoners, through a tunnel that will take them 18 months to dig.",745.988,/qDFfu73R8uO94ydFtdxEdSfTlg6.jpg,2020-01-23,Pacto de Fuga,False,7.9,49
19,False,/fX8e94MEWSuTJExndVYxKsmA4Hw.jpg,"[28, 12, 80]",604822,zh,急先锋,Covert security company Vanguard is the last hope of survival for an accountant after he is targeted by the world's deadliest mercenary organization.,807.815,/mKvw1Ic9enfFlCPBNJGiejRPMUO.jpg,2020-09-30,Vanguard,False,6.2,255
20,False,/h9DIlghaiTxbQbt1FIwKNbQvEL.jpg,"[28, 12, 53]",581387,ko,백두산,"Stagnant since 1903, at an elevation of 9000', a volcano erupts on the mythical and majestic Baekdu Mountain.",783.224,/zoeKREZ2IdAUnXISYCS0E6H5BVh.jpg,2019-12-19,Ashfall,False,6.5,215
21,False,/sNKnz0ZU8u55yCFreZUSOIBMSuY.jpg,"[35, 10751]",638597,en,Yes Day,A mom and dad who usually say no decide to say yes to their kids' wildest requests — with a few ground rules — on a whirlwind day of fun and adventure.,704.649,/rejrD9ovTHJbfmpLM0mbEliEPV6.jpg,2021-03-12,Yes Day,False,7.1,306
22,False,/6hgItrYQEG33y0I7yP2SRl2ei4w.jpg,"[10749, 18]",613504,en,After We Collided,Tessa finds herself struggling with her complicated relationship with Hardin; she faces a dilemma that could change their lives forever.,758.082,/kiX7UYfOpYrMFSAGbI6j1pFkLzQ.jpg,2020-09-02,After We Collided,False,7.3,3474
23,False,/cjaOSjsjV6cl3uXdJqimktT880L.jpg,"[10751, 14, 16, 35]",529203,en,The Croods: A New Age,"Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together.",872.759,/tbVZ3Sq88dZaCANlUcewQuHQOaE.jpg,2020-11-25,The Croods: A New Age,False,7.5,1773
24,False,/3ombg55JQiIpoPnXYb2oYdr6DtP.jpg,"[878, 28]",560144,en,Skylines,"When a virus threatens to turn the now earth-dwelling friendly alien hybrids against humans, Captain Rose Corley must lead a team of elite mercenaries on a mission to the alien world in order to save what's left of humanity.",709.887,/2W4ZvACURDyhiNnSIaFPHfNbny3.jpg,2020-10-25,Skylines,False,5.9,231
25,False,/kf456ZqeC45XTvo6W9pW5clYKfQ.jpg,"[10751, 16, 35, 18, 10402, 14]",508442,en,Soul,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful gig at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",798.106,/hm58Jw4Lw8OIeECIq5qyPYhAeRJ.jpg,2020-12-25,Soul,False,8.3,5346
26,False,/mvxR0mbDVQkQp3K1OhEU9iDbGcA.jpg,[35],595813,en,Barb and Star Go to Vista Del Mar,"The story of best friends Barb and Star, who leave their small midwestern town for the first time to go on vacation in Vista Del Mar, Florida, where they soon find themselves tangled up in adventure, love, and a villain’s evil plot to kill everyone in town.",657.27,/8oiV8GtBG7GDJa3ejvxZzJnBgff.jpg,2021-03-31,Barb and Star Go to Vista Del Mar,False,0.0,0
27,False,/iID0at69rWzZOIarUIFrfDOFJA.jpg,"[27, 14, 18, 10770]",786300,en,Tentacles,"A young Los Angeles couple Tara and Sam fall head over heels into a new romance, entwining their lives — until their intimacy transforms into something terrifying.",646.588,/kBKKXVbVwIP81u8Bnhguux48Sdn.jpg,2021-02-12,Tentacles,False,6.6,54
28,False,/2M2JxEv3HSpjnZWjY9NOdGgfUd.jpg,"[53, 28, 80, 18]",553604,en,Honest Thief,"A bank robber tries to turn himself in because he's falling in love and wants to live an honest life...but when he realizes the Feds are more corrupt than him, he must fight back to clear his name.",637.593,/zeD4PabP6099gpE0STWJrJrCBCs.jpg,2020-09-03,Honest Thief,False,6.6,690
29,False,/wzJRB4MKi3yK138bJyuL9nx47y6.jpg,"[28, 53, 878]",577922,en,Tenet,"Armed with only one word - Tenet - and fighting for the survival of the entire world, the Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.",544.71,/k68nPLbIST6NP96JmTxmZijEvCA.jpg,2020-08-22,Tenet,False,7.3,4762
30,False,/psTz3J2QXVKTQCGrPDFuC4kAOLb.jpg,"[16, 35, 10751, 9648, 12]",682254,en,Scooby-Doo! The Sword and the Scoob,"An evil sorceress transports the gang back to the age of chivalrous knights, spell-casting wizards, and fire-breathing dragons.",527.067,/sCoG0ibohbPrnyomtzegSuBL40L.jpg,2021-02-22,Scooby-Doo! The Sword and the Scoob,False,7.6,59
31,False,/vQJ3yBdF91tzd73G8seL5bOxfvG.jpg,"[53, 27, 18]",599281,en,Fear of Rain,"A teenage girl living with schizophrenia begins to suspect her neighbor has kidnapped a child. Her parents try desperately to help her live a normal life, without exposing their own tragic secrets, and the only person who believes her is Caleb – a boy she isn’t even sure exists.",528.734,/b2shaNA4F8zNIwoRYr33lPTiFfl.jpg,2021-02-12,Fear of Rain,False,7.5,160
32,False,/7TxeZVg2evMG42p0uSbMJpWNQ8A.jpg,"[10751, 16, 14]",520946,ar,100% Wolf,"Freddy Lupin, heir to a proud family line of werewolves, is in for a shock when on his 14th birthday his first 'warfing' goes awry, turning him into a ferocious poodle. The pack elders give Freddy until the next moonrise to prove he has the heart of a wolf, or risk being cast out forever. With the help of an unlikely ally in a streetwise stray named Batty, Freddy must prove he's 100% Wolf.",512.73,/2VrvxK4yxNCU6KVgo5TADJeBEQu.jpg,2020-06-26,100% Wolf,False,5.9,96
33,False,/ctckqAvz9aTZDtfXLmDUdMflesU.jpg,[18],785534,tr,Kağıttan Hayatlar,"In the streets of Istanbul, ailing waste warehouse worker Mehmet takes a small boy under his wing and must soon confront his own traumatic childhood.",425.897,/cmru6N6Hnw2pJwuo1ctH1CxKqKZ.jpg,2021-03-12,Paper Lives,False,8.4,74
34,False,/bjjZXrP8PEdFeJkKERc62xlarMI.jpg,"[18, 37]",581734,en,Nomadland,"A woman in her sixties embarks on a journey through the western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad.",445.14,/fmHBjfiMb7cP0cikF17LoA8E1bp.jpg,2020-12-26,Nomadland,False,7.5,350
35,False,/tHjoTxM4SMgazi3Y2X8mmAtONVL.jpg,"[10751, 12, 35, 14]",621876,en,Flora & Ulysses,"When Flora rescues a squirrel she names Ulysses, she is amazed to discover he possesses unique superhero powers, which take them on an adventure of humorous complications that ultimately change Flora's life--and her outlook--forever.",419.201,/syobJCxZcIJl0OpjNroZSQKa1kW.jpg,2021-02-19,Flora & Ulysses,False,6.7,105
36,False,/yImmxRokQ48PD49ughXdpKTAsAU.jpg,"[28, 12, 35, 10751]",644092,en,Finding 'Ohana,"Two Brooklyn siblings' summer in a rural Oahu town takes an exciting turn when a journal pointing to long-lost treasure sets them on an adventure, leading them to reconnect with their Hawaiian heritage.",430.819,/tTWl37oAYRXS3D5mEHmjveXXyrN.jpg,2021-01-29,Finding 'Ohana,False,6.6,197
37,False,/9pHxv7TX0jOKNgnGMDP6RJ2m1GL.jpg,"[28, 53]",737568,en,The Doorman,"A former Marine turned doorman at a luxury New York City high-rise must outsmart and battle a group of art thieves and their ruthless leader — while struggling to protect her sister's family. As the thieves become increasingly desperate and violent, the doorman calls upon her deadly fighting skills to end the showdown.",422.143,/pklyUbh4k1DbHdnsOMASyw7C6NH.jpg,2020-10-01,The Doorman,False,5.7,187
38,False,/h0IMyviDhX9QsRrhquuTejmjxPC.jpg,"[53, 27]",675490,en,The Unfamiliar,"A British Army doctor comes back from a war, thinking that she has PTSD only to discover that there is a more daunting malevolence at work making the life that she knew unfamiliar.",407.472,/g7Bxg2j7nbCpKo7U0j1jwU79XPY.jpg,2020-08-21,The Unfamiliar,False,6.1,49
39,False,/wu1uilmhM4TdluKi2ytfz8gidHf.jpg,"[16, 14, 12, 35, 10751]",400160,en,The SpongeBob Movie: Sponge on the Run,"When his best friend Gary is suddenly snatched away, SpongeBob takes Patrick on a madcap mission far beyond Bikini Bottom to save their pink-shelled pal.",356.478,/jlJ8nDhMhCYJuzOw3f52CP1W8MW.jpg,2020-08-14,The SpongeBob Movie: Sponge on the Run,False,7.8,2094
40,False,/las0P4Dua54XrZ73VQmGUaH1z0U.jpg,"[16, 28, 18, 878]",283566,ja,シン・エヴァンゲリオン劇場版:||,"In the aftermath of the Fourth Impact, stranded without their Evangelions, Shinji, Asuka, and Rei search for refuge in the desolate red remains of Tokyo-3. But the danger to the world is far from over. A new impact is looming on the horizon—one that will prove to be the true end of Evangelion.",385.402,/AoevYJSVtg15hntg8SYwWm2k3hP.jpg,2021-03-08,Evangelion: 3.0+1.0 Thrice Upon a Time,False,7.0,4
41,False,/lmZFxXgJE3vgrciwuDib0N8CfQo.jpg,"[12, 28, 878]",299536,en,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",350.255,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,2018-04-25,Avengers: Infinity War,False,8.3,21301
42,False,/8rIoyM6zYXJNjzGseT3MRusMPWl.jpg,"[10751, 14, 12, 35, 27]",531219,en,Roald Dahl's The Witches,,341.858,/b1C0FuXp4wiPmHLVKq4kwtDMgK6.jpg,2020-10-25,Roald Dahl's The Witches,False,6.7,1401
43,False,/jlxDtvmdniVlnGDaDWIrlCiDNpj.jpg,"[16, 28, 12, 80, 14]",732450,en,Batman: Soul of the Dragon,"Bruce Wayne faces a deadly menace from his past, with the help of three former classmates: world-renowned martial artists Richard Dragon, Ben Turner and Lady Shiva.",318.162,/uDhnTtSxU5a8DtZdbbin3aZmkmU.jpg,2021-01-12,Batman: Soul of the Dragon,False,7.1,113
44,False,/wsqeMBw7ISNLvAD6EK0xwarJsrH.jpg,"[35, 18, 10751]",765169,es,BIA: Un Mundo al Revés,"In this alternate world, Bia and Manuel will have a tempestuous relationship. Pixie, the hateful and stunning owner of Laix, decides to buy the Fundom. The great conflict erupts when Pixie announces a concert. This will have Bia and Helena, who in this upside down universe are divas and rivals, fighting to be the headliner in the final show.",302.724,/eIxLHFMAsdbZGZws0duowTa4N6k.jpg,2021-02-19,BIA: An Upside Down World,False,8.3,73
45,False,/fZHvSNUBKSgRAduB5k0fFST1xYn.jpg,"[16, 10751]",749618,es,El camino de Xico,"The peace of a small town is endangered when a corporation wants to destroy the mountain that protects them. A girl named Copi and her best friend Xico, a Xoloitzcuintle dog, will go into the mountains to try to save the town.",295.072,/g8ZyfUC0THygJkVoO2J7NxsdPI5.jpg,2020-11-12,Xico's Journey,False,7.1,54
46,False,/4qu4kO5HVTKMK2hvmCXeviZ233l.jpg,"[35, 80, 18]",741228,en,Locked Down,"During a COVID-19 lockdown, sparring couple Linda and Paxton call a truce to attempt a high-risk jewellery heist at one of the world's most exclusive department stores, Harrods.",290.935,/svHelD0Hb3TXPAQoPsoBwdDMTvf.jpg,2021-02-25,Locked Down,False,5.3,20
47,False,/sdVZxrCFK6MB62Kxv3v9BUbCng3.jpg,"[35, 18, 80]",725649,es,Lavaperros,"When a narco past his prime refuses to pay a debt to an upstart, only a secret stash of money can save his men. But guess what the gardener just found?",282.861,/1kzUhxh9waTvbV4yW1fU1TaaC1z.jpg,2020-10-09,Dogwashers,False,6.4,11
48,False,/5TbtcmRySXPAEXBzwhiOYYDQmgv.jpg,"[27, 9648]",723072,en,Host,"Six friends hire a medium to hold a séance via Zoom during lockdown — but they get far more than they bargained for as things quickly go wrong. When an evil spirit starts invading their homes, they begin to realize they might not survive the night.",300.729,/h7dZpJDORYs5c56dydbrLFkEXpE.jpg,2020-12-04,Host,False,6.6,214
49,False,/vX5JtEcumMQvMCLVcIqfetc7hdg.jpg,"[35, 80, 53]",601666,en,I Care a Lot,A court-appointed legal guardian defrauds her older clients and traps them under her care. But her latest mark comes with some unexpected baggage.,269.818,/gKnhEsjNefpKnUdAkn7INzIFLSu.jpg,2021-02-19,I Care a Lot,False,6.7,990
50,False,/y7b78soqvJq4aQ8G0Zt72inSQoE.jpg,"[35, 10749]",778730,es,Loco por ella,"After a magical night together, Adri voluntarily turns himself into the psychiatric institution where Carla lives.",258.849,/hPBJckYsL1UOsz44InZ2wYJyJTy.jpg,2021-02-26,Crazy About Her,False,7.2,195
51,False,/d2UxKyaJ5GgzuHaSsWinFfv3g6L.jpg,"[28, 27, 53]",581392,ko,반도,A soldier and his team battle hordes of post-apocalyptic zombies in the wastelands of the Korean Peninsula.,289.889,/7S9RvfMBWSTlUZ4VbxDY7oLeenk.jpg,2020-07-15,Peninsula,False,7.0,1319
52,False,/lrNbt21hRirjyTK0SeLA0L4RAVS.jpg,"[28, 27, 878]",340102,en,The New Mutants,"Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves.",270.133,/xZNw9xxtwbEf25NYoz52KdbXHPM.jpg,2020-08-26,The New Mutants,False,6.4,1694
53,False,/mBbA77FyzhU0Tz9tmbKG8heGmh3.jpg,"[878, 18, 27]",594718,ru,Спутник,"At the height of the Cold War, a Soviet spacecraft crash lands after a mission gone awry, leaving the commander as its only survivor. After a renowned Russian psychologist is brought in to evaluate the commander’s mental state, it becomes clear that something dangerous may have come back to Earth with him…",265.15,/eAUzmhP54bE1vPXaY7FbuZREJlR.jpg,2020-09-08,Sputnik,False,6.5,243
54,False,/4br4B8C0SRIYcKHUgoaOlGo50MU.jpg,[27],575088,ru,Яга. Кошмар тёмного леса,"The young family who moved to a new apartment on the outskirts of the city. The nanny hired by them for the newborn daughter quickly gained confidence. However, the older boy, Egor, talks about the frightening behavior of a woman, but his parents do not believe him. The surveillance cameras installed by the father for comfort only confirm everything is in order. Then one day, Egor, returning home, finds no trace of either the nanny or the little sister, and the parents are in a strange trance and do not even remember that they had a daughter. Then Egor, together with his friends, goes in search, during which it turns out that the nanny is an ancient Slavic demon, popularly known as Baba Yaga.",254.961,/8m5HTXzwewlfXhtZtLlLts53YTW.jpg,2020-02-27,Baba Yaga: Terror of the Dark Forest,False,6.1,110
55,False,/2gBMBfmQvHeOQQ5PiKiuxVdGs77.jpg,"[27, 53, 18]",587496,en,The Rental,"Two couples on an oceanside getaway grow suspicious that the host of their seemingly perfect rental house may be spying on them. Before long, what should have been a celebratory weekend trip turns into something far more sinister.",239.343,/3ynPnBXQVT2Y0s19fDIPlWKUlxH.jpg,2020-07-23,The Rental,False,5.6,357
56,False,/3mzmeYYUENlILaXGzu3Uv7TCT90.jpg,[99],439213,en,More Than Miyagi: The Pat Morita Story,"The Oscar nominated actor best known for his role of Mr. Miyagi, left behind a painfully revealing autobiographical record of his much-too-brief time here on earth. Tracing his journey from being bed bound as a boy to the bright lights and discrimination in Hollywood. Deep inside that sweet, generous, multi-talented performer seethed an army of demons, that even alcohol and drugs couldn't mask.",212.975,/t3BkZXZe6mXz971OsvVh9wHaC53.jpg,2021-02-01,More Than Miyagi: The Pat Morita Story,False,5.5,8
57,False,/jjPpjUYf3o698cPx06FHZ5zqomv.jpg,"[28, 12, 18, 37]",581032,en,News of the World,"A Texan traveling across the wild West bringing the news of the world to local townspeople, agrees to help rescue a young girl who was kidnapped.",202.648,/fYQCgVRsQTEfUrP7cW5iAFVYOlh.jpg,2020-12-25,News of the World,False,7.1,759
58,False,/qIeFiiT0IfkcXmfHG2KvFxwsttw.jpg,"[18, 10749]",506281,en,The World to Come,Two women who forge a close connection despite their isolation in the mid-19th-century American frontier.,234.044,/j64CnpmbaKB90Cpprk5hM9kHyJI.jpg,2021-02-12,The World to Come,False,6.7,36
59,False,/obExOU9qDnMcxvWPumoD14oxup5.jpg,"[53, 27, 18]",509635,en,Alone,"A recently widowed traveler is kidnapped by a cold blooded killer, only to escape into the wilderness where she is forced to battle against the elements as her pursuer closes in on her.",226.437,/n9OzZmPMnVrV0cMQ7amX0DtBkQH.jpg,2020-09-10,Alone,False,6.2,227
60,False,/ne4QPHn56Z1vxk6iKJKvDnmNI9Y.jpg,"[28, 80, 18, 53]",611914,en,The Courier,"This intense action-thriller unfolds in real time as two embattled souls fight for their lives. Gary Oldman stars as a vicious crime boss out to kill Nick, the lone witness set to testify against him. He hires a mysterious female motorcycle courier to unknowingly deliver a poison-gas bomb to slay Nick, but after she rescues Nick from certain death, the duo must confront an army of ruthless hired killers in order to survive the night.",231.545,/cmC7bJZ5sCzx9ZsrlXOrYJfYtLc.jpg,2019-11-22,The Courier,False,6.3,343
61,False,/qjhcTGnjxYJqwBGlDzZkYWmne6e.jpg,"[10749, 35, 18]",614409,en,To All the Boys: Always and Forever,Senior year of high school takes center stage as Lara Jean returns from a family trip to Korea and considers her college plans — with and without Peter.,220.742,/zdkJs9j6yKo9di0kjtctM01fSMv.jpg,2021-02-12,To All the Boys: Always and Forever,False,7.9,1080
62,False,/3GTSbc85Xangv8JkBSsQZMXGyhh.jpg,"[27, 9648]",595149,en,Death of Me,"A couple on holiday on a remote South Pacific island awaken one morning with a hang over and no recollection of what transpired. When playing back a video of the previous night, they see they participated in a local ritual that somehow ends with him murdering her.",214.076,/8F9xUvb1JMWUMkFV2Yq3aiueAbq.jpg,2020-10-02,Death of Me,False,4.9,121
63,False,/aKIrKbszS7Kq0aTGTCRTYMp1EDX.jpg,"[35, 18, 10402]",583689,en,Moxie,"Inspired by her mom's rebellious past and a confident new friend, a shy 16-year-old publishes an anonymous zine calling out sexism at her school.",237.88,/aLBo1Ca9PggcWY98ItW5ZkdxTuA.jpg,2021-03-03,Moxie,False,7.5,292
64,False,/sCtJkYwBrJm8mygRrDGyluf1gSV.jpg,"[27, 878, 53]",736509,en,Intersect,"A group of young Miskatonic University scientists invent a time machine, only to learn that they are being manipulated by mysterious, unseen forces from another dimension.",208.656,/e6hgmD0P133bW5EH1kfhscwXN2a.jpg,2020-02-12,Intersect,False,5.8,29
65,False,/mX3WOJPBzzl4kj4xU5lL7qfD6C3.jpg,"[28, 12, 14]",209112,en,Batman v Superman: Dawn of Justice,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",215.443,/5UsK3grJvtQrtzEgqNlDljJW96w.jpg,2016-03-23,Batman v Superman: Dawn of Justice,False,5.9,14482
66,False,/tXQP5bdZbNWogkQhTHy0H5kqlUy.jpg,[53],560192,en,Grand Isle,"Walter and his neglected wife lure a young man into their Victorian home to escape a hurricane. When the man is charged with murder by Det. Jones, he must reveal the couple's wicked secrets to save himself.",181.456,/8mcXb3km7hZ8aJKpxxgnvvxt9gW.jpg,2019-12-06,Grand Isle,False,6.1,145
67,False,/8tWEG0VSJQzsdJIgFSWEV9RinX0.jpg,[18],519056,en,The Glorias,"An equal rights crusader, journalist and activist: Gloria Steinem embodies these and more. From her role in the revolutionary women's rights movement to her travels throughout the U.S. and around the world, Steinem has made an everlasting mark on modern history. A nontraditional chronicle of a trailblazing life.",165.779,/bItFQ4QahfILGj9mA5uyJvAimeD.jpg,2020-12-18,The Glorias,False,6.5,11
68,False,/aHYUj0hICtWZ5tPiCIm6pWUcjYK.jpg,"[27, 28, 18, 10752]",675327,en,Shadow in the Cloud,A WWII pilot traveling with top secret documents on a B-17 Flying Fortress encounters an evil presence on board the flight.,180.975,/t7EUMSlfUN3jUSZUJOLURAzJzZs.jpg,2020-12-31,Shadow in the Cloud,False,5.8,266
69,False,/xUUtcxWC6H48UCrpRwwSPQz69XC.jpg,"[53, 27]",659986,en,The Owners,"A group of friends think they found the perfect easy score - an empty house with a safe full of cash. But when the elderly couple that lives there comes home early, the tables are suddenly turned. As a deadly game of cat and mouse ensues, the would-be thieves must fight to save themselves from a nightmare they could never have imagined.",182.826,/gzFatNrw0lhKD5NxaU6zC7S2KjP.jpg,2020-08-27,The Owners,False,5.8,150
