,tmdb_id,imdb_id,year_film,year_ceremony,film,oscar_category,nominee,no_oscar_nominations,oscar_win,genre_id,staring_casts,casts_popularity,director,producers,screenplay,crew_popularity,budget,revenue,runtime,tmdb_vote_average,tmdb_vote_count
482,1366,tt0075148,1976,1977,Rocky,Best Actress,Talia Shire,10,False,"[18, 28]","['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers']",79.19099999999999,John G. Avildsen,"['Irwin Winkler', 'Robert Chartoff']",['Sylvester Stallone'],64.34000000000003,1000000,117235147,120,7.8,5327
483,7340,tt0074285,1976,1977,Carrie,Best Actress,Sissy Spacek,2,False,"[27, 53]","['Sissy Spacek', 'Piper Laurie', 'Amy Irving', 'William Katt']",56.08300000000002,Brian De Palma,['Paul Monash'],['Lawrence D. Cohen'],39.070000000000036,1800000,33800000,98,7.2,2546
484,29454,tt0074147,1976,1977,Face to Face,Best Actress,Liv Ullmann,2,False,"[18, 14]","['Liv Ullmann', 'Erland Josephson', 'Aino Taube', 'Gunnar Björnstrand']",26.414,Ingmar Bergman,"['Dino De Laurentiis', 'Lars-Owe Carlberg']",[],14.497999999999998,0,0,136,7.1,63
485,891,tt0074119,1976,1977,All the President's Men,Best Director,Alan J. Pakula,8,False,"[18, 36, 9648, 53]","['Robert Redford', 'Dustin Hoffman', 'Jack Warden', 'Martin Balsam']",102.24599999999991,Alan J. Pakula,['Walter Coblenz'],['William Goldman'],36.40000000000004,8500000,70600000,138,7.7,1168
486,29454,tt0074147,1976,1977,Face to Face,Best Director,Ingmar Bergman,2,False,"[18, 14]","['Liv Ullmann', 'Erland Josephson', 'Aino Taube', 'Gunnar Björnstrand']",26.414,Ingmar Bergman,"['Dino De Laurentiis', 'Lars-Owe Carlberg']",[],14.497999999999998,0,0,136,7.1,63
487,10774,tt0074958,1976,1977,Network,Best Director,Sidney Lumet,10,False,[18],"['Faye Dunaway', 'William Holden', 'Peter Finch', 'Robert Duvall']",61.62500000000003,Sidney Lumet,"['Fred C. Caruso', 'Howard Gottfried']",['Paddy Chayefsky'],16.336999999999996,3800000,23689877,122,7.9,1098
488,1366,tt0075148,1976,1977,Rocky,Best Director,John G. Avildsen,10,True,"[18, 28]","['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers']",79.19099999999999,John G. Avildsen,"['Irwin Winkler', 'Robert Chartoff']",['Sylvester Stallone'],64.34000000000003,1000000,117235147,120,7.8,5327
489,37550,tt0075040,1976,1977,Seven Beauties,Best Director,Lina Wertmüller,4,False,"[35, 18, 10752]","['Giancarlo Giannini', 'Fernando Rey', 'Shirley Stoler', 'Elena Fiore']",12.928,Lina Wertmüller,"['Giancarlo Giannini', 'Arrigo Colombo', 'Lina Wertmüller']",[],13.861999999999998,0,0,116,7.8,76
490,891,tt0074119,1976,1977,All the President's Men,Best Picture,"Walter Coblenz, Producer",8,False,"[18, 36, 9648, 53]","['Robert Redford', 'Dustin Hoffman', 'Jack Warden', 'Martin Balsam']",102.24599999999991,Alan J. Pakula,['Walter Coblenz'],['William Goldman'],36.40000000000004,8500000,70600000,138,7.7,1168
491,42232,tt0074235,1976,1977,Bound for Glory,Best Picture,"Robert F. Blumofe and Harold Leventhal, Producers",6,False,[10402],"['David Carradine', 'Ronny Cox', 'Melinda Dillon', 'Gail Strickland']",79.20899999999996,Hal Ashby,"['Harold Leventhal', 'Robert F. Blumofe']",['Robert Getchell'],21.86000000000001,0,0,147,7.0,40
492,10774,tt0074958,1976,1977,Network,Best Picture,"Howard Gottfried, Producer",10,False,[18],"['Faye Dunaway', 'William Holden', 'Peter Finch', 'Robert Duvall']",61.62500000000003,Sidney Lumet,"['Fred C. Caruso', 'Howard Gottfried']",['Paddy Chayefsky'],16.336999999999996,3800000,23689877,122,7.9,1098
493,1366,tt0075148,1976,1977,Rocky,Best Picture,"Irwin Winkler and Robert Chartoff, Producers",10,True,"[18, 28]","['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers']",79.19099999999999,John G. Avildsen,"['Irwin Winkler', 'Robert Chartoff']",['Sylvester Stallone'],64.34000000000003,1000000,117235147,120,7.8,5327
494,103,tt0075314,1976,1977,Taxi Driver,Best Picture,"Michael Phillips and Julia Phillips, Producers",4,False,"[80, 18]","['Robert De Niro', 'Jodie Foster', 'Albert Brooks', 'Harvey Keitel']",88.77900000000001,Martin Scorsese,"['Julia Phillips', 'Michael Phillips']",[],52.87500000000004,1300000,28262574,114,8.2,7992
495,891,tt0074119,1976,1977,All the President's Men,Best Adapted Screenplay,William Goldman,8,True,"[18, 36, 9648, 53]","['Robert Redford', 'Dustin Hoffman', 'Jack Warden', 'Martin Balsam']",102.24599999999991,Alan J. Pakula,['Walter Coblenz'],['William Goldman'],36.40000000000004,8500000,70600000,138,7.7,1168
496,42232,tt0074235,1976,1977,Bound for Glory,Best Adapted Screenplay,Robert Getchell,6,False,[10402],"['David Carradine', 'Ronny Cox', 'Melinda Dillon', 'Gail Strickland']",79.20899999999996,Hal Ashby,"['Harold Leventhal', 'Robert F. Blumofe']",['Robert Getchell'],21.86000000000001,0,0,147,7.0,40
497,42236,tt0074291,1976,1977,Fellini's Casanova,Best Adapted Screenplay,"Federico Fellini, Bernardino Zapponi",2,False,"[18, 36, 10749]","['Donald Sutherland', 'Tina Aumont', 'Cicely Browne', 'Carmen Scarpitta']",21.302000000000003,Federico Fellini,['Alberto Grimaldi'],"['Federico Fellini', 'Bernardino Zapponi']",18.997000000000003,0,0,155,7.2,128
498,29578,tt0075194,1976,1977,The Seven-per-cent Solution,Best Adapted Screenplay,Nicholas Meyer,2,False,"[53, 9648]","['Alan Arkin', 'Vanessa Redgrave', 'Robert Duvall', 'Nicol Williamson']",37.62200000000001,Herbert Ross,['Herbert Ross'],['Nicholas Meyer'],25.23900000000002,0,0,113,6.4,60
499,75641,tt0075406,1976,1977,Voyage of the Damned,Best Adapted Screenplay,"Steve Shagan, David Butler",3,False,"[18, 10752]","['Faye Dunaway', 'Oskar Werner', 'Lee Grant', 'Sam Wanamaker']",101.16900000000001,Stuart Rosenberg,['Robert Fryer'],"['Steve Shagan', 'David Butler']",26.754000000000012,7300000,0,155,6.1,33
500,5618,tt0072826,1976,1977,"Cousin, Cousine",Best Original Screenplay,Story and Screenplay by Jean-Charles Tacchella;  Adaptation by Daniele Thompson,3,False,"[35, 10749]","['Marie-Christine Barrault', 'Victor Lanoux', 'Marie-France Pisier', 'Guy Marchand']",31.277000000000022,Jean-Charles Tacchella,['Daniel Toscan du Plantier'],"['Danièle Thompson', 'Jean-Charles Tacchella']",9.039999999999997,0,0,95,6.5,21
501,1723,tt0074554,1976,1977,The Front,Best Original Screenplay,Walter Bernstein,1,False,"[35, 18]","['Woody Allen', 'Michael Murphy', 'Herschel Bernardi', 'Andrea Marcovicci']",23.258000000000006,Martin Ritt,"['Robert Greenhut', 'Martin Ritt']",['Walter Bernstein'],11.075999999999999,0,0,95,6.9,94
502,10774,tt0074958,1976,1977,Network,Best Original Screenplay,Paddy Chayefsky,10,True,[18],"['Faye Dunaway', 'William Holden', 'Peter Finch', 'Robert Duvall']",61.62500000000003,Sidney Lumet,"['Fred C. Caruso', 'Howard Gottfried']",['Paddy Chayefsky'],16.336999999999996,3800000,23689877,122,7.9,1098
503,1366,tt0075148,1976,1977,Rocky,Best Original Screenplay,Sylvester Stallone,10,False,"[18, 28]","['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers']",79.19099999999999,John G. Avildsen,"['Irwin Winkler', 'Robert Chartoff']",['Sylvester Stallone'],64.34000000000003,1000000,117235147,120,7.8,5327
504,37550,tt0075040,1976,1977,Seven Beauties,Best Original Screenplay,Lina Wertmüller,4,False,"[35, 18, 10752]","['Giancarlo Giannini', 'Fernando Rey', 'Shirley Stoler', 'Elena Fiore']",12.928,Lina Wertmüller,"['Giancarlo Giannini', 'Arrigo Colombo', 'Lina Wertmüller']",[],13.861999999999998,0,0,116,7.8,76
505,703,tt0075686,1977,1978,Annie Hall,Best Actor,Woody Allen,5,False,"[35, 18, 10749]","['Woody Allen', 'Diane Keaton', 'Tony Roberts', 'Carol Kane']",124.57799999999982,Woody Allen,"['Charles H. Joffe', 'Jack Rollins', 'Fred T. Gallo']","['Woody Allen', 'Marshall Brickman']",37.98400000000003,4000000,38251425,93,7.8,2878
506,37258,tt0075995,1977,1978,Equus,Best Actor,Richard Burton,3,False,"[18, 9648]","['Richard Burton', 'Peter Firth', 'Joan Plowright', 'Harry Andrews']",31.856000000000005,Sidney Lumet,"['Elliott Kastner', 'Lester Persky']",[],8.751999999999999,0,0,137,7.2,87
507,14741,tt0076095,1977,1978,The Goodbye Girl,Best Actor,Richard Dreyfuss,5,True,"[35, 10749]","['Richard Dreyfuss', 'Marsha Mason', 'Quinn Cummings', 'Paul Benedict']",61.73700000000002,Herbert Ross,"['Roger M. Rothstein', 'Ray Stark']",[],12.034999999999997,0,102000000,111,6.9,97
508,42229,tt0076085,1977,1978,A Special Day,Best Actor,Marcello Mastroianni,2,False,"[18, 10749]","['Sophia Loren', 'Marcello Mastroianni', 'John Vernon', 'Françoise Berd']",19.786000000000005,Ettore Scola,['Carlo Ponti'],[],14.771999999999997,0,0,106,8.2,431
509,11009,tt0076666,1977,1978,Saturday Night Fever,Best Actor,John Travolta,1,False,"[18, 10402]","['John Travolta', 'Karen Lynn Gorney', 'Barry Miller', 'Joseph Cali']",47.99300000000001,John Badham,['Robert Stigwood'],['Norman Wexler'],15.937999999999997,3500000,237113184,118,6.7,1313
510,61280,tt0076843,1977,1978,The Turning Point,Best Actress,Anne Bancroft,11,False,"[18, 10749]","['Anne Bancroft', 'Shirley MacLaine', 'Tom Skerritt', 'Mikhail Baryshnikov']",34.931000000000004,Herbert Ross,"['Herbert Ross', 'Arthur Laurents']",[],9.344,0,0,119,6.5,32
511,42222,tt0076245,1977,1978,Julia,Best Actress,Jane Fonda,11,False,[18],"['Jane Fonda', 'Vanessa Redgrave', 'Jason Robards', 'Maximilian Schell']",40.510000000000005,Fred Zinnemann,['Richard A. Roth'],['Alvin Sargent'],16.444999999999997,0,0,117,6.4,77
512,703,tt0075686,1977,1978,Annie Hall,Best Actress,Diane Keaton,5,True,"[35, 18, 10749]","['Woody Allen', 'Diane Keaton', 'Tony Roberts', 'Carol Kane']",124.57799999999982,Woody Allen,"['Charles H. Joffe', 'Jack Rollins', 'Fred T. Gallo']","['Woody Allen', 'Marshall Brickman']",37.98400000000003,4000000,38251425,93,7.8,2878
513,61280,tt0076843,1977,1978,The Turning Point,Best Actress,Shirley MacLaine,11,False,"[18, 10749]","['Anne Bancroft', 'Shirley MacLaine', 'Tom Skerritt', 'Mikhail Baryshnikov']",34.931000000000004,Herbert Ross,"['Herbert Ross', 'Arthur Laurents']",[],9.344,0,0,119,6.5,32
514,14741,tt0076095,1977,1978,The Goodbye Girl,Best Actress,Marsha Mason,5,False,"[35, 10749]","['Richard Dreyfuss', 'Marsha Mason', 'Quinn Cummings', 'Paul Benedict']",61.73700000000002,Herbert Ross,"['Roger M. Rothstein', 'Ray Stark']",[],12.034999999999997,0,102000000,111,6.9,97
515,703,tt0075686,1977,1978,Annie Hall,Best Director,Woody Allen,5,True,"[35, 18, 10749]","['Woody Allen', 'Diane Keaton', 'Tony Roberts', 'Carol Kane']",124.57799999999982,Woody Allen,"['Charles H. Joffe', 'Jack Rollins', 'Fred T. Gallo']","['Woody Allen', 'Marshall Brickman']",37.98400000000003,4000000,38251425,93,7.8,2878
516,840,tt0075860,1977,1978,Close Encounters of the Third Kind,Best Director,Steven Spielberg,9,False,"[878, 18]","['Richard Dreyfuss', 'François Truffaut', 'Teri Garr', 'Melinda Dillon']",81.7669999999999,Steven Spielberg,"['Clark L. Paylow', 'Julia Phillips', 'Michael Phillips']",[],69.34,20000000,306889114,135,7.4,2926
517,42222,tt0076245,1977,1978,Julia,Best Director,Fred Zinnemann,11,False,[18],"['Jane Fonda', 'Vanessa Redgrave', 'Jason Robards', 'Maximilian Schell']",40.510000000000005,Fred Zinnemann,['Richard A. Roth'],['Alvin Sargent'],16.444999999999997,0,0,117,6.4,77
518,11,tt0076759,1977,1978,Star Wars,Best Director,George Lucas,10,False,"[12, 28, 878]","['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Peter Cushing']",159.05499999999986,George Lucas,"['Gary Kurtz', 'Rick McCallum']",[],70.35199999999999,11000000,775398007,121,8.2,15363
519,61280,tt0076843,1977,1978,The Turning Point,Best Director,Herbert Ross,11,False,"[18, 10749]","['Anne Bancroft', 'Shirley MacLaine', 'Tom Skerritt', 'Mikhail Baryshnikov']",34.931000000000004,Herbert Ross,"['Herbert Ross', 'Arthur Laurents']",[],9.344,0,0,119,6.5,32
520,703,tt0075686,1977,1978,Annie Hall,Best Picture,"Charles H. Joffe, Producer",5,True,"[35, 18, 10749]","['Woody Allen', 'Diane Keaton', 'Tony Roberts', 'Carol Kane']",124.57799999999982,Woody Allen,"['Charles H. Joffe', 'Jack Rollins', 'Fred T. Gallo']","['Woody Allen', 'Marshall Brickman']",37.98400000000003,4000000,38251425,93,7.8,2878
521,14741,tt0076095,1977,1978,The Goodbye Girl,Best Picture,"Ray Stark, Producer",5,False,"[35, 10749]","['Richard Dreyfuss', 'Marsha Mason', 'Quinn Cummings', 'Paul Benedict']",61.73700000000002,Herbert Ross,"['Roger M. Rothstein', 'Ray Stark']",[],12.034999999999997,0,102000000,111,6.9,97
522,42222,tt0076245,1977,1978,Julia,Best Picture,"Richard Roth, Producer",11,False,[18],"['Jane Fonda', 'Vanessa Redgrave', 'Jason Robards', 'Maximilian Schell']",40.510000000000005,Fred Zinnemann,['Richard A. Roth'],['Alvin Sargent'],16.444999999999997,0,0,117,6.4,77
523,11,tt0076759,1977,1978,Star Wars,Best Picture,"Gary Kurtz, Producer",10,False,"[12, 28, 878]","['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Peter Cushing']",159.05499999999986,George Lucas,"['Gary Kurtz', 'Rick McCallum']",[],70.35199999999999,11000000,775398007,121,8.2,15363
524,61280,tt0076843,1977,1978,The Turning Point,Best Picture,"Herbert Ross and Arthur Laurents, Producers",11,False,"[18, 10749]","['Anne Bancroft', 'Shirley MacLaine', 'Tom Skerritt', 'Mikhail Baryshnikov']",34.931000000000004,Herbert Ross,"['Herbert Ross', 'Arthur Laurents']",[],9.344,0,0,119,6.5,32
525,37258,tt0075995,1977,1978,Equus,Best Adapted Screenplay,Peter Shaffer,3,False,"[18, 9648]","['Richard Burton', 'Peter Firth', 'Joan Plowright', 'Harry Andrews']",31.856000000000005,Sidney Lumet,"['Elliott Kastner', 'Lester Persky']",[],8.751999999999999,0,0,137,7.2,87
526,66092,tt0076172,1977,1978,I Never Promised You a Rose Garden,Best Adapted Screenplay,"Gavin Lambert, Lewis John Carlino",1,False,[18],"['Kathleen Quinlan', 'Bibi Andersson', 'Ben Piazza', 'Lorraine Gary']",56.885999999999996,Anthony Page,"['Michael Hausman', 'Edgar J. Scherick']","['Gavin Lambert', 'Lewis John Carlino']",8.474,3000000,0,96,6.7,17
527,42222,tt0076245,1977,1978,Julia,Best Adapted Screenplay,Alvin Sargent,11,True,[18],"['Jane Fonda', 'Vanessa Redgrave', 'Jason Robards', 'Maximilian Schell']",40.510000000000005,Fred Zinnemann,['Richard A. Roth'],['Alvin Sargent'],16.444999999999997,0,0,117,6.4,77
528,24032,tt0076489,1977,1978,"Oh, God!",Best Adapted Screenplay,Larry Gelbart,1,False,"[14, 35]","['John Denver', 'George Burns', 'Teri Garr', 'Donald Pleasence']",61.06900000000002,Carl Reiner,['Jerry Weintraub'],['Larry Gelbart'],10.238999999999997,0,41687243,98,6.3,71
529,5781,tt0075824,1977,1978,That Obscure Object of Desire,Best Adapted Screenplay,"Luis Buñuel, Jean-Claude Carrière",2,False,"[35, 18, 10749]","['Carole Bouquet', 'Ángela Molina', 'Fernando Rey', 'Milena Vukotić']",33.89200000000002,Luis Buñuel,['Serge Silberman'],"['Luis Buñuel', 'Jean-Claude Carrière', 'Pierre Louÿs']",25.183000000000014,0,0,103,7.5,211
530,703,tt0075686,1977,1978,Annie Hall,Best Original Screenplay,"Woody Allen, Marshall Brickman",5,True,"[35, 18, 10749]","['Woody Allen', 'Diane Keaton', 'Tony Roberts', 'Carol Kane']",124.57799999999982,Woody Allen,"['Charles H. Joffe', 'Jack Rollins', 'Fred T. Gallo']","['Woody Allen', 'Marshall Brickman']",37.98400000000003,4000000,38251425,93,7.8,2878
531,14741,tt0076095,1977,1978,The Goodbye Girl,Best Original Screenplay,Neil Simon,5,False,"[35, 10749]","['Richard Dreyfuss', 'Marsha Mason', 'Quinn Cummings', 'Paul Benedict']",61.73700000000002,Herbert Ross,"['Roger M. Rothstein', 'Ray Stark']",[],12.034999999999997,0,102000000,111,6.9,97
532,42228,tt0076301,1977,1978,The Late Show,Best Original Screenplay,Robert Benton,1,False,"[9648, 80, 35]","['Art Carney', 'Lily Tomlin', 'Bill Macy', 'Eugene Roche']",19.221,Robert Benton,['Robert Altman'],['Robert Benton'],16.129999999999995,0,0,93,5.8,28
533,11,tt0076759,1977,1978,Star Wars,Best Original Screenplay,George Lucas,10,False,"[12, 28, 878]","['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Peter Cushing']",159.05499999999986,George Lucas,"['Gary Kurtz', 'Rick McCallum']",[],70.35199999999999,11000000,775398007,121,8.2,15363
534,61280,tt0076843,1977,1978,The Turning Point,Best Original Screenplay,Arthur Laurents,11,False,"[18, 10749]","['Anne Bancroft', 'Shirley MacLaine', 'Tom Skerritt', 'Mikhail Baryshnikov']",34.931000000000004,Herbert Ross,"['Herbert Ross', 'Arthur Laurents']",[],9.344,0,0,119,6.5,32
535,12185,tt0077663,1978,1979,Heaven Can Wait,Best Actor,Warren Beatty,9,False,"[14, 35]","['Warren Beatty', 'Julie Christie', 'James Mason', 'Jack Warden']",55.15100000000002,Buck Henry,['Warren Beatty'],['Elaine May'],13.396999999999997,0,0,101,6.5,245
536,24153,tt0077280,1978,1979,The Buddy Holly Story,Best Actor,Gary Busey,3,False,"[18, 10402]","['Gary Busey', 'Don Stroud', 'Charles Martin Smith', 'Conrad Janis']",27.18600000000001,Steve Rash,[],['Robert Gittler'],6.3679999999999986,1200000,14363400,113,7.2,67
537,11778,tt0077416,1978,1979,The Deer Hunter,Best Actor,Robert De Niro,9,False,"[18, 10752]","['Robert De Niro', 'Christopher Walken', 'John Cazale', 'John Savage']",78.12399999999992,Michael Cimino,"['Michael Deeley', 'Michael Cimino', 'Barry Spikings', 'John Peverall']","['Deric Washburn', 'Michael Cimino']",38.555000000000035,15000000,50000000,184,8.0,2541
538,16241,tt0077269,1978,1979,The Boys from Brazil,Best Actor,Laurence Olivier,3,False,"[18, 9648, 878, 53]","['Gregory Peck', 'Laurence Olivier', 'James Mason', 'Lilli Palmer']",59.661999999999985,Franklin J. Schaffner,[],['Heywood Gould'],17.418,0,0,125,6.7,250
539,31657,tt0077362,1978,1979,Coming Home,Best Actor,Jon Voight,8,True,"[18, 10749, 10752]","['Jane Fonda', 'Jon Voight', 'Bruce Dern', 'Penelope Milford']",46.59500000000002,Hal Ashby,['Jerome Hellman'],"['Waldo Salt', 'Robert C. Jones']",27.53600000000002,3000000,0,127,7.1,115
540,12761,tt0077711,1978,1979,Autumn Sonata,Best Actress,Ingrid Bergman,2,False,[18],"['Ingrid Bergman', 'Liv Ullmann', 'Lena Nyman', 'Halvar Björk']",22.474999999999998,Ingmar Bergman,"['Katinka Faragó', 'Lew Grade', 'Martin Starger', 'Richard Brick']",['Ingmar Bergman'],19.58,0,0,93,8.0,296
541,37672,tt0078199,1978,1979,"Same Time, Next Year",Best Actress,Ellen Burstyn,4,False,"[35, 18, 10749]","['Alan Alda', 'Ellen Burstyn', 'Ivan Bonar', 'Bernie Kuby']",8.168,Robert Mulligan,"['Walter Mirisch', 'Morton Gottlieb']",['Bernard Slade'],7.981999999999998,118,19,119,6.8,50
542,38731,tt0078444,1978,1979,An Unmarried Woman,Best Actress,Jill Clayburgh,3,False,"[18, 10749, 35]","['Jill Clayburgh', 'Alan Bates', 'Michael Murphy', 'Cliff Gorman']",37.44300000000001,Paul Mazursky,"['Paul Mazursky', 'Anthony Ray']",[],10.114999999999998,2515000,24000000,124,6.7,39
543,31657,tt0077362,1978,1979,Coming Home,Best Actress,Jane Fonda,8,True,"[18, 10749, 10752]","['Jane Fonda', 'Jon Voight', 'Bruce Dern', 'Penelope Milford']",46.59500000000002,Hal Ashby,['Jerome Hellman'],"['Waldo Salt', 'Robert C. Jones']",27.53600000000002,3000000,0,127,7.1,115
544,15867,tt0077742,1978,1979,Interiors,Best Actress,Geraldine Page,5,False,[18],"['Kristin Griffith', 'Mary Beth Hurt', 'Richard Jordan', 'Diane Keaton']",26.66400000000001,Woody Allen,"['Charles H. Joffe', 'Jack Rollins']",[],23.03200000000001,10000000,10400000,93,6.9,233
545,31657,tt0077362,1978,1979,Coming Home,Best Director,Hal Ashby,8,False,"[18, 10749, 10752]","['Jane Fonda', 'Jon Voight', 'Bruce Dern', 'Penelope Milford']",46.59500000000002,Hal Ashby,['Jerome Hellman'],"['Waldo Salt', 'Robert C. Jones']",27.53600000000002,3000000,0,127,7.1,115
546,11778,tt0077416,1978,1979,The Deer Hunter,Best Director,Michael Cimino,9,True,"[18, 10752]","['Robert De Niro', 'Christopher Walken', 'John Cazale', 'John Savage']",78.12399999999992,Michael Cimino,"['Michael Deeley', 'Michael Cimino', 'Barry Spikings', 'John Peverall']","['Deric Washburn', 'Michael Cimino']",38.555000000000035,15000000,50000000,184,8.0,2541
547,12185,tt0077663,1978,1979,Heaven Can Wait,Best Director,"Warren Beatty, Buck Henry",9,False,"[14, 35]","['Warren Beatty', 'Julie Christie', 'James Mason', 'Jack Warden']",55.15100000000002,Buck Henry,['Warren Beatty'],['Elaine May'],13.396999999999997,0,0,101,6.5,245
548,15867,tt0077742,1978,1979,Interiors,Best Director,Woody Allen,5,False,[18],"['Kristin Griffith', 'Mary Beth Hurt', 'Richard Jordan', 'Diane Keaton']",26.66400000000001,Woody Allen,"['Charles H. Joffe', 'Jack Rollins']",[],23.03200000000001,10000000,10400000,93,6.9,233
549,11327,tt0077928,1978,1979,Midnight Express,Best Director,Alan Parker,6,False,"[18, 80]","['Brad Davis', 'Irene Miracle', 'Bo Hopkins', 'Paolo Bonacelli']",38.781000000000006,Alan Parker,"['Alan Marshall', 'David Puttnam']","['Oliver Stone', 'William Hoffer', 'Billy Hayes']",20.464000000000006,2300000,35000000,121,7.6,1098
550,31657,tt0077362,1978,1979,Coming Home,Best Picture,"Jerome Hellman, Producer",8,False,"[18, 10749, 10752]","['Jane Fonda', 'Jon Voight', 'Bruce Dern', 'Penelope Milford']",46.59500000000002,Hal Ashby,['Jerome Hellman'],"['Waldo Salt', 'Robert C. Jones']",27.53600000000002,3000000,0,127,7.1,115
551,11778,tt0077416,1978,1979,The Deer Hunter,Best Picture,"Barry Spikings, Michael Deeley, Michael Cimino and John Peverall, Producers",9,True,"[18, 10752]","['Robert De Niro', 'Christopher Walken', 'John Cazale', 'John Savage']",78.12399999999992,Michael Cimino,"['Michael Deeley', 'Michael Cimino', 'Barry Spikings', 'John Peverall']","['Deric Washburn', 'Michael Cimino']",38.555000000000035,15000000,50000000,184,8.0,2541
552,12185,tt0077663,1978,1979,Heaven Can Wait,Best Picture,"Warren Beatty, Producer",9,False,"[14, 35]","['Warren Beatty', 'Julie Christie', 'James Mason', 'Jack Warden']",55.15100000000002,Buck Henry,['Warren Beatty'],['Elaine May'],13.396999999999997,0,0,101,6.5,245
553,11327,tt0077928,1978,1979,Midnight Express,Best Picture,"Alan Marshall and David Puttnam, Producers",6,False,"[18, 80]","['Brad Davis', 'Irene Miracle', 'Bo Hopkins', 'Paolo Bonacelli']",38.781000000000006,Alan Parker,"['Alan Marshall', 'David Puttnam']","['Oliver Stone', 'William Hoffer', 'Billy Hayes']",20.464000000000006,2300000,35000000,121,7.6,1098
554,38731,tt0078444,1978,1979,An Unmarried Woman,Best Picture,"Paul Mazursky and Tony Ray, Producers",3,False,"[18, 10749, 35]","['Jill Clayburgh', 'Alan Bates', 'Michael Murphy', 'Cliff Gorman']",37.44300000000001,Paul Mazursky,"['Paul Mazursky', 'Anthony Ray']",[],10.114999999999998,2515000,24000000,124,6.7,39
555,114096,tt0078878,1978,1979,Bloodbrothers,Best Adapted Screenplay,Walter Newman,1,False,[18],"['Richard Gere', 'Tony Lo Bianco', 'Paul Sorvino', 'Lelia Goldoni']",28.656,Robert Mulligan,['Stephen J. Friedman'],[],13.121999999999998,0,0,116,5.8,11
556,26686,tt0077289,1978,1979,California Suite,Best Adapted Screenplay,Neil Simon,3,False,"[35, 18, 10749]","['Jane Fonda', 'Alan Alda', 'Maggie Smith', 'Michael Caine']",46.223000000000006,Herbert Ross,['Ray Stark'],[],15.830999999999998,0,0,103,6.1,62
557,12185,tt0077663,1978,1979,Heaven Can Wait,Best Adapted Screenplay,"Elaine May, Warren Beatty",9,False,"[14, 35]","['Warren Beatty', 'Julie Christie', 'James Mason', 'Jack Warden']",55.15100000000002,Buck Henry,['Warren Beatty'],['Elaine May'],13.396999999999997,0,0,101,6.5,245
558,11327,tt0077928,1978,1979,Midnight Express,Best Adapted Screenplay,Oliver Stone,6,True,"[18, 80]","['Brad Davis', 'Irene Miracle', 'Bo Hopkins', 'Paolo Bonacelli']",38.781000000000006,Alan Parker,"['Alan Marshall', 'David Puttnam']","['Oliver Stone', 'William Hoffer', 'Billy Hayes']",20.464000000000006,2300000,35000000,121,7.6,1098
559,37672,tt0078199,1978,1979,"Same Time, Next Year",Best Adapted Screenplay,Bernard Slade,4,False,"[35, 18, 10749]","['Alan Alda', 'Ellen Burstyn', 'Ivan Bonar', 'Bernie Kuby']",8.168,Robert Mulligan,"['Walter Mirisch', 'Morton Gottlieb']",['Bernard Slade'],7.981999999999998,118,19,119,6.8,50
560,12761,tt0077711,1978,1979,Autumn Sonata,Best Original Screenplay,Ingmar Bergman,2,False,[18],"['Ingrid Bergman', 'Liv Ullmann', 'Lena Nyman', 'Halvar Björk']",22.474999999999998,Ingmar Bergman,"['Katinka Faragó', 'Lew Grade', 'Martin Starger', 'Richard Brick']",['Ingmar Bergman'],19.58,0,0,93,8.0,296
561,31657,tt0077362,1978,1979,Coming Home,Best Original Screenplay,"Story by Nancy Dowd;  Screenplay by Waldo Salt, Robert C. Jones",8,True,"[18, 10749, 10752]","['Jane Fonda', 'Jon Voight', 'Bruce Dern', 'Penelope Milford']",46.59500000000002,Hal Ashby,['Jerome Hellman'],"['Waldo Salt', 'Robert C. Jones']",27.53600000000002,3000000,0,127,7.1,115
562,11778,tt0077416,1978,1979,The Deer Hunter,Best Original Screenplay,"Story by Michael Cimino, Deric Washburn, Louis Garfinkle, Quinn K. Redeker;  Screenplay by Deric Washburn",9,False,"[18, 10752]","['Robert De Niro', 'Christopher Walken', 'John Cazale', 'John Savage']",78.12399999999992,Michael Cimino,"['Michael Deeley', 'Michael Cimino', 'Barry Spikings', 'John Peverall']","['Deric Washburn', 'Michael Cimino']",38.555000000000035,15000000,50000000,184,8.0,2541
563,15867,tt0077742,1978,1979,Interiors,Best Original Screenplay,Woody Allen,5,False,[18],"['Kristin Griffith', 'Mary Beth Hurt', 'Richard Jordan', 'Diane Keaton']",26.66400000000001,Woody Allen,"['Charles H. Joffe', 'Jack Rollins']",[],23.03200000000001,10000000,10400000,93,6.9,233
