,tmdb_id,imdb_id,year_film,year_ceremony,film,oscar_category,nominee,no_oscar_nominations,oscar_win,genre_id,staring_casts,casts_popularity,director,producers,screenplay,crew_popularity,budget,revenue,runtime,tmdb_vote_average,tmdb_vote_count
1171,55123,tt0161023,1999,2000,Tumbleweeds,Best Actress,Janet McTeer,1,False,"[35, 18]","['Janet McTeer', 'Kimberly J. Brown', 'Jay O. Sanders', ""Gavin O'Connor""]",16.116,Gavin O'Connor,[],[],2.636,312000,1281176,102,6.6,28
1172,20024,tt0172396,1999,2000,The End of the Affair,Best Actress,Julianne Moore,2,False,[18],"['Ralph Fiennes', 'Stephen Rea', 'Julianne Moore', 'James Bolam']",50.077000000000005,Neil Jordan,"['Stephen Woolley', 'Neil Jordan']",['Neil Jordan'],17.482,23000000,10827816,102,6.8,164
1173,26149,tt0166943,1999,2000,Music of the Heart,Best Actress,Meryl Streep,2,False,[18],"['Meryl Streep', 'Angela Bassett', 'Cloris Leachman', 'Aidan Quinn']",45.10300000000001,Wes Craven,"['Marianne Maddalena', 'Susan Kaplan', 'Walter Scheuer', 'Allan Miller']",['Pamela Gray'],23.60000000000001,27000000,14859394,124,6.8,142
1174,226,tt0171804,1999,2000,Boys Don't Cry,Best Actress,Hilary Swank,2,True,"[80, 18]","['Hilary Swank', 'Chloë Sevigny', 'Peter Sarsgaard', 'Brendan Sexton III']",44.70000000000001,Kimberly Peirce,"['John Hart', 'Eva Kolodner', 'Christine Vachon', 'Jeffrey Sharp', 'Brad Simpson', 'Morton Swinsky']",[],24.933000000000007,2000000,11540607,118,7.5,915
1175,14,tt0169547,1999,2000,American Beauty,Best Director,Sam Mendes,8,True,[18],"['Kevin Spacey', 'Annette Bening', 'Thora Birch', 'Wes Bentley']",89.12299999999995,Sam Mendes,"['Bruce Cohen', 'Dan Jinks']",['Alan Ball'],142.6509999999996,15000000,356296601,122,8.0,9146
1176,492,tt0120601,1999,2000,Being John Malkovich,Best Director,Spike Jonze,3,False,"[35, 18, 14]","['John Cusack', 'John Malkovich', 'Cameron Diaz', 'Catherine Keener']",140.43399999999983,Spike Jonze,"['Steve Golin', 'Vincent Landay', 'Sandy Stern', 'Michael Stipe']",[],27.694000000000017,13000000,22863596,113,7.4,3043
1177,1715,tt0124315,1999,2000,The Cider House Rules,Best Director,Lasse Hallström,7,False,[18],"['Tobey Maguire', 'Charlize Theron', 'Delroy Lindo', 'Paul Rudd']",84.58399999999999,Lasse Hallström,"['Alan C. Blomquist', 'Leslie Holleran', 'Richard N. Gladstein', 'Lila Yacoub']",['John Irving'],29.484000000000016,24000000,88545092,126,7.0,791
1178,9008,tt0140352,1999,2000,The Insider,Best Director,Michael Mann,7,False,"[18, 53, 36]","['Al Pacino', 'Russell Crowe', 'Christopher Plummer', 'Diane Venora']",151.63399999999987,Michael Mann,"['Michael Mann', 'Pieter Jan Brugge']","['Eric Roth', 'Michael Mann']",57.52700000000004,90000000,60289912,157,7.5,1222
1179,745,tt0167404,1999,2000,The Sixth Sense,Best Director,M. Night Shyamalan,6,False,"[9648, 53, 18]","['Bruce Willis', 'Haley Joel Osment', 'Toni Collette', 'Olivia Williams']",95.98499999999994,M. Night Shyamalan,"['Kathleen Kennedy', 'Frank Marshall', 'Barry Mendel']",[],101.25899999999983,40000000,672806292,107,7.9,8441
1180,14,tt0169547,1999,2000,American Beauty,Best Picture,"Bruce Cohen and Dan Jinks, Producers",8,True,[18],"['Kevin Spacey', 'Annette Bening', 'Thora Birch', 'Wes Bentley']",89.12299999999995,Sam Mendes,"['Bruce Cohen', 'Dan Jinks']",['Alan Ball'],142.6509999999996,15000000,356296601,122,8.0,9146
1181,1715,tt0124315,1999,2000,The Cider House Rules,Best Picture,"Richard N. Gladstein, Producer",7,False,[18],"['Tobey Maguire', 'Charlize Theron', 'Delroy Lindo', 'Paul Rudd']",84.58399999999999,Lasse Hallström,"['Alan C. Blomquist', 'Leslie Holleran', 'Richard N. Gladstein', 'Lila Yacoub']",['John Irving'],29.484000000000016,24000000,88545092,126,7.0,791
1182,497,tt0120689,1999,2000,The Green Mile,Best Picture,"David Valdes and Frank Darabont, Producers",4,False,"[14, 18, 80]","['Tom Hanks', 'David Morse', 'Bonnie Hunt', 'Michael Clarke Duncan']",122.03899999999997,Frank Darabont,"['David Valdes', 'Frank Darabont']",['Frank Darabont'],64.13600000000002,60000000,286801374,189,8.5,12063
1183,9008,tt0140352,1999,2000,The Insider,Best Picture,"Michael Mann and Pieter Jan Brugge, Producers",7,False,"[18, 53, 36]","['Al Pacino', 'Russell Crowe', 'Christopher Plummer', 'Diane Venora']",151.63399999999987,Michael Mann,"['Michael Mann', 'Pieter Jan Brugge']","['Eric Roth', 'Michael Mann']",57.52700000000004,90000000,60289912,157,7.5,1222
1184,745,tt0167404,1999,2000,The Sixth Sense,Best Picture,"Frank Marshall, Kathleen Kennedy and Barry Mendel, Producers",6,False,"[9648, 53, 18]","['Bruce Willis', 'Haley Joel Osment', 'Toni Collette', 'Olivia Williams']",95.98499999999994,M. Night Shyamalan,"['Kathleen Kennedy', 'Frank Marshall', 'Barry Mendel']",[],101.25899999999983,40000000,672806292,107,7.9,8441
1185,1715,tt0124315,1999,2000,The Cider House Rules,Best Adapted Screenplay,John Irving,7,True,[18],"['Tobey Maguire', 'Charlize Theron', 'Delroy Lindo', 'Paul Rudd']",84.58399999999999,Lasse Hallström,"['Alan C. Blomquist', 'Leslie Holleran', 'Richard N. Gladstein', 'Lila Yacoub']",['John Irving'],29.484000000000016,24000000,88545092,126,7.0,791
1186,9451,tt0126886,1999,2000,Election,Best Adapted Screenplay,"Alexander Payne, Jim Taylor",1,False,[35],"['Matthew Broderick', 'Reese Witherspoon', 'Chris Klein', 'Jessica Campbell']",50.559000000000026,Alexander Payne,"['Albert Berger', 'Ron Yerxa', 'Keith Samples', 'David Gale']","['Jim Taylor', 'Alexander Payne']",51.84700000000003,0,0,99,6.8,678
1187,497,tt0120689,1999,2000,The Green Mile,Best Adapted Screenplay,Frank Darabont,4,False,"[14, 18, 80]","['Tom Hanks', 'David Morse', 'Bonnie Hunt', 'Michael Clarke Duncan']",122.03899999999997,Frank Darabont,"['David Valdes', 'Frank Darabont']",['Frank Darabont'],64.13600000000002,60000000,286801374,189,8.5,12063
1188,9008,tt0140352,1999,2000,The Insider,Best Adapted Screenplay,"Eric Roth, Michael Mann",7,False,"[18, 53, 36]","['Al Pacino', 'Russell Crowe', 'Christopher Plummer', 'Diane Venora']",151.63399999999987,Michael Mann,"['Michael Mann', 'Pieter Jan Brugge']","['Eric Roth', 'Michael Mann']",57.52700000000004,90000000,60289912,157,7.5,1222
1189,1213,tt0134119,1999,2000,The Talented Mr. Ripley,Best Adapted Screenplay,Anthony Minghella,5,False,"[53, 80, 18]","['Matt Damon', 'Gwyneth Paltrow', 'Jude Law', 'Cate Blanchett']",121.23399999999984,Anthony Minghella,"['Tom Sternberg', 'William Horberg']",['Anthony Minghella'],56.44700000000003,40000000,128798265,139,7.2,2336
1190,14,tt0169547,1999,2000,American Beauty,Best Original Screenplay,Alan Ball,8,True,[18],"['Kevin Spacey', 'Annette Bening', 'Thora Birch', 'Wes Bentley']",89.12299999999995,Sam Mendes,"['Bruce Cohen', 'Dan Jinks']",['Alan Ball'],142.6509999999996,15000000,356296601,122,8.0,9146
1191,492,tt0120601,1999,2000,Being John Malkovich,Best Original Screenplay,Charlie Kaufman,3,False,"[35, 18, 14]","['John Cusack', 'John Malkovich', 'Cameron Diaz', 'Catherine Keener']",140.43399999999983,Spike Jonze,"['Steve Golin', 'Vincent Landay', 'Sandy Stern', 'Michael Stipe']",[],27.694000000000017,13000000,22863596,113,7.4,3043
1192,334,tt0175880,1999,2000,Magnolia,Best Original Screenplay,Paul Thomas Anderson,3,False,[18],"['Jeremy Blackman', 'Tom Cruise', 'Philip Baker Hall', 'Philip Seymour Hoffman']",135.26699999999997,Paul Thomas Anderson,"['Dylan Tichenor', 'Paul Thomas Anderson', 'Daniel Lupi', 'JoAnne Sellar']",['Paul Thomas Anderson'],52.14900000000001,37000000,48451803,189,7.7,2362
1193,745,tt0167404,1999,2000,The Sixth Sense,Best Original Screenplay,M. Night Shyamalan,6,False,"[9648, 53, 18]","['Bruce Willis', 'Haley Joel Osment', 'Toni Collette', 'Olivia Williams']",95.98499999999994,M. Night Shyamalan,"['Kathleen Kennedy', 'Frank Marshall', 'Barry Mendel']",[],101.25899999999983,40000000,672806292,107,7.9,8441
1194,46435,tt0151568,1999,2000,Topsy-Turvy,Best Original Screenplay,Mike Leigh,4,False,"[35, 18, 10402]","['Allan Corduner', 'Jim Broadbent', 'Timothy Spall', 'Dexter Fletcher']",132.05999999999983,Mike Leigh,['Simon Channing Williams'],[],12.331999999999999,0,0,160,6.7,92
1195,5001,tt0247196,2000,2001,Before Night Falls,Best Actor,Javier Bardem,1,False,[18],"['Javier Bardem', 'Olivier Martinez', 'Johnny Depp', 'Andrea Di Stefano']",78.546,Julian Schnabel,"['Jon Kilik', 'Matthias Ehrenberg']",[],16.147999999999996,0,8524534,134,6.7,182
1196,98,tt0172495,2000,2001,Gladiator,Best Actor,Russell Crowe,12,True,"[28, 18, 12]","['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen', 'Oliver Reed']",111.22600000000001,Ridley Scott,"['David Franzoni', 'Branko Lustig', 'Douglas Wick']","['David Franzoni', 'John Logan', 'William Nicholson']",157.4159999999995,103000000,465361176,155,8.2,13436
1197,8358,tt0162222,2000,2001,Cast Away,Best Actor,Tom Hanks,2,False,"[12, 18]","['Tom Hanks', 'Helen Hunt', 'Chris Noth', 'Paul Sanchez']",78.412,Robert Zemeckis,"['Robert Zemeckis', 'Steve Starkey', 'Tom Hanks', 'Jack Rapke']",['William Broyles Jr.'],176.3399999999994,90000000,429632142,143,7.6,8349
1198,12509,tt0183659,2000,2001,Pollock,Best Actor,Ed Harris,2,False,"[18, 10749]","['Ed Harris', 'Marcia Gay Harden', 'Tom Bower', 'Jennifer Connelly']",93.00599999999991,Ed Harris,"['Ed Harris', 'Jon Kilik', 'Fred Berner', 'James Francis Trezza']","['Susan Emshwiller', 'Barbara Turner']",39.82800000000003,6,8,122,6.7,211
1199,10876,tt0180073,2000,2001,Quills,Best Actor,Geoffrey Rush,3,False,[18],"['Geoffrey Rush', 'Kate Winslet', 'Joaquin Phoenix', 'Michael Caine']",77.08999999999996,Philip Kaufman,"['Nick Wechsler', 'Julia Chasman', 'Peter Kaufman']",['Doug Wright'],81.70899999999989,13500000,7060876,124,7.2,428
1200,6521,tt0208874,2000,2001,The Contender,Best Actress,Joan Allen,2,False,"[18, 53]","['Gary Oldman', 'Joan Allen', 'Jeff Bridges', 'Christian Slater']",88.1829999999999,Rod Lurie,"['Willi Bär', 'Marc Frydman', 'Douglas Urbanski', 'James Spies']",[],31.35500000000001,20000000,22428990,126,6.7,152
1201,392,tt0241303,2000,2001,Chocolat,Best Actress,Juliette Binoche,5,False,"[35, 18, 10749]","['Juliette Binoche', 'Alfred Molina', 'Johnny Depp', 'Judi Dench']",90.27199999999998,Lasse Hallström,"['David Brown', 'Mark Cooper', 'Kit Golden', 'Leslie Holleran']","['Joanne Harris', 'Robert Nelson Jacobs']",34.00500000000001,25000000,152500343,121,6.9,2500
1202,641,tt0180093,2000,2001,Requiem for a Dream,Best Actress,Ellen Burstyn,1,False,"[80, 18, 53]","['Ellen Burstyn', 'Jared Leto', 'Jennifer Connelly', 'Marlon Wayans']",119.3479999999998,Darren Aronofsky,"['Eric Watson', 'Palmer West']","['Darren Aronofsky', 'Hubert Selby Jr.']",29.591000000000015,4500000,7390108,102,8.0,7113
1203,14295,tt0203230,2000,2001,You Can Count on Me,Best Actress,Laura Linney,2,False,"[18, 10751]","['Laura Linney', 'Mark Ruffalo', 'Matthew Broderick', 'Jon Tenney']",47.09200000000001,Kenneth Lonergan,"['John Hart', 'Jeffrey Sharp', 'Barbara De Fina', 'Larry Meistrich']",[],26.482000000000017,0,0,111,6.9,197
1204,462,tt0195685,2000,2001,Erin Brockovich,Best Actress,Julia Roberts,5,True,[18],"['Julia Roberts', 'Albert Finney', 'Aaron Eckhart', 'Marg Helgenberger']",102.88399999999992,Steven Soderbergh,"['Danny DeVito', 'Michael Shamberg', 'Stacey Sher']",[],111.35599999999974,52000000,256271286,131,7.4,2133
1205,71,tt0249462,2000,2001,Billy Elliot,Best Director,Stephen Daldry,3,False,"[18, 35, 10402]","['Jamie Bell', 'Julie Walters', 'Jean Heywood', 'Jamie Draven']",35.739999999999995,Stephen Daldry,"['Greg Brenman', 'Jonathan Finn', 'Charles Brand', 'Tessa Ross', 'David M. Thompson', 'Natascha Wharton']",[],15.065999999999999,5000000,109280263,110,7.6,2868
1206,146,tt0190332,2000,2001,"Crouching Tiger, Hidden Dragon",Best Director,Ang Lee,10,False,"[12, 18, 28, 10749]","['Chow Yun-Fat', 'Michelle Yeoh', 'Zhang Ziyi', 'Chang Chen']",30.962000000000003,Ang Lee,"['William Kong', 'Ang Lee', 'Li-Kong Hsu']","['James Schamus', 'Wang Hui-Ling', 'Kuo Jung Tsai']",75.80899999999995,17000000,213525736,120,7.4,2194
1207,462,tt0195685,2000,2001,Erin Brockovich,Best Director,Steven Soderbergh,5,False,[18],"['Julia Roberts', 'Albert Finney', 'Aaron Eckhart', 'Marg Helgenberger']",102.88399999999992,Steven Soderbergh,"['Danny DeVito', 'Michael Shamberg', 'Stacey Sher']",[],111.35599999999974,52000000,256271286,131,7.4,2133
1208,98,tt0172495,2000,2001,Gladiator,Best Director,Ridley Scott,12,False,"[28, 18, 12]","['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen', 'Oliver Reed']",111.22600000000001,Ridley Scott,"['David Franzoni', 'Branko Lustig', 'Douglas Wick']","['David Franzoni', 'John Logan', 'William Nicholson']",157.4159999999995,103000000,465361176,155,8.2,13436
1209,1900,tt0181865,2000,2001,Traffic,Best Director,Steven Soderbergh,5,True,"[53, 18, 80]","['Benicio del Toro', 'Jacob Vargas', 'Andrew Chavez', 'Michael Saucedo']",228.3249999999996,Steven Soderbergh,"['Edward Zwick', 'Marshall Herskovitz', 'Laura Bickford']","['Stephen Gaghan', 'Simon Moore']",24.454000000000015,48000000,207515725,147,7.1,1397
1210,392,tt0241303,2000,2001,Chocolat,Best Picture,"David Brown, Kit Golden and Leslie Holleran, Producers",5,False,"[35, 18, 10749]","['Juliette Binoche', 'Alfred Molina', 'Johnny Depp', 'Judi Dench']",90.27199999999998,Lasse Hallström,"['David Brown', 'Mark Cooper', 'Kit Golden', 'Leslie Holleran']","['Joanne Harris', 'Robert Nelson Jacobs']",34.00500000000001,25000000,152500343,121,6.9,2500
1211,146,tt0190332,2000,2001,"Crouching Tiger, Hidden Dragon",Best Picture,"Bill Kong, Hsu Li Kong and Ang Lee, Producers",10,False,"[12, 18, 28, 10749]","['Chow Yun-Fat', 'Michelle Yeoh', 'Zhang Ziyi', 'Chang Chen']",30.962000000000003,Ang Lee,"['William Kong', 'Ang Lee', 'Li-Kong Hsu']","['James Schamus', 'Wang Hui-Ling', 'Kuo Jung Tsai']",75.80899999999995,17000000,213525736,120,7.4,2194
1212,462,tt0195685,2000,2001,Erin Brockovich,Best Picture,"Danny DeVito, Michael Shamberg and Stacey Sher, Producers",5,False,[18],"['Julia Roberts', 'Albert Finney', 'Aaron Eckhart', 'Marg Helgenberger']",102.88399999999992,Steven Soderbergh,"['Danny DeVito', 'Michael Shamberg', 'Stacey Sher']",[],111.35599999999974,52000000,256271286,131,7.4,2133
1213,98,tt0172495,2000,2001,Gladiator,Best Picture,"Douglas Wick, David Franzoni and Branko Lustig, Producers",12,True,"[28, 18, 12]","['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen', 'Oliver Reed']",111.22600000000001,Ridley Scott,"['David Franzoni', 'Branko Lustig', 'Douglas Wick']","['David Franzoni', 'John Logan', 'William Nicholson']",157.4159999999995,103000000,465361176,155,8.2,13436
1214,1900,tt0181865,2000,2001,Traffic,Best Picture,"Edward Zwick, Marshall Herskovitz and Laura Bickford, Producers",5,False,"[53, 18, 80]","['Benicio del Toro', 'Jacob Vargas', 'Andrew Chavez', 'Michael Saucedo']",228.3249999999996,Steven Soderbergh,"['Edward Zwick', 'Marshall Herskovitz', 'Laura Bickford']","['Stephen Gaghan', 'Simon Moore']",24.454000000000015,48000000,207515725,147,7.1,1397
1215,392,tt0241303,2000,2001,Chocolat,Best Adapted Screenplay,Screenplay by Robert Nelson Jacobs,5,False,"[35, 18, 10749]","['Juliette Binoche', 'Alfred Molina', 'Johnny Depp', 'Judi Dench']",90.27199999999998,Lasse Hallström,"['David Brown', 'Mark Cooper', 'Kit Golden', 'Leslie Holleran']","['Joanne Harris', 'Robert Nelson Jacobs']",34.00500000000001,25000000,152500343,121,6.9,2500
1216,146,tt0190332,2000,2001,"Crouching Tiger, Hidden Dragon",Best Adapted Screenplay,Written by Wang Hui Ling and James Schamus and Tsai Kuo Jung,10,False,"[12, 18, 28, 10749]","['Chow Yun-Fat', 'Michelle Yeoh', 'Zhang Ziyi', 'Chang Chen']",30.962000000000003,Ang Lee,"['William Kong', 'Ang Lee', 'Li-Kong Hsu']","['James Schamus', 'Wang Hui-Ling', 'Kuo Jung Tsai']",75.80899999999995,17000000,213525736,120,7.4,2194
1217,134,tt0190590,2000,2001,"O Brother, Where Art Thou?",Best Adapted Screenplay,Written by Ethan Coen & Joel Coen,2,False,"[12, 35, 80]","['George Clooney', 'John Turturro', 'Tim Blake Nelson', 'John Goodman']",81.59000000000002,Joel Coen,['Ethan Coen'],"['Joel Coen', 'Ethan Coen']",55.79400000000002,26000000,71868327,107,7.3,2883
1218,1900,tt0181865,2000,2001,Traffic,Best Adapted Screenplay,Screenplay by Stephen Gaghan,5,True,"[53, 18, 80]","['Benicio del Toro', 'Jacob Vargas', 'Andrew Chavez', 'Michael Saucedo']",228.3249999999996,Steven Soderbergh,"['Edward Zwick', 'Marshall Herskovitz', 'Laura Bickford']","['Stephen Gaghan', 'Simon Moore']",24.454000000000015,48000000,207515725,147,7.1,1397
1219,11004,tt0185014,2000,2001,Wonder Boys,Best Adapted Screenplay,Screenplay by Steve Kloves,3,False,"[35, 18]","['Michael Douglas', 'Tobey Maguire', 'Frances McDormand', 'Katie Holmes']",85.756,Curtis Hanson,"['Curtis Hanson', 'Scott Rudin']",['Steve Kloves'],12.381,35000000,0,111,6.9,391
1220,786,tt0181875,2000,2001,Almost Famous,Best Original Screenplay,Written by Cameron Crowe,4,True,"[18, 10402]","['Billy Crudup', 'Frances McDormand', 'Kate Hudson', 'Patrick Fugit']",126.36599999999994,Cameron Crowe,"['Ian Bryce', 'Cameron Crowe', 'Lisa Stewart', 'Steven P. Saeta', 'Scott M. Martin', 'Marty P. Ewing']",['Cameron Crowe'],16.561999999999998,60000000,47383689,122,7.5,1853
1221,71,tt0249462,2000,2001,Billy Elliot,Best Original Screenplay,Written by Lee Hall,3,False,"[18, 35, 10402]","['Jamie Bell', 'Julie Walters', 'Jean Heywood', 'Jamie Draven']",35.739999999999995,Stephen Daldry,"['Greg Brenman', 'Jonathan Finn', 'Charles Brand', 'Tessa Ross', 'David M. Thompson', 'Natascha Wharton']",[],15.065999999999999,5000000,109280263,110,7.6,2868
1222,462,tt0195685,2000,2001,Erin Brockovich,Best Original Screenplay,Written by Susannah Grant,5,False,[18],"['Julia Roberts', 'Albert Finney', 'Aaron Eckhart', 'Marg Helgenberger']",102.88399999999992,Steven Soderbergh,"['Danny DeVito', 'Michael Shamberg', 'Stacey Sher']",[],111.35599999999974,52000000,256271286,131,7.4,2133
1223,98,tt0172495,2000,2001,Gladiator,Best Original Screenplay,Screenplay by David Franzoni and John Logan and William Nicholson;  Story by David Franzoni,12,False,"[28, 18, 12]","['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen', 'Oliver Reed']",111.22600000000001,Ridley Scott,"['David Franzoni', 'Branko Lustig', 'Douglas Wick']","['David Franzoni', 'John Logan', 'William Nicholson']",157.4159999999995,103000000,465361176,155,8.2,13436
1224,14295,tt0203230,2000,2001,You Can Count on Me,Best Original Screenplay,Written by Kenneth Lonergan,2,False,"[18, 10751]","['Laura Linney', 'Mark Ruffalo', 'Matthew Broderick', 'Jon Tenney']",47.09200000000001,Kenneth Lonergan,"['John Hart', 'Jeffrey Sharp', 'Barbara De Fina', 'Larry Meistrich']",[],26.482000000000017,0,0,111,6.9,197
1225,453,tt0268978,2001,2002,A Beautiful Mind,Best Actor,Russell Crowe,8,False,"[18, 10749]","['Russell Crowe', 'Jennifer Connelly', 'Ed Harris', 'Paul Bettany']",108.04499999999989,Ron Howard,"['Brian Grazer', 'Ron Howard', 'Maureen Peyrot', 'Kathleen McGill']","['Akiva Goldsman', 'Sylvia Nasar']",121.32799999999973,60000000,313542341,135,7.8,7543
1226,10950,tt0277027,2001,2002,I Am Sam,Best Actor,Sean Penn,1,False,[18],"['Sean Penn', 'Michelle Pfeiffer', 'Dianne Wiest', 'Dakota Fanning']",104.93699999999994,Jessie Nelson,"['Edward Zwick', 'Marshall Herskovitz', 'Richard Solomon', 'Jessie Nelson']","['Jessie Nelson', 'Kristine Johnson']",35.11800000000001,22000000,92542418,132,7.5,1612
1227,8489,tt0248667,2001,2002,Ali,Best Actor,Will Smith,2,False,[18],"['Will Smith', 'Jamie Foxx', 'Jon Voight', 'Mario Van Peebles']",173.51499999999993,Michael Mann,"['Michael Mann', 'Jon Peters', 'James Lassiter', 'Paul Ardaji']","['Eric Roth', 'Michael Mann', 'Christopher Wilkinson', 'Stephen J. Rivele']",38.04500000000002,107000000,87713825,157,6.8,1195
1228,2034,tt0139654,2001,2002,Training Day,Best Actor,Denzel Washington,2,True,"[28, 80, 18, 53]","['Denzel Washington', 'Ethan Hawke', 'Scott Glenn', 'Tom Berenger']",136.42999999999995,Antoine Fuqua,"['Jeffrey Silver', 'Robert F. Newmyer']",['David Ayer'],53.11700000000003,45000000,104876233,122,7.4,4037
1229,1999,tt0247425,2001,2002,In the Bedroom,Best Actor,Tom Wilkinson,5,False,"[18, 53]","['Tom Wilkinson', 'Sissy Spacek', 'Nick Stahl', 'Marisa Tomei']",40.721,Todd Field,"['Ross Katz', 'Todd Field', 'Graham Leader']","['Todd Field', 'Robert Festinger']",13.387999999999998,1700000,0,130,6.9,209
1230,1365,tt0285742,2001,2002,Monster's Ball,Best Actress,Halle Berry,2,True,"[18, 10749]","['Billy Bob Thornton', 'Halle Berry', 'Heath Ledger', 'Sean Combs']",41.23500000000002,Marc Forster,['Lee Daniels'],"['Milo Addica', 'Will Rokos']",20.204,4000000,44909486,113,6.7,628
1231,11889,tt0280778,2001,2002,Iris,Best Actress,Judi Dench,3,False,"[18, 10749]","['Judi Dench', 'Jim Broadbent', 'Kate Winslet', 'Hugh Bonneville']",44.71399999999999,Richard Eyre,"['Scott Rudin', 'Robert Fox']","['Richard Eyre', 'Charles Wood']",25.883,0,0,91,6.4,124
1232,824,tt0203009,2001,2002,Moulin Rouge,Best Actress,Nicole Kidman,8,False,"[18, 10749, 10402]","['Nicole Kidman', 'Ewan McGregor', 'John Leguizamo', 'Jim Broadbent']",160.22899999999947,Baz Luhrmann,"['Steve E. Andrews', 'Baz Luhrmann', 'Catherine Martin', 'Martin Brown', 'Fred Baron', 'Catherine Knapman']","['Baz Luhrmann', 'Craig Pearce']",22.626000000000012,52500000,179213434,127,7.6,3451
1233,1999,tt0247425,2001,2002,In the Bedroom,Best Actress,Sissy Spacek,5,False,"[18, 53]","['Tom Wilkinson', 'Sissy Spacek', 'Nick Stahl', 'Marisa Tomei']",40.721,Todd Field,"['Ross Katz', 'Todd Field', 'Graham Leader']","['Todd Field', 'Robert Festinger']",13.387999999999998,1700000,0,130,6.9,209
1234,634,tt0243155,2001,2002,Bridget Jones's Diary,Best Actress,Renée Zellweger,1,False,"[35, 10749, 18]","['Renée Zellweger', 'Colin Firth', 'Hugh Grant', 'Gemma Jones']",85.85299999999998,Sharon Maguire,"['Tim Bevan', 'Eric Fellner', 'Jonathan Cavendish']","['Richard Curtis', 'Helen Fielding', 'Andrew Davies']",101.70499999999971,25000000,281929795,97,6.7,3792
1235,453,tt0268978,2001,2002,A Beautiful Mind,Best Director,Ron Howard,8,True,"[18, 10749]","['Russell Crowe', 'Jennifer Connelly', 'Ed Harris', 'Paul Bettany']",108.04499999999989,Ron Howard,"['Brian Grazer', 'Ron Howard', 'Maureen Peyrot', 'Kathleen McGill']","['Akiva Goldsman', 'Sylvia Nasar']",121.32799999999973,60000000,313542341,135,7.8,7543
1236,855,tt0265086,2001,2002,Black Hawk Down,Best Director,Ridley Scott,4,False,"[28, 36, 10752]","['Josh Hartnett', 'Ewan McGregor', 'Jason Isaacs', 'Tom Sizemore']",152.3379999999999,Ridley Scott,"['Jerry Bruckheimer', 'Ridley Scott']",['Ken Nolan'],216.76799999999912,92000000,172989651,145,7.4,4022
1237,5279,tt0280707,2001,2002,Gosford Park,Best Director,Robert Altman,7,False,"[18, 9648, 53]","['Maggie Smith', 'Michael Gambon', 'Kristin Scott Thomas', 'Camilla Rutherford']",139.05299999999994,Robert Altman,"['Robert Altman', 'David Levy', 'Julian Fellowes', 'Bob Balaban', 'Joshua Astrachan', 'Jane Frazer']",['Julian Fellowes'],38.837,19800000,87754044,131,6.9,706
1238,120,tt0120737,2001,2002,The Lord of the Rings: The Fellowship of the Ring,Best Director,Peter Jackson,13,False,"[12, 14, 28]","['Elijah Wood', 'Ian McKellen', 'Liv Tyler', 'Viggo Mortensen']",258.7529999999997,Peter Jackson,"['Barrie M. Osborne', 'Peter Jackson', 'Fran Walsh', 'Tim Sanders']","['Peter Jackson', 'Fran Walsh', 'Philippa Boyens']",138.55799999999968,93000000,871368364,179,8.3,18887
1239,1018,tt0166924,2001,2002,Mulholland Drive,Best Director,David Lynch,1,False,"[53, 18, 9648]","['Naomi Watts', 'Laura Harring', 'Justin Theroux', 'Ann Miller']",115.23299999999996,David Lynch,"['Alain Sarde', 'Mary Sweeney', 'Neal Edelstein', 'Michael Polaire', 'Tony Krantz']",[],39.84100000000003,15000000,20117339,147,7.8,4244
1240,453,tt0268978,2001,2002,A Beautiful Mind,Best Picture,"Brian Grazer and Ron Howard, Producers",8,True,"[18, 10749]","['Russell Crowe', 'Jennifer Connelly', 'Ed Harris', 'Paul Bettany']",108.04499999999989,Ron Howard,"['Brian Grazer', 'Ron Howard', 'Maureen Peyrot', 'Kathleen McGill']","['Akiva Goldsman', 'Sylvia Nasar']",121.32799999999973,60000000,313542341,135,7.8,7543
1241,5279,tt0280707,2001,2002,Gosford Park,Best Picture,"Robert Altman, Bob Balaban and David Levy, Producers",7,False,"[18, 9648, 53]","['Maggie Smith', 'Michael Gambon', 'Kristin Scott Thomas', 'Camilla Rutherford']",139.05299999999994,Robert Altman,"['Robert Altman', 'David Levy', 'Julian Fellowes', 'Bob Balaban', 'Joshua Astrachan', 'Jane Frazer']",['Julian Fellowes'],38.837,19800000,87754044,131,6.9,706
1242,1999,tt0247425,2001,2002,In the Bedroom,Best Picture,"Graham Leader, Ross Katz and Todd Field, Producers",5,False,"[18, 53]","['Tom Wilkinson', 'Sissy Spacek', 'Nick Stahl', 'Marisa Tomei']",40.721,Todd Field,"['Ross Katz', 'Todd Field', 'Graham Leader']","['Todd Field', 'Robert Festinger']",13.387999999999998,1700000,0,130,6.9,209
