,tmdb_id,imdb_id,year_film,year_ceremony,film,oscar_category,nominee,oscar_win,no_oscar_wins,no_oscar_nominations,genre_id,staring_casts,casts_popularity,director,producers,screenplay,crew_popularity,budget,revenue,runtime,tmdb_vote_average,tmdb_vote_count,imdb_rating,imdb_votes,rotten_tomatoes_rating,metascore,total_wins,total_nominations
404,42458,tt0070819,1973,1974,A Touch of Class,Best Picture,"Melvin Frank, Producer",False,1.0,5,"[35, 10749]","['George Segal', 'Glenda Jackson', 'Paul Sorvino', 'K Callan']",24.432000000000002,Melvin Frank,['Melvin Frank'],[],22.87100000000001,0,18312000,106,64,27,65,2812,83,N/A,10,10
405,9552,tt0070047,1973,1974,The Exorcist,Best Adapted Screenplay,William Peter Blatty,True,2.0,10,[27],"['Ellen Burstyn', 'Linda Blair', 'Max von Sydow', 'Lee J. Cobb']",54.753000000000014,William Friedkin,['William Peter Blatty'],['William Peter Blatty'],25.768000000000015,8000000,441306145,122,77,5531,80,364259,83,81,14,17
406,14886,tt0070290,1973,1974,The Last Detail,Best Adapted Screenplay,Robert Towne,False,0.0,3,"[35, 18]","['Jack Nicholson', 'Otis Young', 'Randy Quaid', 'Clifton James']",36.64100000000001,Hal Ashby,"['Charles Mulvehill', 'Gerald Ayres']",['Robert Towne'],10.839999999999998,2300000,10000000,105,71,220,75,22317,89,89,6,6
407,14328,tt0070509,1973,1974,The Paper Chase,Best Adapted Screenplay,James Bridges,False,1.0,3,"[35, 18, 10749]","['Timothy Bottoms', 'Lindsay Wagner', 'John Houseman', 'Graham Beckel']",34.76700000000002,James Bridges,"['Robert C. Thompson', 'Rodrick Paul']",['James Bridges'],18.691000000000003,0,0,113,69,64,72,7134,83,65,2,4
408,11293,tt0070510,1973,1974,Paper Moon,Best Adapted Screenplay,Alvin Sargent,False,1.0,4,"[35, 80, 18]","[""Ryan O'Neal"", ""Tatum O'Neal"", 'Madeline Kahn', 'John Hillerman']",34.269000000000034,Peter Bogdanovich,['Peter Bogdanovich'],['Alvin Sargent'],41.90300000000001,2500000,30900000,102,79,420,81,42584,93,77,7,10
409,9040,tt0070666,1973,1974,Serpico,Best Adapted Screenplay,"Waldo Salt, Norman Wexler",False,0.0,2,"[80, 18, 36]","['Al Pacino', 'Jack Kehoe', 'Biff McGuire', 'Cornelia Sharpe']",96.65699999999995,Sidney Lumet,['Martin Bregman'],"['Waldo Salt', 'Norman Wexler']",15.729999999999999,3000000,29800000,130,76,1260,77,111047,90,87,6,10
410,838,tt0069704,1973,1974,American Graffiti,Best Original Screenplay,"George Lucas, Gloria Katz, Willard Huyck",False,0.0,5,"[35, 18]","['Richard Dreyfuss', 'Ron Howard', 'Paul Le Mat', 'Charles Martin Smith']",72.954,George Lucas,['Francis Ford Coppola'],[],43.14300000000003,777000,140000000,110,71,931,74,82565,96,97,9,8
411,10238,tt0069467,1973,1974,Cries and Whispers,Best Original Screenplay,Ingmar Bergman,False,1.0,5,[18],"['Harriet Andersson', 'Ingrid Thulin', 'Kari Sylwan', 'Liv Ullmann']",23.636000000000003,Ingmar Bergman,"['Ingmar Bergman', 'Lars-Owe Carlberg']",['Ingmar Bergman'],18.0,400000,0,95,80,414,81,30694,90,N/A,22,16
412,38714,tt0070640,1973,1974,Save the Tiger,Best Original Screenplay,Steve Shagan,False,1.0,3,[18],"['Jack Lemmon', 'Jack Gilford', 'Laurie Heineman', 'Norman Burton']",28.104,John G. Avildsen,"['Martin Ransohoff', 'Steve Shagan']",[],15.081999999999995,0,0,100,70,49,69,4638,85,N/A,22,5
413,9277,tt0070735,1973,1974,The Sting,Best Original Screenplay,David S. Ward,True,7.0,10,"[35, 80, 18]","['Paul Newman', 'Robert Redford', 'Robert Shaw', 'Charles Durning']",77.01999999999997,George Roy Hill,"['Julia Phillips', 'Michael Phillips', 'Tony Bill']",[],36.70300000000002,5500000,159616327,129,80,1676,83,243582,94,83,11,6
414,42458,tt0070819,1973,1974,A Touch of Class,Best Original Screenplay,"Melvin Frank, Jack Rose",False,1.0,5,"[35, 10749]","['George Segal', 'Glenda Jackson', 'Paul Sorvino', 'K Callan']",24.432000000000002,Melvin Frank,['Melvin Frank'],[],22.87100000000001,0,18312000,106,64,27,65,2812,83,N/A,10,10
415,42448,tt0071598,1974,1975,Harry and Tonto,Best Actor,Art Carney,True,1.0,2,"[12, 35, 18, 10749]","['Art Carney', 'Herbert Berghof', 'Ellen Burstyn', 'Geraldine Fitzgerald']",28.375,Paul Mazursky,['Paul Mazursky'],[],10.878999999999998,0,0,115,72,53,74,5202,83,72,3,3
416,4176,tt0071877,1974,1975,Murder on the Orient Express,Best Actor,Albert Finney,False,1.0,6,"[18, 53, 9648]","['Albert Finney', 'Lauren Bacall', 'Martin Balsam', 'Ingrid Bergman']",64.26400000000001,Sidney Lumet,"['John Brabourne', 'Richard B. Goodwin']",['Paul Dehn'],18.860000000000003,0,27634716,128,72,879,73,56436,90,63,8,16
417,27094,tt0071746,1974,1975,Lenny,Best Actor,Dustin Hoffman,False,0.0,6,[18],"['Dustin Hoffman', 'Valerie Perrine', 'Jan Miner', 'Stanley Beck']",33.31200000000001,Bob Fosse,"['Robert Greenhut', 'Marvin Worth']",['Julian Barry'],20.790000000000006,0,0,111,73,148,76,14788,88,61,7,10
418,829,tt0071315,1974,1975,Chinatown,Best Actor,Jack Nicholson,False,1.0,11,"[80, 18, 9648, 53]","['Jack Nicholson', 'Faye Dunaway', 'John Huston', 'Perry Lopez']",69.99599999999997,Roman Polanski,"['C.O. Erickson', 'Robert Evans']",['Robert Towne'],17.915,6000000,30000000,130,79,2562,81,296874,99,92,20,24
419,240,tt0071562,1974,1975,The Godfather Part II,Best Actor,Al Pacino,False,6.0,11,"[18, 80]","['Al Pacino', 'Robert De Niro', 'Robert Duvall', 'Diane Keaton']",149.2219999999999,Francis Ford Coppola,"['Francis Ford Coppola', 'Gray Frederickson', 'Fred Roos', 'Mona Skager']",['Francis Ford Coppola'],63.14100000000002,13000000,102600000,202,86,8402,90,1139838,98,90,11,20
420,16153,tt0071115,1974,1975,Alice Doesn't Live Here Anymore,Best Actress,Ellen Burstyn,True,1.0,3,"[18, 10749]","['Ellen Burstyn', 'Kris Kristofferson', 'Alfred Lutter', 'Harvey Keitel']",51.49000000000001,Martin Scorsese,"['David Susskind', 'Audrey Maas']",[],18.33,0,0,112,69,275,73,21545,88,78,5,11
421,55909,tt0071334,1974,1975,Claudine,Best Actress,Diahann Carroll,False,0.0,1,"[18, 10749, 35]","['Diahann Carroll', 'James Earl Jones', 'Lawrence Hilton-Jacobs', 'Tamu Blackwell']",24.46900000000001,John Berry,['Hannah Weinstein'],[],11.559999999999997,0,0,92,71,20,73,1904,57,N/A,2,4
422,829,tt0071315,1974,1975,Chinatown,Best Actress,Faye Dunaway,False,1.0,11,"[80, 18, 9648, 53]","['Jack Nicholson', 'Faye Dunaway', 'John Huston', 'Perry Lopez']",69.99599999999997,Roman Polanski,"['C.O. Erickson', 'Robert Evans']",['Robert Towne'],17.915,6000000,30000000,130,79,2562,81,296874,99,92,20,24
423,27094,tt0071746,1974,1975,Lenny,Best Actress,Valerie Perrine,False,0.0,6,[18],"['Dustin Hoffman', 'Valerie Perrine', 'Jan Miner', 'Stanley Beck']",33.31200000000001,Bob Fosse,"['Robert Greenhut', 'Marvin Worth']",['Julian Barry'],20.790000000000006,0,0,111,73,148,76,14788,88,61,7,10
424,29845,tt0072417,1974,1975,A Woman under the Influence,Best Actress,Gena Rowlands,False,0.0,2,[18],"['Gena Rowlands', 'Peter Falk', 'Fred Draper', 'Lady Rowlands']",32.03000000000001,John Cassavetes,['Sam Shaw'],['John Cassavetes'],18.555000000000003,0,0,155,78,270,82,22211,90,88,9,5
425,829,tt0071315,1974,1975,Chinatown,Best Director,Roman Polanski,False,1.0,11,"[80, 18, 9648, 53]","['Jack Nicholson', 'Faye Dunaway', 'John Huston', 'Perry Lopez']",69.99599999999997,Roman Polanski,"['C.O. Erickson', 'Robert Evans']",['Robert Towne'],17.915,6000000,30000000,130,79,2562,81,296874,99,92,20,24
426,1675,tt0070460,1974,1975,Day for Night,Best Director,Francois Truffaut,False,1.0,4,"[35, 18]","['Jacqueline Bisset', 'Jean-Pierre Léaud', 'Jean-Pierre Aumont', 'Valentina Cortese']",36.102000000000004,François Truffaut,['Marcel Berbert'],['François Truffaut'],19.382000000000005,700000,850000,116,79,375,80,20622,10,N/A,12,7
427,240,tt0071562,1974,1975,The Godfather Part II,Best Director,Francis Ford Coppola,True,6.0,11,"[18, 80]","['Al Pacino', 'Robert De Niro', 'Robert Duvall', 'Diane Keaton']",149.2219999999999,Francis Ford Coppola,"['Francis Ford Coppola', 'Gray Frederickson', 'Fred Roos', 'Mona Skager']",['Francis Ford Coppola'],63.14100000000002,13000000,102600000,202,86,8402,90,1139838,98,90,11,20
428,27094,tt0071746,1974,1975,Lenny,Best Director,Bob Fosse,False,0.0,6,[18],"['Dustin Hoffman', 'Valerie Perrine', 'Jan Miner', 'Stanley Beck']",33.31200000000001,Bob Fosse,"['Robert Greenhut', 'Marvin Worth']",['Julian Barry'],20.790000000000006,0,0,111,73,148,76,14788,88,61,7,10
429,29845,tt0072417,1974,1975,A Woman under the Influence,Best Director,John Cassavetes,False,0.0,2,[18],"['Gena Rowlands', 'Peter Falk', 'Fred Draper', 'Lady Rowlands']",32.03000000000001,John Cassavetes,['Sam Shaw'],['John Cassavetes'],18.555000000000003,0,0,155,78,270,82,22211,90,88,9,5
430,829,tt0071315,1974,1975,Chinatown,Best Picture,"Robert Evans, Producer",False,1.0,11,"[80, 18, 9648, 53]","['Jack Nicholson', 'Faye Dunaway', 'John Huston', 'Perry Lopez']",69.99599999999997,Roman Polanski,"['C.O. Erickson', 'Robert Evans']",['Robert Towne'],17.915,6000000,30000000,130,79,2562,81,296874,99,92,20,24
431,592,tt0071360,1974,1975,The Conversation,Best Picture,"Francis Ford Coppola, Producer;  Fred Roos, Co-Producer",False,0.0,3,"[80, 18, 9648]","['Gene Hackman', 'John Cazale', 'Allen Garfield', 'Frederic Forrest']",44.01500000000001,Francis Ford Coppola,['Francis Ford Coppola'],['Francis Ford Coppola'],34.54500000000003,1600000,4420000,113,76,1055,78,100018,96,85,14,13
432,240,tt0071562,1974,1975,The Godfather Part II,Best Picture,"Francis Ford Coppola, Producer;  Gray Frederickson and Fred Roos, Co-Producers",True,6.0,11,"[18, 80]","['Al Pacino', 'Robert De Niro', 'Robert Duvall', 'Diane Keaton']",149.2219999999999,Francis Ford Coppola,"['Francis Ford Coppola', 'Gray Frederickson', 'Fred Roos', 'Mona Skager']",['Francis Ford Coppola'],63.14100000000002,13000000,102600000,202,86,8402,90,1139838,98,90,11,20
433,27094,tt0071746,1974,1975,Lenny,Best Picture,"Marvin Worth, Producer",False,0.0,6,[18],"['Dustin Hoffman', 'Valerie Perrine', 'Jan Miner', 'Stanley Beck']",33.31200000000001,Bob Fosse,"['Robert Greenhut', 'Marvin Worth']",['Julian Barry'],20.790000000000006,0,0,111,73,148,76,14788,88,61,7,10
434,5919,tt0072308,1974,1975,The Towering Inferno,Best Picture,"Irwin Allen, Producer",False,3.0,8,"[28, 53, 18]","['Steve McQueen', 'Paul Newman', 'William Holden', 'Faye Dunaway']",80.26099999999995,John Guillermin,['Irwin Allen'],['Stirling Silliphant'],41.47200000000003,14000000,116000000,165,71,584,70,39818,69,69,9,13
435,16153,tt0071115,1974,1975,Alice Doesn't Live Here Anymore,Best Original Screenplay,Robert Getchell,False,1.0,3,"[18, 10749]","['Ellen Burstyn', 'Kris Kristofferson', 'Alfred Lutter', 'Harvey Keitel']",51.49000000000001,Martin Scorsese,"['David Susskind', 'Audrey Maas']",[],18.33,0,0,112,69,275,73,21545,88,78,5,11
436,829,tt0071315,1974,1975,Chinatown,Best Original Screenplay,Robert Towne,True,1.0,11,"[80, 18, 9648, 53]","['Jack Nicholson', 'Faye Dunaway', 'John Huston', 'Perry Lopez']",69.99599999999997,Roman Polanski,"['C.O. Erickson', 'Robert Evans']",['Robert Towne'],17.915,6000000,30000000,130,79,2562,81,296874,99,92,20,24
437,592,tt0071360,1974,1975,The Conversation,Best Original Screenplay,Francis Ford Coppola,False,0.0,3,"[80, 18, 9648]","['Gene Hackman', 'John Cazale', 'Allen Garfield', 'Frederic Forrest']",44.01500000000001,Francis Ford Coppola,['Francis Ford Coppola'],['Francis Ford Coppola'],34.54500000000003,1600000,4420000,113,76,1055,78,100018,96,85,14,13
438,1675,tt0070460,1974,1975,Day for Night,Best Original Screenplay,"Francois Truffaut, Jean-Louis Richard, Suzanne Schiffman",False,1.0,4,"[35, 18]","['Jacqueline Bisset', 'Jean-Pierre Léaud', 'Jean-Pierre Aumont', 'Valentina Cortese']",36.102000000000004,François Truffaut,['Marcel Berbert'],['François Truffaut'],19.382000000000005,700000,850000,116,79,375,80,20622,10,N/A,12,7
439,42448,tt0071598,1974,1975,Harry and Tonto,Best Original Screenplay,"Paul Mazursky, Josh Greenfeld",False,1.0,2,"[12, 35, 18, 10749]","['Art Carney', 'Herbert Berghof', 'Ellen Burstyn', 'Geraldine Fitzgerald']",28.375,Paul Mazursky,['Paul Mazursky'],[],10.878999999999998,0,0,115,72,53,74,5202,83,72,3,3
440,42451,tt0071155,1974,1975,The Apprenticeship of Duddy Kravitz,Best Adapted Screenplay,Screenplay by Mordecai Richler;  Adaptation by Lionel Chetwynd,False,0.0,1,[18],"['Richard Dreyfuss', 'Henry Ramer', 'Alan Rosenthal', 'Susan Friedman']",32.319000000000024,Ted Kotcheff,['John Kemeny'],['Mordecai Richler'],10.895999999999997,0,0,120,61,14,68,1850,93,N/A,4,2
441,240,tt0071562,1974,1975,The Godfather Part II,Best Adapted Screenplay,"Francis Ford Coppola, Mario Puzo",True,6.0,11,"[18, 80]","['Al Pacino', 'Robert De Niro', 'Robert Duvall', 'Diane Keaton']",149.2219999999999,Francis Ford Coppola,"['Francis Ford Coppola', 'Gray Frederickson', 'Fred Roos', 'Mona Skager']",['Francis Ford Coppola'],63.14100000000002,13000000,102600000,202,86,8402,90,1139838,98,90,11,20
442,27094,tt0071746,1974,1975,Lenny,Best Adapted Screenplay,Julian Barry,False,0.0,6,[18],"['Dustin Hoffman', 'Valerie Perrine', 'Jan Miner', 'Stanley Beck']",33.31200000000001,Bob Fosse,"['Robert Greenhut', 'Marvin Worth']",['Julian Barry'],20.790000000000006,0,0,111,73,148,76,14788,88,61,7,10
443,4176,tt0071877,1974,1975,Murder on the Orient Express,Best Adapted Screenplay,Paul Dehn,False,1.0,6,"[18, 53, 9648]","['Albert Finney', 'Lauren Bacall', 'Martin Balsam', 'Ingrid Bergman']",64.26400000000001,Sidney Lumet,"['John Brabourne', 'Richard B. Goodwin']",['Paul Dehn'],18.860000000000003,0,27634716,128,72,879,73,56436,90,63,8,16
444,3034,tt0072431,1974,1975,Young Frankenstein,Best Adapted Screenplay,"Gene Wilder, Mel Brooks",False,0.0,2,[35],"['Gene Wilder', 'Teri Garr', 'Marty Feldman', 'Peter Boyle']",62.225,Mel Brooks,['Michael Gruskoff'],"['Gene Wilder', 'Mel Brooks']",51.240000000000045,2800000,86273333,106,79,2275,80,144251,94,80,11,6
445,16561,tt0073766,1975,1976,The Sunshine Boys,Best Actor,Walter Matthau,False,1.0,4,[35],"['Walter Matthau', 'George Burns', 'Richard Benjamin', 'Lee Meredith']",39.617,Herbert Ross,['Ray Stark'],[],22.13500000000001,0,0,111,67,62,71,5671,71,N/A,5,6
446,510,tt0073486,1975,1976,One Flew over the Cuckoo's Nest,Best Actor,Jack Nicholson,True,5.0,9,[18],"['Jack Nicholson', 'Louise Fletcher', 'Danny DeVito', 'William Redfield']",71.71000000000002,Miloš Forman,"['Saul Zaentz', 'Michael Douglas']","['Bo Goldman', 'Lawrence Hauben']",39.05000000000003,3000000,108981275,133,84,7637,87,926066,94,83,32,15
447,968,tt0072890,1975,1976,Dog Day Afternoon,Best Actor,Al Pacino,False,1.0,6,"[80, 18, 53]","['Al Pacino', 'John Cazale', 'Charles Durning', 'Chris Sarandon']",69.29199999999999,Sidney Lumet,"['Martin Bregman', 'Robert Greenhut', 'Martin Elfand']",['Frank Pierson'],25.144000000000005,1800000,46665856,125,78,1922,80,237158,96,86,13,21
448,48364,tt0073345,1975,1976,The Man in the Glass Booth,Best Actor,Maximilian Schell,False,0.0,1,"[28, 18, 53]","['Maximilian Schell', 'Lois Nettleton', 'Lawrence Pressman', 'Luther Adler']",20.539000000000005,Arthur Hiller,['Ely A. Landau'],['Edward Anhalt'],10.917999999999997,0,0,117,65,14,71,1113,74,N/A,13,2
449,174713,tt0073053,1975,1976,"Give 'em Hell, Harry!",Best Actor,James Whitmore,False,0.0,1,[],['James Whitmore'],2.843,Steve Binder,[],[],0.6,0,0,104,50,3,72,443,10,N/A,13,2
450,1829,tt0073114,1975,1976,The Story of Adele H.,Best Actress,Isabelle Adjani,False,0.0,1,"[18, 36]","['Isabelle Adjani', 'Bruce Robinson', 'Sylvia Marriott', 'Joseph Blatchley']",16.098,François Truffaut,['Marcel Berbert'],"['François Truffaut', 'Suzanne Schiffman', 'Jean Gruault']",19.248,0,763000,96,69,113,73,7397,91,N/A,11,5
451,11326,tt0073812,1975,1976,Tommy,Best Actress,Ann-Margret,False,0.0,2,"[18, 10402]","['Roger Daltrey', 'Oliver Reed', 'Ann-Margret Olsson', 'Elton John']",29.138000000000005,Ken Russell,"['Robert Stigwood', 'Ken Russell']",['Ken Russell'],14.441,5000000,34251525,111,65,188,66,19385,70,66,2,3
452,510,tt0073486,1975,1976,One Flew over the Cuckoo's Nest,Best Actress,Louise Fletcher,True,5.0,9,[18],"['Jack Nicholson', 'Louise Fletcher', 'Danny DeVito', 'William Redfield']",71.71000000000002,Miloš Forman,"['Saul Zaentz', 'Michael Douglas']","['Bo Goldman', 'Lawrence Hauben']",39.05000000000003,3000000,108981275,133,84,7637,87,926066,94,83,32,15
453,42256,tt0073098,1975,1976,Hedda,Best Actress,Glenda Jackson,False,0.0,1,[],"['Patrick Stewart', 'Glenda Jackson']",9.664,Trevor Nunn,[],[],0.98,0,0,102,73,6,66,268,33,N/A,32,2
454,42257,tt0073107,1975,1976,Hester Street,Best Actress,Carol Kane,False,0.0,1,"[18, 10749]","['Carol Kane', 'Steven Keats', 'Doris Roberts', 'Joanna Merlin']",15.809999999999999,Joan Micklin Silver,['Raphael D. Silver'],['Joan Micklin Silver'],3.696,0,0,90,68,14,69,1255,71,N/A,2,2
455,7857,tt0071129,1975,1976,Amarcord,Best Director,Federico Fellini,False,1.0,3,"[35, 18]","['Bruno Zanin', 'Armando Brancia', 'Pupella Maggio', 'Giuseppe Ianigro']",27.241000000000003,Federico Fellini,['Franco Cristaldi'],"['Federico Fellini', 'Tonino Guerra']",17.816,0,0,123,80,690,79,40211,87,N/A,19,8
456,3175,tt0072684,1975,1976,Barry Lyndon,Best Director,Stanley Kubrick,False,4.0,7,"[18, 10749, 10752]","[""Ryan O'Neal"", 'Marisa Berenson', 'Patrick Magee', 'Hardy Krüger']",58.233000000000004,Stanley Kubrick,['Stanley Kubrick'],['Stanley Kubrick'],28.793000000000013,11000000,20000000,185,80,1830,81,151477,91,89,15,15
457,968,tt0072890,1975,1976,Dog Day Afternoon,Best Director,Sidney Lumet,False,1.0,6,"[80, 18, 53]","['Al Pacino', 'John Cazale', 'Charles Durning', 'Chris Sarandon']",69.29199999999999,Sidney Lumet,"['Martin Bregman', 'Robert Greenhut', 'Martin Elfand']",['Frank Pierson'],25.144000000000005,1800000,46665856,125,78,1922,80,237158,96,86,13,21
458,3121,tt0073440,1975,1976,Nashville,Best Director,Robert Altman,False,1.0,5,"[18, 10402, 35]","['David Arkin', 'Barbara Baxley', 'Ned Beatty', 'Karen Black']",66.50900000000001,Robert Altman,"['Robert Altman', 'Scott Bushnell', 'Robert Eggenweiler']",['Joan Tewkesbury'],36.343000000000025,2200000,10,160,73,223,77,24022,91,96,23,26
459,510,tt0073486,1975,1976,One Flew over the Cuckoo's Nest,Best Director,Milos Forman,True,5.0,9,[18],"['Jack Nicholson', 'Louise Fletcher', 'Danny DeVito', 'William Redfield']",71.71000000000002,Miloš Forman,"['Saul Zaentz', 'Michael Douglas']","['Bo Goldman', 'Lawrence Hauben']",39.05000000000003,3000000,108981275,133,84,7637,87,926066,94,83,32,15
460,3175,tt0072684,1975,1976,Barry Lyndon,Best Picture,"Stanley Kubrick, Producer",False,4.0,7,"[18, 10749, 10752]","[""Ryan O'Neal"", 'Marisa Berenson', 'Patrick Magee', 'Hardy Krüger']",58.233000000000004,Stanley Kubrick,['Stanley Kubrick'],['Stanley Kubrick'],28.793000000000013,11000000,20000000,185,80,1830,81,151477,91,89,15,15
461,968,tt0072890,1975,1976,Dog Day Afternoon,Best Picture,"Martin Bregman and Martin Elfand, Producers",False,1.0,6,"[80, 18, 53]","['Al Pacino', 'John Cazale', 'Charles Durning', 'Chris Sarandon']",69.29199999999999,Sidney Lumet,"['Martin Bregman', 'Robert Greenhut', 'Martin Elfand']",['Frank Pierson'],25.144000000000005,1800000,46665856,125,78,1922,80,237158,96,86,13,21
462,578,tt0073195,1975,1976,Jaws,Best Picture,"Richard D. Zanuck and David Brown, Producers",False,3.0,4,"[27, 53, 12]","['Roy Scheider', 'Richard Dreyfuss', 'Robert Shaw', 'Lorraine Gary']",59.12300000000002,Steven Spielberg,"['Richard D. Zanuck', 'David Brown']","['Peter Benchley', 'Carl Gottlieb']",44.655,7000000,470653000,124,76,7271,80,545925,98,87,11,20
463,3121,tt0073440,1975,1976,Nashville,Best Picture,"Robert Altman, Producer",False,1.0,5,"[18, 10402, 35]","['David Arkin', 'Barbara Baxley', 'Ned Beatty', 'Karen Black']",66.50900000000001,Robert Altman,"['Robert Altman', 'Scott Bushnell', 'Robert Eggenweiler']",['Joan Tewkesbury'],36.343000000000025,2200000,10,160,73,223,77,24022,91,96,23,26
464,510,tt0073486,1975,1976,One Flew over the Cuckoo's Nest,Best Picture,"Saul Zaentz and Michael Douglas, Producers",True,5.0,9,[18],"['Jack Nicholson', 'Louise Fletcher', 'Danny DeVito', 'William Redfield']",71.71000000000002,Miloš Forman,"['Saul Zaentz', 'Michael Douglas']","['Bo Goldman', 'Lawrence Hauben']",39.05000000000003,3000000,108981275,133,84,7637,87,926066,94,83,32,15
465,7857,tt0071129,1975,1976,Amarcord,Best Original Screenplay,"Federico Fellini, Tonino Guerra",False,1.0,3,"[35, 18]","['Bruno Zanin', 'Armando Brancia', 'Pupella Maggio', 'Giuseppe Ianigro']",27.241000000000003,Federico Fellini,['Franco Cristaldi'],"['Federico Fellini', 'Tonino Guerra']",17.816,0,0,123,80,690,79,40211,87,N/A,19,8
466,139851,tt0072307,1975,1976,And Now My Love,Best Original Screenplay,"Claude Lelouch, Pierre Uytterhoeven",False,0.0,1,"[18, 10749]","['Marthe Keller', 'André Dussollier', 'Charles Denner', 'Carla Gravina']",17.616,Claude Lelouch,[],"['Claude Lelouch', 'Pierre Uytterhoeven']",12.755999999999997,0,0,150,57,12,72,648,71,N/A,19,8
467,968,tt0072890,1975,1976,Dog Day Afternoon,Best Original Screenplay,Frank Pierson,True,1.0,6,"[80, 18, 53]","['Al Pacino', 'John Cazale', 'Charles Durning', 'Chris Sarandon']",69.29199999999999,Sidney Lumet,"['Martin Bregman', 'Robert Greenhut', 'Martin Elfand']",['Frank Pierson'],25.144000000000005,1800000,46665856,125,78,1922,80,237158,96,86,13,21
468,92285,tt0073293,1975,1976,Lies My Father Told Me,Best Original Screenplay,Ted Allan,False,0.0,1,[18],"['Yossi Yadin', 'Len Birman', 'Marilyn Lightstone', 'Jeff Lynas']",10.564999999999998,Ján Kadár,[],[],5.01,0,0,102,60,2,68,446,83,N/A,6,2
469,31121,tt0073692,1975,1976,Shampoo,Best Original Screenplay,"Robert Towne, Warren Beatty",False,1.0,4,"[35, 18, 10749]","['Warren Beatty', 'Julie Christie', 'Goldie Hawn', 'Lee Grant']",63.133000000000024,Hal Ashby,['Warren Beatty'],[],18.258,0,0,109,61,123,64,11342,61,65,2,11
470,3175,tt0072684,1975,1976,Barry Lyndon,Best Adapted Screenplay,Stanley Kubrick,False,4.0,7,"[18, 10749, 10752]","[""Ryan O'Neal"", 'Marisa Berenson', 'Patrick Magee', 'Hardy Krüger']",58.233000000000004,Stanley Kubrick,['Stanley Kubrick'],['Stanley Kubrick'],28.793000000000013,11000000,20000000,185,80,1830,81,151477,91,89,15,15
471,983,tt0073341,1975,1976,The Man Who Would Be King,Best Adapted Screenplay,"John Huston, Gladys Hill",False,0.0,4,"[12, 18]","['Sean Connery', 'Michael Caine', 'Christopher Plummer', 'Saeed Jaffrey']",32.65800000000001,John Huston,"['William Hill', 'John Foreman']","['John Huston', 'Gladys Hill']",17.811,8000000,12678,129,75,376,78,45332,97,91,15,4
472,510,tt0073486,1975,1976,One Flew over the Cuckoo's Nest,Best Adapted Screenplay,"Lawrence Hauben, Bo Goldman",True,5.0,9,[18],"['Jack Nicholson', 'Louise Fletcher', 'Danny DeVito', 'William Redfield']",71.71000000000002,Miloš Forman,"['Saul Zaentz', 'Michael Douglas']","['Bo Goldman', 'Lawrence Hauben']",39.05000000000003,3000000,108981275,133,84,7637,87,926066,94,83,32,15
473,47848,tt0072037,1975,1976,Scent of a Woman,Best Adapted Screenplay,"Ruggero Maccari, Dino Risi",False,1.0,6,[18],"['Vittorio Gassman', 'Alessandro Momo', 'Agostina Belli', 'Moira Orfei']",17.912,Dino Risi,[],[],2.858,0,0,103,77,135,76,3977,83,N/A,9,4
474,16561,tt0073766,1975,1976,The Sunshine Boys,Best Adapted Screenplay,Neil Simon,False,1.0,4,[35],"['Walter Matthau', 'George Burns', 'Richard Benjamin', 'Lee Meredith']",39.617,Herbert Ross,['Ray Stark'],[],22.13500000000001,0,0,111,67,62,71,5671,71,N/A,5,6
475,103,tt0075314,1976,1977,Taxi Driver,Best Actor,Robert De Niro,False,0.0,4,"[80, 18]","['Robert De Niro', 'Jodie Foster', 'Albert Brooks', 'Harvey Keitel']",88.77900000000001,Martin Scorsese,"['Julia Phillips', 'Michael Phillips']",[],52.87500000000004,1300000,28262574,114,82,7992,82,731821,96,94,21,16
476,10774,tt0074958,1976,1977,Network,Best Actor,Peter Finch,True,4.0,10,[18],"['Faye Dunaway', 'William Holden', 'Peter Finch', 'Robert Duvall']",61.62500000000003,Sidney Lumet,"['Fred C. Caruso', 'Howard Gottfried']",['Paddy Chayefsky'],16.336999999999996,3800000,23689877,122,79,1098,81,145962,91,83,16,26
477,37550,tt0075040,1976,1977,Seven Beauties,Best Actor,Giancarlo Giannini,False,0.0,4,"[35, 18, 10752]","['Giancarlo Giannini', 'Fernando Rey', 'Shirley Stoler', 'Elena Fiore']",12.928,Lina Wertmüller,"['Giancarlo Giannini', 'Arrigo Colombo', 'Lina Wertmüller']",[],13.861999999999998,0,0,116,78,76,78,5206,72,N/A,4,6
478,10774,tt0074958,1976,1977,Network,Best Actor,William Holden,False,4.0,10,[18],"['Faye Dunaway', 'William Holden', 'Peter Finch', 'Robert Duvall']",61.62500000000003,Sidney Lumet,"['Fred C. Caruso', 'Howard Gottfried']",['Paddy Chayefsky'],16.336999999999996,3800000,23689877,122,79,1098,81,145962,91,83,16,26
479,1366,tt0075148,1976,1977,Rocky,Best Actor,Sylvester Stallone,False,3.0,10,"[18, 28]","['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers']",79.19099999999999,John G. Avildsen,"['Irwin Winkler', 'Robert Chartoff']",['Sylvester Stallone'],64.34000000000003,1000000,117235147,120,78,5327,81,523365,94,70,17,21
